Experiment,Mean Idle Times,Sum Idle Times,Downtime,Mean CT,Parts Done,Cycle Time
1,"[0.0, 1.7569819176716968, 280.6105492222798, 209.58218201923674, 317.5078203546166, 699.1543154394956, 217.52348330482064, 142.37013646296992]","[0.0, 62002.58143174474, 486522.2017455307, 491961.0485301658, 1426042.3361407586, 1971553.5451409845, 602012.3921834521, 1611321.2671755822]","[19, 19, 15, 14, 15, 16, 23, 10]","[138.47633294155358, 139.2126322573715, 278.6797118589399, 278.859601936525, 139.53488372093022, 139.66269734360688, 139.70786395731147, 139.71539456662356]",18552.0,139.71539456662356
2,"[0.0, 8.474654004440415, 266.42221208353254, 34.56427171538718, 583.3013324664468, 469.02872351788653, 163.8853449712251, 487.8309710211246]","[0.0, 60160.0918957043, 489108.99203560164, 492037.89976165537, 1422176.6156719746, 1995110.929046685, 604199.8928861483, 1563703.9430730806]","[19, 17, 8, 14, 19, 16, 8, 20]","[137.3900137814057, 138.07798849350095, 274.51811056979454, 278.41031149301824, 138.328530259366, 138.4245660881175, 138.48373136720627, 138.48373136720627]",18717.0,138.48373136720627
3,"[0.0, 0.850718822628422, 274.7190522970968, 271.8064593172912, 139.73152998952344, 298.5843593248532, 169.16166983059122, 364.3385675717442]","[0.0, 32858.16380520017, 450073.681216025, 451638.1284999257, 1415929.8089478365, 1977441.1390222576, 546067.6498557135, 1552991.0169444063]","[10, 13, 12, 11, 13, 13, 16, 14]","[133.56693806039368, 134.26573426573427, 268.65671641791045, 268.9354637891679, 134.49564134495643, 134.59341572333577, 134.64935064935065, 134.6563457841966]",19249.0,134.6563457841966
4,"[0.0, 1.6685954213163572, 156.0600693512996, 247.0374827476072, 333.2163610596538, 374.6109319477519, 145.9050893109157, 358.7945204663256]","[0.0, 63476.70701771686, 488174.97318146884, 493962.94834957056, 1429223.2584986277, 1992697.2218801668, 573367.0156343797, 1576323.0469800585]","[18, 17, 7, 11, 15, 14, 14, 14]","[135.64998953317982, 136.33494634967388, 271.413612565445, 274.45997458703937, 136.55761024182075, 136.6439981021667, 136.71607152275965, 136.7449221841203]",18955.0,136.7449221841203
5,"[0.0, 1.207957773063629, 130.12548039686425, 342.89468921769014, 247.2667365195465, 396.795058941225, 117.67838499075113, 303.6281603124813]","[0.0, 46286.525948252136, 460100.8988214034, 459255.1901651304, 1419563.6134878383, 1980964.1995698558, 564591.7840591946, 1552830.4216159005]","[13, 11, 14, 12, 15, 13, 12, 17]","[134.64935064935065, 135.33127969508692, 271.49890017806644, 270.3097298988424, 135.55067461562598, 135.63579277864991, 135.71391172312687, 135.74234092694422]",19095.0,135.74234092694422
6,"[0.0, 51.17072374438963, 355.9456245101924, 194.01333701292901, 612.8135428919365, 500.3935679081267, 217.86651492421473, 504.5511514636261]","[0.0, 48452.43277330653, 471570.30984370876, 478806.9025785262, 1422272.033742378, 1991665.567253319, 578911.7721472662, 1553769.8651620932]","[15, 19, 13, 13, 15, 13, 11, 20]","[136.04870879697668, 136.75213675213675, 273.2159797617793, 274.2857142857143, 136.95445419000316, 137.02685557200255, 137.07033315705976, 137.07033315705976]",18910.0,137.07033315705976
7,"[0.0, 1.2418069380051797, 255.96250617142118, 176.5226193798017, 402.8085474345991, 581.9633251108686, 103.53064120217054, 477.97981370714666]","[0.0, 47145.20040136665, 450959.69414992456, 450526.9055586156, 1377739.2990134545, 1919716.7386673046, 532697.5174138473, 1532939.666710492]","[15, 10, 7, 14, 13, 13, 22, 24]","[135.85617694847738, 136.58639405596247, 271.9832109129066, 275.2761257434155, 137.02685557200255, 137.22998729351968, 137.3681700143092, 137.39729658097005]",18865.0,137.39729658097005
8,"[0.0, 1.0125759147460538, 72.47638924207239, 241.04926334038362, 185.9431095520885, 299.02383723824386, 162.8019302694825, 198.8168826723338]","[0.0, 38666.22388049281, 464541.7927298168, 460491.6667807702, 1429901.7187531563, 2005695.079071872, 565637.4759170124, 1566392.3007450618]","[11, 15, 12, 19, 17, 11, 16, 14]","[135.09850932971958, 135.81346607283206, 271.10134923125196, 272.75597179837945, 136.07013491521866, 136.16305946627443, 136.2203069161236, 136.23462630085146]",19026.0,136.23462630085146
9,"[0.0, 1.2964801009697868, 197.12472654976335, 73.1589043694084, 243.01161392943447, 420.47218960237325, 177.64721545112764, 240.41616535125036]","[0.0, 49268.83679705384, 447952.7537710258, 455110.06829534436, 1415399.9930055179, 1993686.577914268, 573699.0812711131, 1587300.38397872]","[14, 11, 18, 12, 17, 16, 19, 11]","[135.77078204389503, 136.4569623585154, 274.48903950015887, 271.89761879786005, 136.70886075949366, 136.83154727339914, 136.91828218266335, 136.93998309382926]",18928.0,136.93998309382926
10,"[0.0, 1.3667268663920418, 353.57157724528685, 104.89290463104835, 433.1485761421198, 418.87585910482437, 235.79253188125017, 319.99575778068373]","[0.0, 51537.903404777506, 464899.4649217342, 468671.724837829, 1406609.4536664449, 1977914.9148352493, 582062.518231445, 1571147.3026798186]","[16, 14, 18, 9, 17, 14, 17, 17]","[136.78100263852244, 137.52851912771263, 277.5457757789913, 273.3600506222316, 137.87967445076865, 138.00447236716005, 138.09270111880662, 138.12213577746988]",18766.0,138.12213577746988
11,"[0.0, 0.955833850519429, 223.31821336294698, 402.88392527246776, 548.3566850561648, 509.3652426157782, 211.4854224305005, 326.2928880369116]","[0.0, 35925.01527177274, 450109.56398318335, 453579.8684948292, 1406765.032668813, 1989198.585769725, 600757.5678507879, 1588692.3042995385]","[10, 16, 10, 22, 22, 16, 17, 13]","[137.26632420695864, 137.98977853492335, 273.82210014789774, 278.9196169159583, 138.32114840706546, 138.43195898312325, 138.49853059043548, 138.52073535699017]",18712.0,138.52073535699017
12,"[0.0, 1.2887142609071758, 225.92120814244515, 104.64254575154693, 321.7077338746643, 316.2765412041532, 70.66572404888777, 333.51230400187893]","[0.0, 49200.53305291416, 480359.57622198795, 477673.89966153936, 1445683.8379041755, 2014864.432612528, 580391.255054824, 1568060.527692679]","[16, 17, 13, 15, 12, 12, 16, 13]","[135.13372608310308, 135.8490566037736, 271.5557883708748, 272.38335435056746, 136.10586011342156, 136.20599054125066, 136.270437937017, 136.28476786371525]",19019.0,136.28476786371525
13,"[0.0, 1.6047207651996784, 73.2026161946411, 25.638868708688058, 401.65427741712307, 401.9373276205208, 230.84423546457953, 181.5243618982288]","[0.0, 59862.50342500881, 481280.79992796766, 479202.31111031555, 1421798.5526676674, 1975199.2357430917, 580213.9675781535, 1588591.3706400597]","[17, 17, 17, 13, 15, 14, 23, 14]","[138.35068054443556, 139.03341736844928, 279.40066831949986, 277.07108498129344, 139.20515574650912, 139.32487637067297, 139.41480206540447, 139.4298009682625]",18590.0,139.4298009682625
14,"[0.0, 34.46781957016254, 177.7272131948341, 146.7532586641032, 369.8014080602691, 571.4684630597502, 225.5353672766681, 255.16466562198693]","[0.0, 46852.73740042851, 474592.32825042837, 474897.1997834339, 1414143.9168489047, 1984672.1590014647, 573658.7076411335, 1593313.0427237824]","[15, 16, 10, 12, 17, 13, 20, 10]","[135.96307175828787, 136.65840670638477, 273.18718381112984, 273.93785668991757, 136.91105007394887, 137.03409992069786, 137.09208229756175, 137.09208229756175]",18907.0,137.09208229756175
15,"[0.0, 0.9142166904579709, 392.3755635798178, 93.95828299498957, 274.3580368080495, 539.2715343216066, 104.03924218669854, 361.1950739064184]","[0.0, 34675.32485238038, 474238.7867960887, 480275.5163295845, 1425259.7276301172, 1983725.238606114, 575219.2402273044, 1537533.8077801971]","[10, 22, 13, 10, 14, 14, 9, 22]","[136.06299212598427, 136.75935208146467, 274.0247383444339, 273.4177215189873, 136.9472182596291, 137.05583756345177, 137.12109189017616, 137.14285714285714]",18900.0,137.14285714285714
16,"[0.0, 1.2463683000588053, 43.76687230403895, 193.21626366923834, 223.78708205410774, 213.8840509396694, 91.70248904138772, 364.2983262308904]","[0.0, 48580.94359969211, 469750.43987889943, 463531.0685131567, 1458029.4278487046, 2029559.9888302328, 549044.4093961236, 1562737.2601553733]","[14, 11, 16, 14, 9, 8, 13, 10]","[132.37321893672438, 133.03905969306575, 266.9962917181706, 265.519360786724, 133.16892725030826, 133.23053199691597, 133.28533964107575, 133.29219376735574]",19446.0,133.29219376735574
17,"[0.0, 34.408505373162484, 380.2406188480844, 396.2211187238769, 424.8403761808455, 546.1338707867827, 56.1178608546781, 336.4554247537645]","[0.0, 66765.6989283931, 471879.65241304715, 469202.1205063638, 1427649.2823352513, 2005936.9591263612, 624790.3160938995, 1599871.9276079105]","[20, 15, 19, 23, 19, 13, 16, 13]","[138.5577591275993, 139.33236574746007, 277.84328438203454, 280.3677663601947, 139.7455251240026, 139.93413593910273, 140.05511428108284, 140.07782101167317]",18504.0,140.07782101167317
18,"[0.0, 39.80090608648341, 88.9231999344801, 254.8019338244756, 359.77596763460514, 367.7567500159236, 111.5593024919424, 390.2455775937282]","[0.0, 64961.40836216259, 477636.76532502315, 474191.37385256845, 1404914.8607857516, 1973173.1971397838, 575749.2437332093, 1573323.9115214115]","[20, 12, 8, 12, 18, 12, 18, 17]","[137.03409992069786, 137.74046126049527, 274.6344564526383, 276.8343479653957, 137.9750878313638, 138.11477593648425, 138.20314582777925, 138.21788513837785]",18753.0,138.21788513837785
19,"[0.0, 1.0503202220567254, 158.39692958573005, 282.2086520466238, 277.44704108632, 544.1536910602599, 235.61384828047494, 547.0811345143137]","[0.0, 39599.17301198266, 475989.72154811444, 475238.3755828284, 1425528.0055886293, 1975464.144277763, 579715.7232498483, 1541237.374986766]","[11, 21, 12, 16, 13, 16, 11, 24]","[136.88212927756655, 137.5796178343949, 274.838299225957, 275.9501756627276, 137.77706904799874, 137.89434484226206, 137.9824327921214, 137.99712505989459]",18783.0,137.99712505989459
20,"[0.0, 1.028911945008139, 235.50374179423855, 287.81079782239647, 166.6887715432568, 482.32598611090594, 190.96018717080182, 168.72567153668243]","[0.0, 39425.847908821874, 456494.6148236077, 448037.2341553846, 1427727.8596347198, 1997685.8737900818, 572107.9296903415, 1584877.9634788558]","[12, 13, 14, 20, 13, 13, 17, 9]","[134.6073950976319, 135.33834586466165, 269.63486944762303, 272.4406138322472, 135.64289078444713, 135.74945008903322, 135.81346607283206, 135.8205826870677]",19084.0,135.8205826870677
21,"[0.0, 1.1329709383009325, 290.9338856490863, 226.86358765675, 244.5009996389725, 490.95018163516414, 305.9167545912388, 416.4609986057277]","[0.0, 42497.73989566798, 455280.5180052379, 453514.8216697368, 1421509.8925266669, 1964084.8513392452, 596173.112756734, 1575962.949375984]","[13, 19, 26, 14, 11, 19, 16, 16]","[137.55771373985033, 138.27687383302214, 279.67198964177817, 273.966811119332, 138.49113058345802, 138.60221378535908, 138.68378812199037, 138.70605233584845]",18687.0,138.70605233584845
22,"[0.0, 1.3153759861285441, 143.86696803140222, 229.35817848709883, 280.6013816407333, 608.1542424800284, 98.1044700277894, 205.29444301104547]","[0.0, 49990.86435281532, 464480.7547991288, 466550.4933206425, 1417941.7404521543, 1993198.8910523162, 595077.6344484589, 1590094.95415918]","[15, 14, 9, 20, 18, 17, 14, 9]","[135.75655999581, 136.4569623585154, 270.3097298988424, 276.0089447343201, 136.6223908918406, 136.71607152275965, 136.79544015199494, 136.8098807136071]",18946.0,136.8098807136071
23,"[0.0, 1.632236857547494, 199.08294308844535, 232.72328920023307, 438.1622022037985, 370.4922045764511, 294.8976002532607, 304.9677527882324]","[0.0, 61680.598609862245, 482989.6699987865, 486980.9701104387, 1434503.1350165894, 2011634.4747910379, 594071.8277509313, 1584372.3696678588]","[19, 18, 18, 12, 16, 12, 15, 14]","[136.51445726023067, 137.25178713264495, 275.8327125678408, 273.93785668991757, 137.63806287170775, 137.82835265340847, 137.93103448275863, 137.93837475387153]",18791.0,137.93837475387153
24,"[0.0, 2.190868052172415, 405.6181097708333, 194.14474960523336, 383.3994813957874, 436.33005131148656, 85.91754691577644, 456.7355830109619]","[0.0, 81388.55727015305, 493102.6286705611, 486901.043916011, 1440138.5469035872, 1990869.8350451756, 604870.603478517, 1584303.1805312496]","[23, 16, 14, 22, 14, 12, 18, 17]","[138.86210221793635, 139.6100398578046, 278.0519201888007, 281.12798264642083, 139.94169096209913, 140.0853915581257, 140.22180146064377, 140.27492152830393]",18478.0,140.27492152830393
25,"[0.0, 1.183513374884003, 271.17126746492573, 165.83683572922078, 389.245186361552, 264.1230205363541, 70.71177807606074, 371.8701490412303]","[0.0, 44555.72802425806, 467579.02506370586, 472474.9075055212, 1420253.0830171742, 2005534.0867937126, 584493.2321883955, 1588546.53879153]","[13, 18, 14, 20, 20, 7, 20, 13]","[137.00512712088377, 137.76974593387902, 273.966811119332, 277.7837316471975, 138.00447236716005, 138.10005860727796, 138.1736766352151, 138.18104275509117]",18758.0,138.18104275509117
26,"[0.0, 1.579615913712189, 193.61560770435094, 429.27592739393685, 363.6229361538085, 409.03945089988747, 187.0939860157269, 382.67404616605444]","[0.0, 59859.5450501234, 459769.97324395814, 460225.38796847436, 1417411.852622368, 1984530.0112969992, 569371.6654169877, 1574472.994152448]","[18, 10, 13, 16, 17, 11, 17, 15]","[136.18452162034362, 136.83877098511246, 272.75597179837945, 274.8674443266172, 136.9761665697828, 137.0775821037601, 137.135601290937, 137.15011376263294]",18899.0,137.15011376263294
27,"[0.0, 1.0610433202594527, 227.06024242938102, 575.6494662058193, 176.01027257598614, 669.9575155693508, 192.6480097695102, 530.1737485157965]","[0.0, 39512.192203141756, 455015.3346959001, 455755.4344320112, 1396562.173933374, 1912891.4420477569, 580549.614718742, 1576272.9613973536]","[11, 16, 14, 23, 11, 20, 24, 18]","[138.51333297707475, 139.27247326849712, 276.8639179662465, 281.06701366297983, 139.64012498653162, 139.82090840435862, 139.94169096209913, 139.979478317222]",18517.0,139.979478317222
28,"[0.0, 14.959449219569596, 25.843590784215422, 588.4339717986637, 182.8749729999971, 651.7686740002014, 15.441806377237453, 487.59746476256726]","[0.0, 57214.7264795675, 491354.0837453723, 479268.90012368653, 1445235.2962483184, 1984498.954349336, 584506.1527047959, 1556192.149942467]","[18, 17, 11, 17, 9, 14, 10, 19]","[135.78500707213578, 136.5072677480514, 272.5838679146072, 274.082690070847, 136.76656817222457, 136.86767346076672, 136.9472182596291, 136.9761665697828]",18923.0,136.9761665697828
29,"[0.0, 1.2251098639612827, 34.31058263540011, 132.708286860633, 463.286268660428, 633.141049619748, 222.96590929949667, 577.960330752433]","[0.0, 45536.10853357692, 445878.74554129515, 451029.8744353397, 1387855.4227174271, 1936569.7375869786, 618915.5981799553, 1581201.0519500829]","[13, 14, 19, 13, 18, 25, 15, 16]","[138.8026132590768, 139.52737255746354, 280.70175438596493, 278.0817508850982, 139.82845120569672, 139.9643609266159, 140.0475470066998, 140.05511428108284]",18507.0,140.05511428108284
30,"[0.0, 42.5935352922581, 315.2007142372656, 321.85644904871435, 498.0706696182916, 484.0543470477034, 281.94962931452096, 414.10509381580664]","[0.0, 49612.703640528794, 469768.8329246837, 464846.7192654174, 1428550.187297498, 2012219.869485997, 597966.022409109, 1580378.5357438775]","[15, 14, 13, 17, 19, 15, 12, 11]","[135.64998953317982, 136.35646272818138, 272.2117202268431, 273.6775419702249, 136.52883855675535, 136.57919696490674, 136.6223908918406, 136.63679493937798]",18970.0,136.63679493937798
31,"[0.0, 49.685090007226776, 235.0400996487062, 159.0325044228697, 365.3302819506726, 288.80933825123253, 58.01677958282791, 125.12085819523723]","[0.0, 30307.232950540798, 464324.7700298638, 455938.5929740203, 1437659.2274881033, 2032359.044562698, 582099.3140681937, 1577949.1314230058]","[11, 17, 15, 17, 17, 11, 12, 12]","[134.6073950976319, 135.31008561286282, 271.15807092792136, 270.73323584708584, 135.58612753047026, 135.678391959799, 135.74945008903322, 135.77078204389503]",19091.0,135.77078204389503
32,"[0.0, 59.20571830193574, 314.6763694906917, 423.97229781729555, 343.7994800832096, 531.1525686781778, 109.30177240976694, 372.77298327088005]","[0.0, 30812.486779700383, 451969.9676917325, 451865.8736944086, 1413421.445237579, 1988230.9199822245, 587617.2557026219, 1569004.7076856825]","[11, 13, 12, 16, 18, 19, 12, 14]","[134.78238261140865, 135.55067461562598, 270.6484285266785, 272.4692526017029, 135.95594020456335, 136.12015544585654, 136.2203069161236, 136.22746623219635]",19027.0,136.22746623219635
33,"[0.0, 62.277677220176784, 120.98352125627508, 161.35885331528902, 185.18817399542448, 258.39937545698274, 198.70007392283335, 381.75448998227535]","[0.0, 39255.32372847777, 446402.4487761217, 447561.82803417963, 1422515.7367156546, 1991983.902337065, 537290.253783369, 1573712.8473176074]","[13, 8, 14, 13, 11, 11, 22, 10]","[133.23738048730337, 133.91888400929992, 268.10095159288375, 268.10095159288375, 134.1962205539736, 134.3701399688958, 134.48168517173394, 134.49564134495643]",19272.0,134.49564134495643
34,"[0.0, 40.422799278324256, 100.35724378746795, 118.17680597590397, 275.8146938492606, 392.3185839132161, 64.31243180107226, 380.00691821689213]","[0.0, 42939.85483478251, 470148.55936316086, 471146.3247362559, 1416081.826093708, 1968945.6339014512, 550522.4299256168, 1556265.643321649]","[13, 15, 13, 8, 12, 9, 20, 18]","[135.14077163712201, 135.85617694847738, 273.2447817836812, 270.98797699947727, 136.25611102349788, 136.4569623585154, 136.600790513834, 136.62959253597597]",18971.0,136.62959253597597
35,"[0.0, 89.11026022393372, 375.60679502417634, 82.26454048390185, 146.17150492116713, 630.9784583344982, 112.7451955777752, 370.97438601497095]","[0.0, 46887.511389827734, 505469.569224361, 510829.7588614978, 1451326.4022694025, 1991208.263405499, 599820.4157411415, 1582270.199704751]","[16, 25, 14, 9, 9, 16, 13, 14]","[136.8098807136071, 137.52122241086587, 275.89143161255987, 274.66355833421636, 137.75510204081633, 137.87234042553192, 137.94571580627994, 137.96040025548223]",18788.0,137.96040025548223
36,"[0.0, 1.5200918183097858, 28.88354486073189, 466.02489334649164, 365.49368343538634, 482.188541960957, 267.6527744432532, 298.1520770975001]","[0.0, 56588.4581202184, 452503.1574917448, 456743.4240667375, 1410556.2538785704, 1970077.4024411857, 607867.5601011819, 1586801.6113904952]","[16, 14, 20, 19, 18, 17, 17, 15]","[138.58739239694168, 139.30990003224767, 278.52998065764024, 279.09981694842253, 139.48982886664513, 139.5799676898223, 139.6476482948117, 139.6551724137931]",18560.0,139.6551724137931
37,"[0.0, 1.292826217529574, 314.3492043251119, 171.40557308640493, 368.94640440462786, 249.2925994798456, 122.9017006284283, 203.72965209159517]","[0.0, 48412.46336782996, 466303.1108697762, 459667.53851915593, 1416918.9648270346, 1999632.3059380394, 584194.1591630668, 1598339.2255362591]","[14, 16, 16, 19, 20, 8, 22, 12]","[137.80636929129673, 138.49853059043548, 276.1559769870019, 278.11158798283265, 138.6392811296534, 138.74317524890267, 138.83235136582752, 138.85466330958377]",18667.0,138.85466330958377
38,"[0.0, 0.8758638487183096, 380.8995819007957, 269.75399581907, 870.5009224823161, 413.4956256662641, 310.55184989508564, 473.7802613097495]","[0.0, 32664.466374100637, 432713.51939549757, 432681.7645367241, 1359433.0998402452, 1944413.3675229843, 579869.166510857, 1559366.5040770404]","[10, 13, 13, 16, 27, 16, 17, 23]","[138.30638706579157, 139.05579399141632, 278.2608695652174, 278.61980006449534, 139.36982471233466, 139.52737255746354, 139.62508080155138, 139.64012498653162]",18562.0,139.64012498653162
39,"[0.0, 1.122567385892542, 292.5847267888267, 44.521680502834116, 239.82755228924722, 304.52685326544736, 203.21118747804417, 314.8954548497146]","[0.0, 42786.65591329424, 458044.78553939983, 452734.0340218139, 1421404.5494536199, 2012765.4013504682, 581729.946744709, 1580619.798626416]","[13, 12, 16, 11, 19, 13, 16, 11]","[135.38075838295205, 136.05585008660964, 273.5042735042735, 271.0446512600648, 136.19883348221322, 136.28476786371525, 136.34928984744872, 136.34928984744872]",19010.0,136.34928984744872
40,"[0.0, 46.329094154121655, 544.4057565442189, 192.73275486578538, 271.5245566014475, 540.4892184872375, 256.5861500102566, 604.9190735066744]","[0.0, 53309.338798644516, 468754.0241657767, 472887.73589184403, 1424194.305167184, 1976255.1920735952, 598550.9957445383, 1575461.3750421493]","[17, 18, 22, 17, 15, 13, 16, 19]","[138.87698242606086, 139.5799676898223, 280.8538303174775, 277.8135048231511, 139.73045822102426, 139.80582524271844, 139.85108449336354, 139.85108449336354]",18534.0,139.85108449336354
41,"[0.0, 21.586594861389628, 346.73299723575553, 159.34219560043866, 236.2583144415071, 576.242121661991, 96.47929048877248, 366.39327083697185]","[0.0, 58379.34143073119, 461075.5373016117, 461566.186940493, 1428470.0472684072, 1971055.5802913655, 576799.3942531832, 1567686.037158716]","[18, 10, 16, 16, 10, 17, 12, 16]","[135.45858374706037, 136.15590691810684, 272.75597179837945, 272.3547336345487, 136.37798589918972, 136.47133154320014, 136.52883855675535, 136.53603034134008]",18984.0,136.53603034134008
42,"[0.0, 1.3491236955550567, 143.85131540999038, 269.6127411566338, 374.5575035677552, 473.80202667037116, 85.34090148871788, 367.5954268553356]","[0.0, 50779.66677699678, 472996.18829329195, 459023.3601560881, 1431187.9009511257, 1985382.73197058, 595690.6181518405, 1579017.8923126129]","[15, 18, 15, 19, 13, 16, 13, 16]","[137.11383834109182, 137.79904306220095, 275.48092252099053, 276.2148337595908, 138.02651898397147, 138.1074168797954, 138.1736766352151, 138.20314582777925]",18755.0,138.20314582777925
43,"[0.0, 28.414276075302773, 57.573926551521005, 141.51300810326057, 343.7590548514079, 612.2849076824939, 216.1786617259045, 259.6666824990511]","[0.0, 41422.4956586582, 450071.63014354487, 452961.0567906499, 1396086.2040237484, 1958107.5328020179, 587114.6311272251, 1600455.7867122618]","[15, 12, 16, 13, 16, 21, 20, 9]","[136.47133154320014, 137.1718882303133, 275.33460803059273, 273.851030110935, 137.40458015267177, 137.52122241086587, 137.586920749509, 137.586920749509]",18839.0,137.586920749509
44,"[0.0, 42.388037922359935, 171.9694898779848, 405.21689404550006, 304.95243051797854, 290.77808250468416, 15.717308177109418, 414.34019956918456]","[0.0, 51741.65413468307, 498021.0583960729, 502203.8577176753, 1458252.2378442094, 2021415.5372876571, 592835.1532742728, 1561188.1618913882]","[18, 22, 11, 17, 12, 8, 11, 18]","[136.30626840555323, 137.01236917221695, 272.9282931452037, 275.5687858813523, 137.22998729351968, 137.3390557939914, 137.42643550182916, 137.44829780464525]",18858.0,137.44829780464525
45,"[0.0, 1.5339283202013643, 118.9797421594387, 439.5407825129129, 453.1663569701946, 505.85425703817896, 143.34982524720343, 640.9696899162911]","[0.0, 57151.101354062426, 490005.98465437046, 488147.5868895971, 1437426.1908634969, 1992108.141626829, 610218.3746233699, 1583263.5951485795]","[17, 21, 18, 15, 16, 14, 16, 16]","[138.48373136720627, 139.22010957138252, 279.3705539987066, 278.20113770526996, 139.49733598837523, 139.5799676898223, 139.6476482948117, 139.6702230843841]",18558.0,139.6702230843841
46,"[0.0, 59.53690639500968, 589.711523875327, 308.44237717265185, 333.55260884888116, 368.6027660228667, 206.51744777304535, 356.5370855601339]","[0.0, 46578.09573419546, 478243.73762068496, 476579.5871688736, 1400329.2295465153, 1957519.3352642579, 597113.949772046, 1572354.8757560966]","[13, 22, 17, 15, 20, 14, 19, 20]","[139.17525773195877, 139.95680345572353, 280.70175438596493, 280.00432105433725, 140.32808185804774, 140.4801907755677, 140.57161451271762, 140.5944890431764]",18436.0,140.5944890431764
47,"[0.0, 63.51275968703097, 167.76925020721922, 258.6599579293053, 251.43920520819253, 299.33457629417063, 74.61002238577187, 408.18148134738914]","[0.0, 45924.44543548138, 458177.1484239277, 456758.2170034355, 1423016.699197314, 1968480.6893001737, 549878.276261461, 1554796.3144942224]","[15, 12, 17, 16, 10, 13, 17, 18]","[134.61438587379902, 135.38075838295205, 271.5557883708748, 270.8180963326716, 135.72101790763432, 135.84193700539805, 135.94167934127026, 135.97020406022136]",19063.0,135.97020406022136
48,"[0.0, 5.820636699781011, 469.0453721778731, 230.0442782391656, 320.2451578228741, 391.8185749067429, 273.768664920494, 355.49663058466837]","[0.0, 29182.553712695306, 445643.7261236426, 446349.15718450816, 1408435.6242154245, 1939493.5242083832, 574203.256215917, 1572738.2683978672]","[9, 16, 20, 19, 11, 17, 20, 17]","[137.14285714285714, 137.88700925630386, 276.3031659737768, 275.86206896551727, 138.1294964028777, 138.1957773512476, 138.21788513837785, 138.22525597269623]",18752.0,138.22525597269623
49,"[0.0, 2.0916323611094647, 235.57775943963884, 24.781248261257947, 164.01813997295196, 592.5204388836245, 150.0455852534107, 386.4807493134826]","[0.0, 47349.21674048811, 471478.6007703135, 471864.3831543494, 1424164.0434835244, 1965272.0861461188, 576352.0777653122, 1568749.6514649899]","[15, 15, 16, 12, 8, 19, 15, 16]","[135.79923508146905, 136.50007899310128, 274.48903950015887, 272.1545569088618, 136.78822101430154, 136.89658814830463, 136.96169088507264, 136.9761665697828]",18923.0,136.9761665697828
50,"[0.0, 10.146708468043643, 436.51772301289947, 222.94930948765403, 244.00569396417535, 365.1354470236469, 75.39723576743775, 367.4634896809379]","[0.0, 49147.682491667874, 480607.57226691867, 479841.7138491276, 1450358.3917384432, 2019286.137789464, 598202.6598886311, 1579820.3209870376]","[15, 17, 16, 13, 13, 13, 11, 12]","[135.36661792354292, 136.06299212598427, 273.1008323675061, 271.5273412947831, 136.20599054125066, 136.2489486963835, 136.28476786371525, 136.29910080454331]",19017.0,136.29910080454331
51,"[0.0, 1.3943335384984457, 271.1405486073692, 220.90783621762927, 350.8378076728584, 379.4011225169113, 160.45208468601948, 392.4522613314908]","[0.0, 53375.0878537205, 485278.4808828786, 478011.450632634, 1432072.9153157417, 2017863.1027832222, 580054.8285019009, 1570322.3126944914]","[16, 15, 7, 13, 16, 13, 10, 14]","[134.80341169128354, 135.47982437800545, 270.0, 272.4406138322472, 135.72101790763432, 135.8277000471624, 135.89891469616737, 135.90604026845637]",19072.0,135.90604026845637
52,"[0.0, 1.0459432182628576, 23.261582726038156, 101.75731810111661, 472.9324986991866, 521.9311151010036, 84.94440463696013, 477.35910649784404]","[0.0, 40265.676073465234, 444846.5693875824, 444801.33286580833, 1400349.4155841866, 1965204.757306564, 544647.7875710027, 1564914.7026190727]","[12, 8, 15, 9, 13, 16, 18, 13]","[134.01582131223824, 134.69133236333403, 270.931326434619, 268.2396771189072, 134.87355604121137, 134.97188085815455, 135.0422006877149, 135.0562734472697]",19192.0,135.0562734472697
53,"[0.0, 1.4865496265164242, 692.8039749065465, 265.4816759011726, 236.07892772884543, 623.745659732384, 101.50651150055855, 435.44853016266717]","[0.0, 55426.00282466487, 473403.77950536954, 478595.4574422542, 1442236.9619621648, 1959556.996301232, 607872.1352636243, 1576853.3320729607]","[16, 20, 27, 19, 8, 20, 12, 19]","[138.395002402691, 139.1155002146844, 280.54984305660787, 276.3915547024952, 139.32487637067297, 139.39230976068836, 139.43730162999623, 139.45230537472426]",18587.0,139.45230537472426
54,"[0.0, 1.5725315348113027, 31.27032389141224, 339.1262956316855, 297.5347489644236, 363.64230197992174, 18.94793797014347, 238.09871062009586]","[0.0, 59693.29706143705, 481542.71387961134, 478709.4805901267, 1448739.146487214, 2032094.051566287, 610034.8310385365, 1577201.1942470854]","[17, 15, 18, 15, 17, 12, 8, 14]","[135.94880939893002, 136.6223908918406, 274.48903950015887, 272.4692526017029, 136.8532206969377, 136.96892834495878, 137.06308497699752, 137.0993335449064]",18906.0,137.0993335449064
55,"[0.0, 0.6607431415741484, 292.6452449537227, 201.45601259363812, 278.62649394474784, 247.96440176852866, 183.616432124761, 343.21541465650637]","[0.0, 25143.91950946264, 437566.24348487426, 440204.03594879364, 1405655.330004279, 1988064.8617736036, 572200.3225735582, 1566695.096468983]","[7, 13, 24, 12, 19, 12, 16, 15]","[135.57903546396068, 136.2776025236593, 275.2761257434155, 270.28154327424403, 136.435414254132, 136.49289099526067, 136.56480505795574, 136.58639405596247]",18977.0,136.58639405596247
