Experiment,Mean Idle Times,Sum Idle Times,Downtime,Mean CT,Parts Done,Cycle Time
11,"[5437.313478715417, 4128.324061830476, 4721.5258482049385, 43658.88521442584, 2015.1204103062312, 5447.677395919177, 6027.094815356877, 5380.852927509926]","[2285396.103950213, 2296566.0090075918, 2208248.3378854166, 2343279.514409859, 1083163.1168528036, 2296882.784463038, 2239045.361006776, 2242954.347850114]","[16, 15, 17, 16, 9, 14, 20, 15]","[1126.9565217391305, 1133.8582677165355, 1327.8688524590164, 9257.142857142857, 1237.8223495702007, 1311.0773899848255, 1343.701399688958, 1384.6153846153845]",1835.0,1412.5340599455042
12,"[2870.4625970312077, 4956.583720233004, 2823.5410309810477, 53567.64901551202, 1259.9271245789232, 4251.05078922363, 5607.7146221747425, 4900.2666897454765]","[2314601.132953353, 2296074.884339528, 2244259.8722055554, 2317085.572327611, 1003405.2783979082, 2297769.2354028113, 2232072.2000177028, 2194923.959313544]","[11, 15, 10, 18, 16, 15, 21, 15]","[1152.5122276567363, 1159.2128801431127, 1333.3333333333333, 10451.612903225807, 1252.1739130434783, 1318.413021363174, 1345.7943925233644, 1386.096256684492]",1834.0,1413.3042529989095
13,"[3604.7380279523204, 6181.478543793442, 6297.6144931495355, 31750.35191076049, 1854.7473758618273, 5355.289514892315, 3673.330104864297, 5537.771308337374]","[2309175.6904779887, 2275060.2559103, 2203740.6967839333, 2436282.6678567203, 1005355.8881130271, 2260640.1819253494, 2334170.6204005843, 2156179.4608318764]","[11, 20, 22, 10, 12, 18, 8, 15]","[1130.3968600087221, 1138.8400702987697, 1320.4279164544066, 9818.181818181818, 1234.8737494044783, 1307.7699293642786, 1336.7715317173802, 1369.9788583509514]",1859.0,1394.298009682625
14,"[5883.8323527486145, 4351.889897058201, 4291.934221745002, 56210.563701560015, 953.9058275450864, 4669.434220242782, 3668.3540417273703, 5784.502538314066]","[2299894.688193782, 2304705.7970380126, 2199603.03284505, 2284189.183473799, 965048.516645108, 2324730.688711167, 2276250.7999145663, 2200015.7663295483]","[16, 15, 13, 18, 15, 15, 13, 17]","[1157.142857142857, 1165.991902834008, 1333.3333333333333, 10579.591836734693, 1248.5549132947976, 1316.4042661249366, 1347.193347193347, 1386.096256684492]",1839.0,1409.4616639477977
15,"[5264.628046528879, 3500.6634316883274, 4378.43580765812, 57106.82182281462, 2789.3222179511317, 5027.681983794371, 4042.821572720459, 5295.717123933599]","[2270987.6864996995, 2307198.6574665266, 2229104.5124951783, 2276346.5906735375, 978857.1858354192, 2325282.3954916024, 2294701.51390671, 2208159.754721793]","[20, 13, 10, 21, 18, 13, 14, 18]","[1147.410358565737, 1156.1106155218554, 1324.4762391415431, 10710.743801652892, 1246.7532467532467, 1313.0699088145896, 1343.701399688958, 1385.355424906467]",1838.0,1410.2285092491838
16,"[3855.2119990420797, 3188.717080660749, 4070.0814122608135, 32920.30848149633, 2417.2355387683033, 5559.25048537012, 6128.55585663758, 6712.813954158836]","[2311965.988174891, 2307136.0980447275, 2216306.3773118732, 2371472.4212377244, 972951.6800456413, 2301272.0598908546, 2223776.160737258, 2121109.8611107985]","[12, 12, 14, 14, 13, 13, 21, 23]","[1140.3431588209414, 1147.410358565737, 1311.740890688259, 10536.585365853658, 1231.9391634980989, 1303.1674208144796, 1334.7064881565398, 1369.9788583509514]",1862.0,1392.0515574650913
17,"[6401.936849444651, 3962.0133935922204, 2518.152711783319, 55299.775149905145, 3599.286778053054, 4596.334023287955, 6788.89151682331, 3841.7722708024503]","[2259822.639168586, 2296862.701310171, 2301466.1360750995, 2365191.8176950626, 934054.8507261645, 2320433.9484076337, 2213750.5101909623, 2267228.8240141473]","[22, 16, 5, 17, 17, 13, 17, 10]","[1144.3708609271523, 1151.4882274544648, 1319.0839694656488, 10666.666666666666, 1243.7619961612284, 1311.0773899848255, 1340.9208484221417, 1376.5268189060012]",1858.0,1395.0484391819161
18,"[3213.804985148118, 3295.3702485450026, 3324.3827414200014, 44243.26131201898, 2270.0376223162725, 5686.04078334641, 3977.387538458888, 4138.21342050448]","[2302103.598245367, 2315828.5338446163, 2199851.914822259, 2372103.9542146698, 977832.4218673637, 2306269.710930812, 2282466.210182259, 2288868.897179808]","[13, 11, 11, 18, 15, 17, 15, 9]","[1131.3836752509822, 1135.8457493426818, 1305.793450881612, 10285.714285714286, 1227.8540975840833, 1294.7052947052948, 1322.4489795918366, 1362.0599054125066]",1866.0,1389.0675241157555
19,"[4231.073052775888, 3784.255872136551, 5656.985550668256, 31378.872664979528, 2728.4370723788834, 4409.386535792693, 3877.7813216108307, 4991.317436342562]","[2289708.529003982, 2310896.857795956, 2137732.2765499232, 2438097.4682609006, 1019793.8136836386, 2316874.050115609, 2280995.2559608677, 2247324.2335968777]","[17, 11, 19, 11, 16, 14, 13, 14]","[1137.8402107111501, 1145.3822359699514, 1338.1517811048013, 9459.85401459854, 1245.555021624219, 1311.740890688259, 1339.5348837209303, 1374.3372216330858]",1858.0,1395.0484391819161
20,"[2899.9161691098534, 5634.551973184078, 5787.180680386106, 38145.0376042454, 1588.9890856407642, 5042.789792355248, 6161.018788437065, 3999.494769972845]","[2305644.0531716244, 2274590.5873253676, 2180929.50994938, 2409957.3845894746, 1065882.1267674144, 2308438.97624898, 2266598.576913682, 2243060.780690349]","[12, 19, 16, 13, 12, 14, 15, 12]","[1125.9774109470027, 1134.3544857768052, 1318.413021363174, 9600.0, 1229.6015180265654, 1296.0, 1328.5494618144542, 1369.255150554675]",1865.0,1389.8123324396784
21,"[4376.5965368471625, 4695.074689571326, 5036.472479395522, 21844.963425270642, 1313.9244747293662, 3987.3613291337756, 3911.089840638484, 8998.90806234121]","[2310915.0911979857, 2292971.3367415704, 2107105.8707366036, 2446446.6250122264, 1028100.681548723, 2329915.871689867, 2312892.854196207, 2125285.844096647]","[12, 16, 18, 9, 24, 11, 12, 25]","[1140.8450704225352, 1152.5122276567363, 1339.5348837209303, 9931.034482758621, 1253.3849129593812, 1323.799795709908, 1354.9398849973863, 1392.0515574650913]",1834.0,1413.3042529989095
22,"[2593.051776263616, 2848.8526196632797, 6361.620577032351, 52235.42056227601, 1459.0542794348528, 3390.7723060520125, 5776.999111030413, 5275.477753484344]","[2326655.717196833, 2289808.8513097465, 2118240.3546906784, 2380080.918419244, 984214.2445485279, 2333992.0589965843, 2256492.5398855144, 2141563.7172950157]","[8, 16, 20, 17, 12, 12, 16, 15]","[1120.6225680933853, 1128.9198606271777, 1301.8583626318432, 10046.511627906977, 1219.764705882353, 1285.7142857142858, 1318.413021363174, 1358.4905660377358]",1879.0,1379.4571580627994
23,"[5844.891119744668, 4523.471520550821, 6664.7636966452155, 34581.73830507492, 2030.1692925765935, 5095.156775969357, 6878.21845135048, 4262.14520002168]","[2289102.467163255, 2297751.530731187, 2072057.3746488048, 2320776.8007529103, 999424.010570887, 2299694.1696008374, 2270666.1409890717, 2315750.007174265]","[17, 14, 19, 16, 21, 17, 15, 11]","[1143.3612704014115, 1156.1106155218554, 1342.3096841015017, 10125.0, 1257.0320077594567, 1321.1009174311926, 1350.7034914017718, 1386.096256684492]",1845.0,1404.878048780488
24,"[4740.486428292156, 4836.900174237628, 5015.881189653337, 37648.474486266554, 1302.4635331549614, 4674.871679919559, 3128.927485724184, 3446.6350416768614]","[2283823.6545586307, 2286573.7321257666, 2115877.1747834105, 2382719.7576410216, 1018523.682628579, 2295964.1192005156, 2307621.2980482304, 2263145.633093499]","[18, 17, 16, 14, 14, 14, 10, 10]","[1145.8885941644562, 1154.0516473731077, 1347.193347193347, 9600.0, 1253.9912917271408, 1319.755600814664, 1345.096004151531, 1376.5268189060012]",1859.0,1394.298009682625
25,"[4036.6352026233835, 2328.819534074638, 4439.578803642626, 61557.93746139989, 1217.404656887261, 5385.962187840224, 3041.6920003422297, 3192.731669550824]","[2296200.391220496, 2321240.319006146, 2215825.955075394, 2357349.9439440337, 984554.6600272502, 2281035.6308724107, 2279972.81755709, 2259387.237390486]","[15, 10, 14, 18, 11, 23, 12, 11]","[1150.9769094138544, 1157.142857142857, 1325.153374233129, 10666.666666666666, 1248.5549132947976, 1319.0839694656488, 1347.193347193347, 1383.876134543513]",1839.0,1409.4616639477977
26,"[4997.278738397984, 5781.6367459615485, 3669.2056080781713, 50349.585954133174, 1773.4606494881502, 4060.0280930759322, 4131.201520360789, 7493.746768401548]","[2295052.5168589056, 2275742.0792464977, 2285654.6853522575, 2362610.6786899203, 963403.861330115, 2261787.6385934884, 2230236.9314381885, 2158850.1969937803]","[15, 18, 11, 17, 14, 12, 15, 21]","[1139.8416886543537, 1150.4660452729693, 1320.4279164544066, 10285.714285714286, 1231.9391634980989, 1299.899699097292, 1331.9630010277492, 1371.4285714285713]",1856.0,1396.551724137931
27,"[5494.378816727927, 2435.0901977144467, 2964.4668457771054, 40415.02349928364, 3518.793288924188, 5241.41934189281, 4898.183793518982, 5525.409766881078]","[2287213.341003358, 2328992.6868161145, 2238266.861814648, 2417951.0912426533, 955890.4481835852, 2279772.003610671, 2267386.573251714, 2248785.6987543195]","[18, 9, 11, 12, 16, 17, 17, 15]","[1158.694680375503, 1165.4676258992806, 1331.2788906009246, 10710.743801652892, 1250.3617945007236, 1321.1009174311926, 1350.0, 1386.8378812199037]",1837.0,1410.9961894393032
28,"[3509.864170840153, 5244.664086418441, 4130.234860778584, 28592.98628341155, 1193.9583865081627, 5447.794345912555, 7561.640494528343, 4506.624031785085]","[2282943.7482887977, 2284846.723550583, 2207335.7437678645, 2370169.0154376035, 1001167.6105132359, 2306296.176379229, 2180432.2667035176, 2303850.2318665865]","[14, 17, 15, 12, 13, 14, 18, 11]","[1139.3406593406594, 1145.3822359699514, 1323.799795709908, 9893.129770992366, 1235.4623450905624, 1301.2048192771085, 1334.7064881565398, 1377.258235919235]",1850.0,1401.081081081081
29,"[5550.457279985329, 5663.708362035834, 3606.4551970237526, 28518.267872512417, 2338.5592309905032, 5262.868747176865, 5041.108323367794, 6649.315475954201]","[2287329.3451581616, 2279053.6684603277, 2194182.2300529173, 2422304.3436790067, 1037634.6501452348, 2293499.3975539026, 2294363.972508003, 2101842.2694173837]","[19, 19, 13, 9, 10, 13, 16, 22]","[1155.0802139037432, 1160.77026421854, 1339.5348837209303, 9969.23076923077, 1249.7589199614272, 1323.12404287902, 1355.6485355648535, 1396.551724137931]",1822.0,1422.6125137211855
30,"[3864.021085773568, 4460.018481757868, 3725.3988989033346, 37515.104190110425, 2193.5965100080157, 8029.949337375032, 4351.255109394019, 5153.574035479289]","[2285927.806945971, 2299349.628873309, 2240979.6051826403, 2439635.7572443793, 953217.2764731229, 2298885.184947621, 2324120.438829002, 2225452.5734447143]","[16, 16, 15, 13, 19, 20, 9, 15]","[1158.176943699732, 1165.4676258992806, 1338.1517811048013, 10622.95081967213, 1257.64192139738, 1327.8688524590164, 1357.068062827225, 1392.7995701235895]",1830.0,1416.3934426229507
31,"[5809.512245473761, 5183.436345748478, 6064.348750734364, 41551.993850618426, 1261.8968503366514, 2836.291029240538, 8777.972942678927, 6005.414399545365]","[2282231.5684043504, 2290970.6289059944, 2171507.2049219566, 2319173.357782735, 1018638.2091800171, 2310256.488909635, 2191565.6260227715, 2151756.1471029692]","[18, 15, 24, 18, 14, 10, 23, 17]","[1122.077922077922, 1130.890052356021, 1317.0731707317073, 9494.505494505494, 1224.3741143127068, 1291.4798206278026, 1328.5494618144542, 1372.1545791424035]",1858.0,1395.0484391819161
32,"[2912.4574336323526, 3580.0156952940797, 4534.175868827871, 26157.126238726793, 1427.2213829121763, 7238.4392746853155, 5411.187837856053, 6003.796517442577]","[2317403.6394281522, 2304854.4261294557, 2182041.6433218103, 2396314.4059823495, 1007929.1672809646, 2253512.7118967096, 2233762.2397754774, 2127419.978872741]","[8, 13, 12, 13, 10, 18, 18, 21]","[1139.3406593406594, 1144.3708609271523, 1313.7354282818044, 10245.05928853755, 1231.9391634980989, 1301.8583626318432, 1334.7064881565398, 1372.8813559322034]",1860.0,1393.5483870967741
33,"[3250.321122769943, 3899.7702940450135, 4630.127336382978, 35611.564700336596, 2019.9790631431727, 9006.190321028773, 4729.274415518099, 8027.9131663300695]","[2292089.948043704, 2303701.625280016, 2157567.3953242954, 2375012.9456999465, 1116248.040504713, 2287127.3705633185, 2157350.0702693556, 2228694.674539556]","[17, 14, 14, 16, 26, 22, 17, 21]","[1153.0249110320285, 1157.6596694953105, 1361.3445378151262, 9094.736842105263, 1258.2524271844661, 1334.0195573854865, 1375.7961783439491, 1418.71921182266]",1797.0,1442.4040066777964
34,"[3580.372872031444, 2893.7476913380333, 3455.600052238555, 35204.647927562975, 1807.7377226072156, 5832.126618555748, 7293.680965377978, 4517.82640704557]","[2292153.915394247, 2291434.6421164162, 2252571.12170561, 2406859.3868455146, 964278.6613576858, 2302161.7131055305, 2223851.13175446, 2250172.9785882896]","[12, 14, 15, 13, 15, 15, 18, 13]","[1138.3399209486165, 1146.3954002653693, 1309.090909090909, 10666.666666666666, 1229.0184921763869, 1297.9469203805709, 1329.9127757824526, 1372.1545791424035]",1853.0,1398.8127361036159
35,"[4248.16696240745, 4920.821020562836, 4587.9722892489, 44873.82291714853, 1962.9662124304614, 4314.69015489926, 6356.817212789933, 5840.141537056909]","[2313225.0784049346, 2291811.830960602, 2227446.006343396, 2388115.652794207, 994623.953017846, 2285997.821875163, 2259147.7862852192, 2173696.4864511723]","[11, 16, 12, 18, 12, 16, 19, 20]","[1142.3534596738652, 1149.4456762749446, 1317.0731707317073, 10204.72440944882, 1231.353919239905, 1301.2048192771085, 1335.3941267387945, 1377.258235919235]",1848.0,1402.5974025974026
36,"[4773.935415555677, 3526.962175160588, 6357.466095191791, 28914.10198647046, 2127.0690725104337, 5171.311889395698, 5162.000058705716, 6366.756214031971]","[2295925.6983470274, 2287252.724851538, 2192417.592233102, 2425820.212293255, 998871.6198535096, 2323348.931661788, 2252848.1630115965, 2173145.327218371]","[15, 14, 17, 11, 14, 15, 15, 16]","[1126.9565217391305, 1137.340939008337, 1316.4042661249366, 9818.181818181818, 1230.1850972947318, 1300.551931761164, 1329.9127757824526, 1366.3679493937796]",1864.0,1390.5579399141632
37,"[3293.9401987020697, 4231.302144445434, 4062.870267793287, 44295.93163993548, 3522.3408636802715, 3334.739579822149, 3385.4596665247946, 5067.452616235651]","[2301073.065451974, 2297083.2699734233, 2212480.2987576355, 2350245.574594149, 961896.9155902386, 2300287.9866312617, 2298973.3198504457, 2203648.853601236]","[14, 14, 12, 16, 16, 15, 9, 15]","[1133.3624836029733, 1141.8502202643172, 1311.740890688259, 10368.0, 1231.353919239905, 1296.0, 1319.0839694656488, 1354.2319749216301]",1883.0,1376.5268189060012
38,"[5397.6807032018205, 5346.061428477441, 1684.6533775375403, 45805.8247400271, 2290.6736159073353, 5878.573580229141, 4904.1576551166345, 3875.705788272025]","[2302295.2910212833, 2278878.4916302986, 2270393.368916587, 2370223.6800549, 977892.868751235, 2293975.7229728093, 2276650.726188473, 2246834.7076427382]","[14, 18, 11, 15, 18, 15, 14, 10]","[1130.3968600087221, 1137.340939008337, 1303.8229376257545, 10326.693227091633, 1222.6415094339623, 1290.8366533864541, 1323.12404287902, 1359.916054564533]",1872.0,1384.6153846153845
39,"[3534.716361087433, 3796.1414937528293, 3525.691058296823, 32499.98870444459, 2262.419631309133, 5127.90730654386, 5740.736794796627, 3482.109681738621]","[2306698.7208719286, 2306203.6156892506, 2217935.5159853664, 2421082.009997888, 1004095.7591896182, 2281423.096593951, 2231217.7078532586, 2234107.9728494165]","[12, 13, 13, 9, 11, 14, 17, 10]","[1133.3624836029733, 1138.3399209486165, 1307.7699293642786, 9969.23076923077, 1220.3389830508474, 1288.2703777335985, 1319.755600814664, 1359.916054564533]",1873.0,1383.876134543513
40,"[6326.894242152655, 4585.148915159979, 3249.942695791745, 30119.610777262464, 2966.6448305176004, 3350.481204549102, 5525.968331016468, 2207.8938375502]","[2269734.1484096167, 2306862.903907485, 2274759.1239738264, 2444737.2644905625, 907991.8201360157, 2340483.25155203, 2234209.0060191257, 2287751.688006856]","[20, 14, 8, 10, 14, 8, 16, 9]","[1148.936170212766, 1158.694680375503, 1323.12404287902, 10890.75630252101, 1246.1538461538462, 1309.090909090909, 1330.5954825462013, 1361.3445378151262]",1881.0,1377.9904306220096
41,"[3077.6614603256135, 6410.008319597017, 5299.5008689835195, 23349.20081870323, 1048.264117313924, 6395.560404153961, 4688.166146501673, 6548.49565395021]","[2305360.745998815, 2281909.241029658, 2217056.058343405, 2424624.442092365, 1014910.608018067, 2307567.752971527, 2309195.4050421305, 2121818.465366928]","[12, 19, 12, 10, 8, 18, 9, 20]","[1131.877729257642, 1136.3437088996054, 1309.7524002021223, 10007.722007722008, 1226.1116367076631, 1298.5971943887776, 1331.9630010277492, 1368.532206969377]",1860.0,1393.5483870967741
42,"[3796.475549730016, 3809.2550567729627, 3571.9469958952327, 43697.865052758105, 1669.3733210488388, 5533.153231227741, 4869.688496929053, 4377.350721490564]","[2296344.702915107, 2311404.6294098017, 2228981.3523459597, 2308268.711029601, 974831.439688017, 2301806.8467068574, 2256403.7515186383, 2247160.1455124784]","[14, 12, 9, 18, 13, 15, 15, 11]","[1141.3474240422722, 1148.4271156402303, 1315.736040609137, 10326.693227091633, 1231.353919239905, 1296.648324162081, 1324.4762391415431, 1359.2029365495544]",1880.0,1378.723404255319
43,"[3001.364929312426, 4782.260837458565, 5330.452316133629, 56547.58686304422, 2739.7141879175997, 8115.77739840958, 6442.755390183831, 4758.292908724067]","[2311486.612871174, 2291280.062386616, 2172240.6244095815, 2324501.068777933, 1039896.0704178, 2237882.109377852, 2234259.269545669, 2287950.700023316]","[12, 16, 21, 23, 12, 26, 21, 11]","[1134.8511383537652, 1144.3708609271523, 1335.3941267387945, 9425.454545454546, 1240.1913875598086, 1314.4016227180527, 1352.8183716075157, 1393.5483870967741]",1829.0,1417.167851284855
44,"[4297.324310825553, 5589.419803047498, 5961.016730846012, 39667.55137647386, 976.1470527366279, 8551.243314716423, 3206.374926286303, 3058.203533579072]","[2313249.676972454, 2282403.173939567, 2175143.8774164743, 2372303.3243698585, 991516.7900438351, 2242320.2960245507, 2302971.0525893746, 2270075.9082221487]","[11, 18, 14, 15, 14, 25, 11, 10]","[1146.3954002653693, 1155.5951850200624, 1335.3941267387945, 10125.0, 1248.5549132947976, 1317.0731707317073, 1345.096004151531, 1375.7961783439491]",1859.0,1394.298009682625
45,"[4027.2105839987494, 4197.323234297479, 4046.8652644131257, 50773.4445775504, 2785.2893931382328, 4988.443850897075, 3603.7092085969903, 3510.7553525499998]","[2294175.9767620685, 2312089.3400610243, 2205501.820140826, 2314253.191009454, 969722.417642237, 2320518.536976127, 2287321.008348168, 2278523.5641761874]","[14, 13, 17, 19, 13, 15, 9, 13]","[1144.8763250883392, 1156.6265060240964, 1334.7064881565398, 10409.638554216868, 1252.7791203479942, 1319.755600814664, 1345.7943925233644, 1375.7961783439491]",1860.0,1393.5483870967741
46,"[4004.879819364711, 3872.2460139355553, 6837.354418305669, 38424.95011102714, 4034.0562834630505, 4047.6773983164053, 4239.866589653225, 3559.2034659822607]","[2309688.1140166004, 2291300.670415572, 2135828.3689333764, 2395770.7381754373, 1009629.0884583951, 2299401.938194837, 2285407.5295839384, 2280760.803649755]","[12, 14, 17, 17, 22, 16, 11, 14]","[1125.0, 1131.3836752509822, 1315.0684931506848, 9671.641791044776, 1227.8540975840833, 1294.7052947052948, 1327.188940092166, 1363.4928984744872]",1872.0,1384.6153846153845
47,"[3473.7624192861585, 5338.929481159458, 2391.5253693977015, 31511.49222058212, 2073.366338400681, 6075.789673938113, 6347.48705247306, 5668.670913749986]","[2279565.6710120356, 2283608.33942971, 2253357.652081979, 2391662.7637838107, 980747.5661807519, 2287828.762175602, 2273370.4312006226, 2275446.001467074]","[16, 18, 12, 13, 13, 19, 17, 16]","[1136.3437088996054, 1143.3612704014115, 1320.4279164544066, 9969.23076923077, 1233.6982389338411, 1301.8583626318432, 1336.7715317173802, 1381.6631130063965]",1839.0,1409.4616639477977
48,"[3766.7759766032777, 5391.552274141344, 3627.1646171055913, 33685.66962492556, 2565.2072291152576, 3291.7493142914464, 6148.76378052068, 5159.641444779715]","[2302850.8739689207, 2290025.9100844436, 2230440.141004133, 2382578.274570093, 1000306.5398039859, 2341412.843537026, 2268128.0493665966, 2241014.6173708257]","[13, 18, 11, 14, 20, 11, 17, 18]","[1155.0802139037432, 1162.8532974427994, 1344.3983402489628, 10125.0, 1256.4226854095978, 1321.1009174311926, 1355.6485355648535, 1402.5974025974026]",1816.0,1427.3127753303966
49,"[2635.1714710524366, 3606.477577792059, 6295.945023493202, 43677.469915867034, 2109.668118830248, 4531.82097516955, 4306.559628716193, 5520.787884780395]","[2320416.4932778445, 2298934.233895181, 2142647.645344749, 2285370.9570090775, 1012563.3237327843, 2290290.881419197, 2272288.2967613772, 2215221.427093328]","[8, 13, 19, 16, 15, 15, 14, 16]","[1134.3544857768052, 1141.8502202643172, 1315.736040609137, 10204.72440944882, 1233.1113225499523, 1300.551931761164, 1327.188940092166, 1367.0886075949368]",1858.0,1395.0484391819161
50,"[5191.55261616368, 4459.398882795485, 4782.514405947809, 42013.49823800901, 1312.1516719417966, 6620.163535614887, 3250.688996398614, 5292.199192688468]","[2290154.352181328, 2298533.8623756063, 2240590.3060501227, 2386542.952565042, 982778.6718025748, 2244919.870721263, 2306342.326128088, 2206089.0761974375]","[18, 16, 14, 16, 14, 18, 10, 18]","[1165.4676258992806, 1173.9130434782608, 1342.3096841015017, 10622.95081967213, 1256.4226854095978, 1327.8688524590164, 1357.7789418543741, 1391.304347826087]",1833.0,1414.0752864157118
51,"[6721.812282404771, 1866.6202773085033, 4717.784448376746, 43138.711972003184, 574.4216934197391, 8971.15296086451, 6728.271581002164, 6892.203677177666]","[2267437.502982587, 2321050.222588321, 2181443.922414761, 2351341.4600038216, 1053480.5729256435, 2267334.5387328453, 2204835.13959372, 2178629.6583846756]","[22, 8, 12, 16, 14, 24, 23, 16]","[1142.857142857143, 1147.9185119574845, 1329.9127757824526, 9818.181818181818, 1240.785064624222, 1311.740890688259, 1344.3983402489628, 1385.355424906467]",1835.0,1412.5340599455042
