Experiment,Mean Idle Times,Sum Idle Times,Downtime,Mean CT,Parts Done,Cycle Time
268,"[3037.314963163921, 4874.847317348034, 4989.356616720701, 43971.58074507507, 1600.715938060252, 4889.883521152737, 6727.972801590978, 6674.607663099034]","[2328023.959231102, 2290994.1521152155, 2168083.7157737534, 2385719.6328446306, 979252.6431571417, 2315029.72060305, 2264948.138160511, 2135456.5000373675]","[8, 17, 13, 17, 9, 15, 16, 18]","[1145.8885941644562, 1152.0, 1311.740890688259, 10845.188284518828, 1234.2857142857142, 1301.8583626318432, 1334.0195573854865, 1375.0663129973475]",1853.0,1398.8127361036159
269,"[3871.7523662499034, 2639.940539926125, 5667.628783931467, 35764.75736225462, 3399.602395540209, 4877.472836297288, 3825.3467251228476, 3799.735560563586]","[2311109.5287003075, 2310643.119892037, 2157769.4338786975, 2385064.4002448237, 957718.8484939018, 2292383.8146949224, 2312959.4223895236, 2246980.630886166]","[12, 12, 14, 15, 22, 14, 10, 13]","[1142.857142857143, 1150.9769094138544, 1319.0839694656488, 10800.0, 1244.9567723342939, 1315.736040609137, 1341.6149068322982, 1373.6089030206676]",1854.0,1398.0582524271845
270,"[4555.113784795805, 6053.213633593432, 3004.8433321746315, 44822.98694905988, 1363.1699685516587, 5599.698712831695, 3221.5066357879873, 5139.287316884156]","[2303535.9154633554, 2281469.298386236, 2161533.3343705535, 2275286.7640346666, 1019944.5716596273, 2294661.8242638144, 2319242.8140939744, 2240582.704480468]","[13, 17, 15, 20, 17, 17, 9, 13]","[1125.9774109470027, 1137.340939008337, 1323.12404287902, 10164.70588235294, 1243.1654676258993, 1307.7699293642786, 1336.0824742268042, 1368.532206969377]",1868.0,1387.5802997858673
271,"[4645.743170862677, 4381.733428980671, 2877.4425681226553, 33633.9704331676, 3678.391152650718, 5453.249406341017, 3999.9905371129234, 4958.0579278102105]","[2285061.3041258827, 2296613.9136155527, 2211868.722611432, 2348180.8193895677, 971887.5294789453, 2232353.4771205285, 2335347.603250981, 2222265.4767538356]","[16, 14, 13, 17, 16, 19, 8, 13]","[1127.9373368146214, 1137.340939008337, 1299.899699097292, 10710.743801652892, 1225.531914893617, 1298.5971943887776, 1327.8688524590164, 1360.6299212598426]",1868.0,1387.5802997858673
272,"[2909.602999867347, 6512.229462340479, 4839.444349437805, 38551.113490281794, 3050.4067000150844, 4026.194133510138, 5296.942920249345, 7330.461311836121]","[2310797.4805517523, 2268172.7908328245, 2275387.7134976336, 2378285.081399795, 960969.9230624475, 2316659.9313649237, 2241990.664922412, 2173227.165323117]","[12, 21, 13, 16, 12, 13, 20, 21]","[1144.8763250883392, 1157.142857142857, 1333.3333333333333, 10536.585365853658, 1252.7791203479942, 1324.4762391415431, 1356.3579277864992, 1395.0484391819161]",1825.0,1420.2739726027398
273,"[2754.9052184056654, 1742.6859341488125, 3474.480339919175, 24558.5066431075, 561.7910691427361, 1952.167114095373, 3569.9377477974526, 3770.295439553831]","[1381141.144417764, 1396489.9865112877, 1306575.2508379312, 1485823.7063911858, 600636.9152326983, 1387566.1192524773, 1338806.830636198, 1312309.526117857]","[18, 11, 21, 13, 11, 17, 12, 20]","[1876.9007965242579, 1891.970802919708, 2179.983179142136, 16831.16883116883, 2042.5531914893618, 2154.6134663341645, 2192.8934010152284, 2248.0485689505635]",1130.0,2293.8053097345132
274,"[2811.009616746545, 3757.947378802011, 7680.879242520781, 30710.928535761435, 1104.2117803898059, 3194.076023713978, 5033.7478661865025, 4814.879561890164]","[2310057.582246302, 2304881.1795786484, 2152515.008973869, 2428715.259260723, 976770.9816492458, 2334268.5793560324, 2284451.6918241475, 2162722.761943099]","[12, 12, 19, 9, 11, 10, 14, 15]","[1131.3836752509822, 1138.8400702987697, 1316.4042661249366, 10245.05928853755, 1240.1913875598086, 1305.1359516616315, 1327.8688524590164, 1360.6299212598426]",1878.0,1380.1916932907347
275,"[2470.9906156536726, 2272.9044473729773, 3130.6866794183125, 15601.816354172604, 675.3256740372482, 5139.33026146235, 4814.069827307781, 5558.713868306005]","[2293050.4733010256, 2325165.9811281487, 2245818.8319665208, 2515334.881728907, 1011026.6790620948, 2299920.1830660277, 2220868.019296841, 2233261.4373794915]","[12, 9, 13, 4, 12, 15, 18, 19]","[1139.3406593406594, 1145.3822359699514, 1307.7699293642786, 10666.666666666666, 1230.1850972947318, 1299.899699097292, 1334.0195573854865, 1375.7961783439491]",1849.0,1401.8388318009736
276,"[3936.5029847663227, 4414.450635462129, 4137.129638468175, 31144.631557994537, 2561.6209304040253, 5517.174111234225, 6902.272933550743, 5590.438680902255]","[2293334.0244975807, 2312436.2384059946, 2191835.678200855, 2411322.0270195375, 997937.5865215516, 2302172.2720499006, 2211729.9938707147, 2221200.169131994]","[16, 12, 13, 11, 17, 17, 20, 16]","[1131.877729257642, 1138.3399209486165, 1311.0773899848255, 10085.603112840467, 1229.6015180265654, 1301.2048192771085, 1337.4613003095976, 1372.8813559322034]",1861.0,1392.7995701235895
277,"[4090.5527444365043, 4460.240984597776, 5651.122826977202, 38566.33432382667, 1253.753611845026, 6704.691065341818, 7563.4621338616425, 2800.5001892827013]","[2278628.5896625454, 2286441.1702420493, 2168793.9766745786, 2398809.012617046, 1091683.1799490578, 2287634.667588007, 2232407.3891844833, 2276414.9546607314]","[18, 17, 18, 13, 8, 20, 19, 10]","[1127.9373368146214, 1137.340939008337, 1328.5494618144542, 9257.142857142857, 1231.9391634980989, 1303.8229376257545, 1341.6149068322982, 1386.8378812199037]",1835.0,1412.5340599455042
278,"[3584.032789028141, 2491.6763520952986, 4578.682677713204, 36462.31707301499, 804.3816509036423, 4358.198512042019, 5183.711742161712, 3465.4555476381292]","[2299328.6962106847, 2321319.234033683, 2279450.698915909, 2419116.792714286, 936930.828516671, 2303956.603576543, 2249142.120227124, 2291402.895713885]","[15, 10, 9, 15, 8, 14, 15, 11]","[1139.3406593406594, 1145.8885941644562, 1306.4516129032259, 10800.0, 1231.353919239905, 1298.5971943887776, 1326.5097236438075, 1357.068062827225]",1887.0,1373.6089030206676
279,"[3527.415474519309, 3837.4047293357667, 5723.884063212631, 29783.20149841515, 1341.610073521772, 7420.759166693497, 3973.6346313397225, 5653.9761431760435]","[2300907.6932680346, 2315572.4869667455, 2105893.8376643076, 2370778.357369154, 1038104.72369146, 2275064.4071374005, 2284258.1199102183, 2170806.506725578]","[14, 11, 20, 13, 15, 19, 11, 13]","[1125.0, 1131.877729257642, 1307.1104387291982, 9855.513307984791, 1222.6415094339623, 1288.910989557434, 1317.0731707317073, 1355.6485355648535]",1875.0,1382.4
280,"[6166.350562068807, 3446.4858738849744, 1895.0901822515073, 41336.68266010143, 2722.2962752024373, 4690.171032693181, 5376.577952422021, 3073.3578905652826]","[2282130.666457497, 2323282.50647415, 2218248.0001828447, 2360914.7848414676, 959702.5345852212, 2318442.3667820483, 2236174.160204296, 2291395.169918809]","[19, 10, 8, 18, 21, 14, 18, 9]","[1148.4271156402303, 1156.1106155218554, 1327.8688524590164, 10579.591836734693, 1249.1566265060242, 1316.4042661249366, 1347.193347193347, 1383.876134543513]",1845.0,1404.878048780488
281,"[3960.933071530444, 3457.2333535576768, 6825.494608402004, 51023.8086546231, 2170.849585732808, 3607.7086371068094, 5637.161703819275, 4063.304577701549]","[2310102.6228208593, 2301183.9219429106, 2165843.610562033, 2355428.4038208174, 954739.464828683, 2326027.44192969, 2282245.575176511, 2261073.6926148906]","[11, 13, 21, 18, 16, 13, 15, 11]","[1132.8671328671328, 1142.857142857143, 1316.4042661249366, 10204.72440944882, 1231.9391634980989, 1299.248120300752, 1333.3333333333333, 1368.532206969377]",1871.0,1385.355424906467
282,"[5082.644627560605, 4990.863578543926, 2977.854750221292, 61740.98779849528, 2477.388707475704, 5127.894677631325, 5699.831325630177, 4192.5158064316065]","[2283601.3970301123, 2286667.6921578706, 2256040.8172544506, 2334108.6161512514, 943743.3618022506, 2306289.919533404, 2291122.192467494, 2262068.7566159125]","[18, 16, 8, 21, 14, 17, 16, 13]","[1140.8450704225352, 1147.410358565737, 1318.413021363174, 10368.0, 1237.8223495702007, 1309.7524002021223, 1343.0051813471503, 1380.1916932907347]",1847.0,1403.3567948023822
283,"[6322.0123654962235, 2825.0436828364177, 6244.360905227854, 47901.81189781317, 3950.0746883674287, 5317.334565382058, 4029.940865261239, 5763.908683176994]","[2276503.3402777147, 2296093.2096884144, 2111036.7395565356, 2284701.4218898467, 1010191.6481161145, 2294201.175356741, 2289421.9440737762, 2168387.7712950516]","[17, 13, 20, 19, 21, 16, 14, 20]","[1141.3474240422722, 1152.0, 1341.6149068322982, 9781.132075471698, 1252.7791203479942, 1324.4762391415431, 1355.6485355648535, 1389.8123324396784]",1836.0,1411.764705882353
284,"[3728.7958265364346, 4321.533055611885, 4757.418478383256, 55683.971733434846, 1297.662245890456, 4689.099802375754, 6505.586225487554, 2835.134614937697]","[2315305.460001078, 2301060.707920642, 2200390.5748840445, 2337184.7119914615, 979739.2260868901, 2302978.9267531205, 2200890.9389695483, 2300688.821093215]","[11, 14, 16, 21, 10, 11, 19, 8]","[1148.4271156402303, 1154.56570155902, 1322.4489795918366, 10579.591836734693, 1244.9567723342939, 1309.7524002021223, 1337.4613003095976, 1374.3372216330858]",1862.0,1392.0515574650913
285,"[4104.826311207621, 6168.411543464254, 3749.843013755503, 44394.09020017469, 2406.0595889998767, 5058.044051313752, 3995.3140300927876, 2024.7790416095872]","[2274302.1518611843, 2279422.106698735, 2218227.2268681824, 2373654.0751655377, 978697.1203323969, 2289364.114058422, 2275660.7929587956, 2363170.2335052993]","[19, 20, 10, 16, 15, 18, 14, 5]","[1139.8416886543537, 1152.5122276567363, 1325.153374233129, 10536.585365853658, 1244.359097455593, 1313.0699088145896, 1340.9208484221417, 1374.3372216330858]",1860.0,1393.5483870967741
286,"[4651.087622442592, 5210.5656692313605, 7440.591142921407, 47988.33188667796, 1719.0276569882528, 4941.693268533812, 5966.121056194953, 2002.590704182481]","[2292065.9861793425, 2260892.588661295, 2097494.530260126, 2380306.284648881, 1062815.5907431836, 2319141.683300081, 2248433.7195856455, 2332511.169867273]","[15, 21, 25, 17, 18, 14, 17, 5]","[1125.9774109470027, 1136.3437088996054, 1323.12404287902, 9494.505494505494, 1230.7692307692307, 1295.352323838081, 1327.188940092166, 1367.8100263852243]",1866.0,1389.0675241157555
287,"[3887.9667202163214, 6791.269987653316, 7059.961123380393, 30412.939438005797, 1461.7113293292289, 6600.850922202927, 5503.6188114812385, 4867.069692405631]","[2277712.5667947247, 2275339.139137629, 2151316.029820679, 2358295.2579323146, 1029037.9328366149, 2306437.3014343227, 2234031.9818216707, 2229061.167600408]","[19, 18, 20, 13, 15, 15, 20, 16]","[1137.340939008337, 1146.3954002653693, 1331.9630010277492, 9855.513307984791, 1245.555021624219, 1315.736040609137, 1350.7034914017718, 1389.8123324396784]",1837.0,1410.9961894393032
288,"[2755.0565010623864, 4715.259405220016, 6079.327536340485, 42985.39080830743, 1762.5637994774897, 5854.337856371554, 5197.358407290524, 4791.211067829995]","[2316312.711806677, 2303422.527370297, 2142593.86903662, 2334721.0893428163, 1011299.0120689449, 2302736.0069858464, 2267698.259246879, 2209136.351060409]","[11, 14, 19, 19, 11, 16, 17, 13]","[1143.3612704014115, 1153.5380507343125, 1331.2788906009246, 10493.927125506072, 1253.3849129593812, 1315.736040609137, 1341.6149068322982, 1378.723404255319]",1849.0,1401.8388318009736
289,"[4396.460599082565, 4941.824460981998, 4906.508753068185, 21937.965379860532, 1862.1826300933774, 7113.359179689885, 5689.57771409782, 3963.169663401874]","[2287653.706867677, 2301672.9982492314, 2211966.3437840557, 2460161.942514305, 992310.1704681183, 2259874.4647894064, 2248774.4957469376, 2151676.941679677]","[15, 14, 14, 9, 16, 19, 21, 16]","[1132.3722149410223, 1139.3406593406594, 1317.7427554651754, 9969.23076923077, 1231.353919239905, 1296.0, 1329.9127757824526, 1377.258235919235]",1843.0,1406.4026044492675
290,"[4475.134860204076, 3977.111970706781, 4112.042403692909, 47670.27152848919, 1827.7518852187898, 2958.8999002126534, 6016.892246232813, 4659.385330935347]","[2296931.664867794, 2295436.09045738, 2191496.5756197902, 2392957.9772268357, 986848.7008363514, 2344456.978645084, 2224889.277361763, 2223329.090800125]","[15, 16, 14, 18, 16, 10, 17, 16]","[1135.3482260183969, 1142.857142857143, 1319.0839694656488, 10085.603112840467, 1231.353919239905, 1294.7052947052948, 1327.188940092166, 1372.8813559322034]",1850.0,1401.081081081081
291,"[4656.396835372527, 2873.0597121125793, 5152.564099041211, 24160.59905157904, 1677.9525350661015, 3715.4690432013426, 5140.692823976256, 3239.200307637119]","[2300124.90067994, 2328066.0498775863, 2179795.2886910383, 2433140.098833276, 916689.8947858594, 2311006.254175506, 2260925.869743931, 2321748.5194491195]","[14, 8, 13, 9, 15, 14, 17, 8]","[1146.3954002653693, 1150.4660452729693, 1319.0839694656488, 10368.0, 1241.3793103448277, 1310.4145601617795, 1334.0195573854865, 1360.6299212598426]",1882.0,1377.258235919235
292,"[3264.946630803463, 2180.497703114002, 3356.5239365195316, 58937.7543403511, 2911.765865127889, 2940.336421509602, 3644.5911630220157, 4952.794703744622]","[2313088.109522465, 2325679.3972268463, 2253071.44930813, 2252130.3028388675, 976331.4381322002, 2332787.961929607, 2285277.7665947005, 2252857.9883141136]","[11, 8, 10, 21, 13, 11, 12, 16]","[1125.4884932696482, 1130.3968600087221, 1290.8366533864541, 10622.95081967213, 1215.7598499061914, 1278.737049827331, 1306.4516129032259, 1346.4935064935064]",1888.0,1372.8813559322034
293,"[3632.779560356149, 7748.882899093505, 3542.695155285689, 36890.84626403591, 2068.0861055492837, 5963.283534560928, 5080.705158641376, 3503.6668148487433]","[2311966.4295556224, 2241678.5611041025, 2184704.408406815, 2406383.35547638, 983430.7487416675, 2226064.2885912624, 2314456.6887060613, 2254277.1619920773]","[12, 25, 13, 13, 17, 22, 11, 10]","[1153.0249110320285, 1164.943820224719, 1347.8939157566303, 10164.70588235294, 1258.2524271844661, 1326.5097236438075, 1351.40771637122, 1379.4571580627994]",1856.0,1396.551724137931
294,"[5190.8865886459735, 3427.3373162115613, 4800.087279735037, 31690.24370263841, 1814.6316293894715, 6009.924927539412, 4825.247346571394, 4771.4771006913925]","[2295642.5991626983, 2311067.5989458985, 2153183.650849996, 2415759.400651581, 1010876.6946667968, 2288534.9456012, 2228749.694966907, 2205913.723826796]","[14, 12, 15, 11, 16, 15, 17, 15]","[1127.9373368146214, 1137.8402107111501, 1315.736040609137, 10046.511627906977, 1233.6982389338411, 1303.1674208144796, 1338.1517811048013, 1379.4571580627994]",1847.0,1403.3567948023822
295,"[5797.468111261497, 2839.553096943832, 5023.252037621944, 32881.83554440408, 2922.3676511809995, 4712.042705894322, 4501.730445829113, 5353.602200518067]","[2283358.986326828, 2330024.629049975, 2148527.23400913, 2430051.9271879243, 1023903.195635329, 2307598.396487612, 2285481.653874862, 2216678.9707693937]","[19, 8, 14, 13, 19, 18, 15, 15]","[1152.0, 1157.142857142857, 1337.4613003095976, 10204.72440944882, 1258.2524271844661, 1327.8688524590164, 1359.2029365495544, 1396.551724137931]",1830.0,1416.3934426229507
296,"[2958.3460187522987, 4755.8536097943115, 5661.44758325462, 55331.141062480405, 1485.0218271246233, 4252.673826918773, 2654.8694100379535, 4395.947641686415]","[2317030.3166395244, 2314870.8094955827, 2199731.982051682, 2350161.7563626324, 915164.8937357559, 2324252.6164112673, 2340415.3728085845, 2215618.104005911]","[10, 11, 18, 16, 12, 13, 9, 14]","[1127.4467159634623, 1132.3722149410223, 1299.248120300752, 10326.693227091633, 1219.1909689557856, 1283.8038632986627, 1311.0773899848255, 1346.4935064935064]",1891.0,1370.7033315705976
297,"[3886.960064007068, 4948.563880949491, 5366.404300143685, 38834.93275569951, 1844.5160573954618, 5057.975107281759, 2713.2014145614953, 5627.443981283558]","[2283962.2375946096, 2289126.2950933147, 2226172.454653883, 2436392.273091661, 911919.6318235227, 2293278.2984182113, 2352429.813351155, 2247689.668259108]","[16, 17, 14, 11, 17, 14, 8, 12]","[1135.3482260183969, 1145.8885941644562, 1319.755600814664, 10245.05928853755, 1236.0515021459228, 1308.4300858152449, 1338.8429752066115, 1369.255150554675]",1869.0,1386.8378812199037
298,"[3602.4765311130272, 1715.2325629262123, 5615.000634884593, 32132.027556095964, 2015.0602115514496, 4608.43377957317, 1635.0205459239644, 6117.162494526711]","[2303367.6308265324, 2318276.2464146595, 2156762.0323544065, 2425511.697196798, 936988.4802029479, 2314546.6068220204, 2360633.0489477227, 2111299.149362098]","[13, 9, 12, 12, 16, 15, 7, 18]","[1144.8763250883392, 1151.4882274544648, 1310.4145601617795, 10936.708860759494, 1233.6982389338411, 1305.1359516616315, 1331.9630010277492, 1362.7760252365931]",1869.0,1386.8378812199037
299,"[5938.678343269337, 3403.763144741792, 6330.052775069312, 39893.71681577178, 2165.6477918126243, 3167.4642381423773, 5511.559803717841, 4569.21398139023]","[2284508.4045137134, 2304815.3950813315, 2217280.6600034637, 2382560.576869336, 969850.457004864, 2329936.7418851303, 2272937.6883929023, 2250720.872086704]","[19, 13, 19, 16, 13, 11, 12, 14]","[1138.8400702987697, 1144.8763250883392, 1323.12404287902, 9893.129770992366, 1236.0515021459228, 1303.1674208144796, 1332.6478149100258, 1367.8100263852243]",1869.0,1386.8378812199037
300,"[3491.0504274756713, 4401.495775412396, 3958.441546299687, 52923.78893299455, 1501.650581320966, 6960.906605686537, 6343.196920336275, 6339.761150711822]","[2315343.670548252, 2277703.983575538, 2160636.362124521, 2295457.2565947105, 990626.0252913008, 2289331.484473997, 2232789.255358973, 2210274.807881218]","[10, 19, 16, 19, 13, 16, 19, 16]","[1141.3474240422722, 1148.936170212766, 1323.799795709908, 10164.70588235294, 1240.1913875598086, 1307.1104387291982, 1338.1517811048013, 1380.927011188066]",1842.0,1407.1661237785017
301,"[3622.4412836493398, 4718.831750043768, 3928.8982472083, 43182.885678257364, 1639.0640899030002, 5349.8659094365175, 6209.7010863797, 5847.561801847085]","[2303069.215280045, 2279666.967016737, 2199400.0209875354, 2407613.9163536625, 997608.4005318235, 2303602.197897602, 2266239.0638996917, 2218431.1410424113]","[12, 18, 12, 14, 14, 14, 18, 16]","[1115.3184165232358, 1125.4884932696482, 1300.551931761164, 9855.513307984791, 1215.7598499061914, 1281.2654473554128, 1313.0699088145896, 1357.068062827225]",1876.0,1381.6631130063965
302,"[2559.731619364627, 3041.9781098871463, 3683.2504809905117, 62959.45627348185, 1041.2572331497165, 5376.501711128342, 3548.486394745657, 3747.355933886194]","[2309318.4708647598, 2312720.2059745183, 2102503.7267304608, 2267113.6057717185, 998757.223071649, 2300326.337059782, 2237604.109801225, 2287270.136692685]","[11, 11, 12, 24, 19, 13, 15, 10]","[1131.877729257642, 1138.8400702987697, 1311.740890688259, 9893.129770992366, 1223.2184992921188, 1288.910989557434, 1315.0684931506848, 1350.0]",1888.0,1372.8813559322034
303,"[4270.564365243581, 5625.299246723299, 4731.5685637017, 37093.81581092989, 1755.7100421540276, 8428.179564314956, 6471.972148211764, 4461.879144339896]","[2312146.168469938, 2268027.7972373827, 2240573.218206397, 2426055.44142149, 1013396.2870506668, 2240267.1656472664, 2268397.0131175313, 2266766.524044953]","[12, 22, 14, 16, 14, 19, 16, 12]","[1146.9026548672566, 1155.5951850200624, 1340.9208484221417, 9931.034482758621, 1250.3617945007236, 1323.12404287902, 1354.2319749216301, 1389.0675241157555]",1837.0,1410.9961894393032
304,"[3934.3898495109174, 2813.4778211915554, 4384.882306005292, 46340.60911037041, 1700.0684559489137, 5116.491756517177, 2803.094344352307, 1796.3746691898182]","[1607655.9856311334, 1573388.0295196632, 1559507.2192249363, 1668419.1535348913, 647255.8381389236, 1603455.372126632, 1613887.7827584308, 1630293.9522519265]","[14, 16, 13, 19, 15, 15, 15, 10]","[1610.938471100062, 1627.1186440677966, 1863.4076204169662, 14811.42857142857, 1745.4545454545455, 1846.1538461538462, 1889.2128279883382, 1928.5714285714287]",1328.0,1951.8072289156626
305,"[3103.0016882924547, 4518.796620093185, 7220.676262106554, 41803.95962929602, 1233.8313526793995, 6121.255628423312, 3663.4650351302826, 5107.125120281196]","[2299377.1719245384, 2288764.2622687947, 2168475.2461497015, 2371453.6292067654, 1013969.6972286691, 2280383.2137802932, 2325671.3666552897, 2252656.519559525]","[14, 16, 18, 15, 14, 15, 10, 15]","[1138.8400702987697, 1147.9185119574845, 1325.153374233129, 10046.511627906977, 1239.0057361376673, 1306.4516129032259, 1334.0195573854865, 1369.9788583509514]",1859.0,1394.298009682625
306,"[4154.847353729276, 5481.524996972192, 4937.895803349876, 36882.85098529492, 2365.0856373484635, 3361.4775731311433, 7131.35987739999, 4035.5129104259995]","[2306611.2444178634, 2272756.21813564, 2285218.539059194, 2355427.614645785, 914176.8682723831, 2333267.868473973, 2221422.5941204983, 2299160.428759986]","[13, 21, 12, 13, 15, 10, 19, 11]","[1150.4660452729693, 1158.176943699732, 1324.4762391415431, 10800.0, 1246.1538461538462, 1313.0699088145896, 1341.6149068322982, 1371.4285714285713]",1870.0,1386.096256684492
307,"[5134.306711183927, 3654.9471355562537, 5287.496363978, 30044.420000123682, 1015.9693604834713, 4371.141253791754, 3576.7498602787955, 5390.233322425246]","[2278208.9384815674, 2301954.1137264166, 2203036.5335053126, 2397821.4430558523, 1010089.8552492926, 2324723.733455076, 2247551.939220878, 2183902.7457355745]","[19, 14, 14, 10, 12, 13, 13, 17]","[1139.8416886543537, 1146.3954002653693, 1325.8312020460357, 9781.132075471698, 1236.0515021459228, 1308.4300858152449, 1339.5348837209303, 1372.1545791424035]",1862.0,1392.0515574650913
308,"[3394.2646185266062, 4832.955694144688, 3515.8597832348164, 34819.18674196169, 1071.0052671326955, 4877.598158451069, 5882.705549575444, 7389.290427942629]","[2315138.8167123836, 2285719.8513895795, 2233091.3681596485, 2398205.4792813757, 986103.9368569775, 2324700.29493377, 2267134.5317642135, 2229079.9255926325]","[11, 17, 10, 12, 15, 14, 19, 15]","[1134.8511383537652, 1143.3612704014115, 1315.0684931506848, 10285.714285714286, 1231.353919239905, 1296.648324162081, 1327.8688524590164, 1369.255150554675]",1859.0,1394.298009682625
309,"[4598.103187530086, 4601.8956818578845, 5705.7093274819645, 24710.587769534184, 972.3180733652973, 3505.4919270924634, 4052.7640540791444, 6749.002296844353]","[2298636.5190482354, 2280734.099430316, 2278350.361670406, 2467556.093995212, 951057.0348145041, 2325268.1515574744, 2298464.5672170054, 2183622.1744932747]","[15, 19, 18, 9, 6, 12, 13, 18]","[1141.3474240422722, 1149.9556344276841, 1323.12404287902, 10046.511627906977, 1235.4623450905624, 1304.4791142425768, 1331.9630010277492, 1368.532206969377]",1862.0,1392.0515574650913
310,"[3130.2832702012433, 3782.6991504214984, 2120.9446048350874, 55605.496313626696, 506.74752568788807, 3107.361259599884, 3602.777172323835, 6471.811975942503]","[2313472.190620551, 2312605.7003336395, 2249885.286952063, 2388570.860834566, 966990.133341342, 2339662.4908970483, 2288197.8345246403, 2187822.9533027946]","[11, 12, 8, 15, 8, 11, 9, 17]","[1135.8457493426818, 1140.3431588209414, 1294.0589116325511, 10755.186721991702, 1215.7598499061914, 1281.899109792285, 1312.4050632911392, 1350.7034914017718]",1888.0,1372.8813559322034
311,"[1310.8795875040141, 2961.7857080575923, 3488.4510876815357, 22302.914288701475, 1676.966369305803, 3398.771163365416, 2947.227340042109, 2531.3012223807923]","[1294356.3437233886, 1278720.9583055351, 1222936.0611557274, 1333530.6850968332, 548109.541588496, 1235982.5829167415, 1259023.865278191, 1263376.916324994]","[14, 18, 15, 15, 15, 16, 14, 14]","[2068.635275339186, 2076.923076923077, 2386.740331491713, 18000.0, 2222.984562607204, 2358.5077343039125, 2422.429906542056, 2485.1390220517737]",1027.0,2523.8558909444987
312,"[3720.8328026282916, 4764.610641828581, 3146.587536842174, 35680.50693473971, 1380.1718124243423, 5738.59965282337, 5625.915181693682, 8265.145093186378]","[2291066.6324810716, 2292209.1643719063, 2271940.1177262287, 2438410.9687068122, 995469.2617310935, 2310884.6903386936, 2251677.4238953306, 2078417.599157037]","[16, 15, 10, 17, 12, 14, 20, 22]","[1132.3722149410223, 1142.857142857143, 1315.0684931506848, 10204.72440944882, 1230.1850972947318, 1299.248120300752, 1334.0195573854865, 1380.927011188066]",1837.0,1410.9961894393032
313,"[4354.275976609905, 6691.829879026642, 3930.305653332139, 31228.83456551688, 1293.4640841280675, 5703.321172312044, 2950.902508345194, 4579.0098436883545]","[2289818.9711931837, 2254487.958668429, 2199773.4319183435, 2430666.179843283, 998231.1678841473, 2270947.6074252557, 2354323.420032253, 2249715.2689754036]","[15, 23, 18, 12, 14, 20, 7, 14]","[1127.4467159634623, 1136.842105263158, 1315.736040609137, 9707.865168539325, 1223.7960339943343, 1296.0, 1328.5494618144542, 1365.6480505795573]",1864.0,1390.5579399141632
314,"[2410.886691137696, 3210.9579526284633, 4656.523232178784, 76111.83276344069, 1499.1788061621248, 3513.0137058508776, 4544.493775143512, 5370.526200472758]","[2058603.7872955087, 2049124.4781243687, 1973561.5284472704, 2022739.3859368078, 840103.0536216035, 2053668.502736081, 2008193.582620921, 1978004.8923946563]","[10, 13, 13, 25, 13, 14, 11, 17]","[1281.899109792285, 1288.910989557434, 1475.241889584519, 12055.813953488372, 1387.5802997858673, 1461.9289340101523, 1500.868558193399, 1550.2392344497607]",1642.0,1578.5627283800243
315,"[3854.154448126224, 3454.8385942538985, 4318.663700432592, 41163.04870603534, 2139.373852112015, 6934.191352130135, 4541.349592079992, 6995.4438766365]","[2301679.133177843, 2324478.9552088114, 2219054.559779538, 2353700.6199838333, 1051374.6391926412, 2247784.8850086085, 2297306.506910144, 2167488.960050981]","[12, 9, 13, 16, 13, 21, 11, 20]","[1130.890052356021, 1137.8402107111501, 1318.413021363174, 9818.181818181818, 1232.524964336662, 1303.8229376257545, 1343.0051813471503, 1383.1376734258272]",1845.0,1404.878048780488
316,"[5196.3908860226375, 5971.88316047704, 5516.013549147516, 36841.178901326355, 1932.3158749563017, 3158.2475839608483, 5146.83098016307, 3550.4966774524787]","[2288861.3899077275, 2261649.538142542, 2189203.3328968124, 2397133.8529134276, 958404.5256758631, 2321490.7193728015, 2243754.6723116105, 2232298.294507009]","[17, 23, 16, 12, 15, 11, 14, 13]","[1157.6596694953105, 1165.4676258992806, 1348.595213319459, 10007.722007722008, 1256.4226854095978, 1327.188940092166, 1359.2029365495544, 1394.298009682625]",1832.0,1414.8471615720523
317,"[5412.106579697619, 4714.153807631611, 4823.946539511261, 50261.42084963979, 2171.5195772613224, 4135.098146392028, 3770.654536128989, 6809.377819381523]","[2285548.895761466, 2315084.5387128373, 2186001.125609773, 2337373.664065476, 1004292.7987024679, 2303036.753040792, 2288820.5825784067, 2173536.9105510633]","[18, 12, 15, 19, 12, 12, 12, 18]","[1149.9556344276841, 1154.0516473731077, 1333.3333333333333, 10085.603112840467, 1249.7589199614272, 1317.0731707317073, 1344.3983402489628, 1377.9904306220096]",1854.0,1398.0582524271845
318,"[3612.6205214200654, 4558.702014545414, 5992.268375251563, 41791.51700930829, 3186.4928396531736, 5954.100790603813, 2972.587173544762, 5226.688705378956]","[2314490.3359773443, 2309470.4085458824, 2232803.358431247, 2373990.7130557983, 940516.2256559853, 2308181.125930082, 2327553.8798740003, 2221901.4113248517]","[11, 14, 18, 16, 17, 17, 9, 16]","[1140.8450704225352, 1149.4456762749446, 1326.5097236438075, 10164.70588235294, 1241.3793103448277, 1311.740890688259, 1340.9208484221417, 1372.1545791424035]",1860.0,1393.5483870967741
