Experiment,Mean Idle Times,Sum Idle Times,Downtime,Mean CT,Parts Done,Cycle Time
138,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
139,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
140,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
141,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
142,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
143,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
144,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
145,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
146,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
147,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
148,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
149,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
150,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
151,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
152,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
153,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
154,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
155,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
156,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
157,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
158,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
159,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
160,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
161,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
162,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
163,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
164,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
165,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
166,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
167,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
168,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
169,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
170,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
171,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
172,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
173,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
174,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
175,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
176,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
177,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
178,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
179,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
180,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
181,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
182,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
183,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
184,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
185,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
186,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
187,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
188,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
189,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
190,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
191,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
192,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
193,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
194,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
195,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
196,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
197,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
198,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
199,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
