Experiment,Mean Idle Times,Sum Idle Times,Downtime,Mean CT,Parts Done,Cycle Time
65,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[30381.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[30.912343470483005, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
66,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[29781.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[30.58407079646018, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
67,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[29181.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[30.262697022767075, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
68,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[28581.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[29.94800693240901, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
69,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[27981.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[29.639794168096056, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
70,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[27381.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[29.33786078098472, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
71,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[26781.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[29.04201680672269, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
72,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[26181.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[28.75207986688852, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
73,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[25581.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[28.467874794069193, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
74,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[24981.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[28.189233278955953, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
75,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[24381.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[27.915993537964457, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
76,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[23781.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[27.648, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
77,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[23181.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[27.385103011093502, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
78,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[22581.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[27.127158555729984, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
79,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[21981.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[26.874027993779162, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
80,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[21381.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[26.62557781201849, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
81,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[20781.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[26.38167938931298, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
82,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[20181.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[26.142208774583963, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
83,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[19581.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[25.907046476761618, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
84,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[18981.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[25.676077265973255, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
85,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[18381.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[25.449189985272458, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
86,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[17781.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[25.226277372262775, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
87,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[17181.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[25.00723589001447, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
88,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[16581.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[24.79196556671449, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
89,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[15981.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[24.580369843527738, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
90,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[15381.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[24.372355430183358, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
91,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[14781.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[24.167832167832167, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
92,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[14181.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[23.966712898751734, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
93,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[13581.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[23.76891334250344, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
94,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[12981.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[23.574351978171897, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
95,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[12381.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[23.382949932341003, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
96,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[11781.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[23.19463087248322, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
97,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[11181.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[23.009320905459386, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
98,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[10581.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[22.82694848084544, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
99,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[9981.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[22.647444298820446, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
100,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[9381.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[22.47074122236671, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
101,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[8781.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[22.296774193548387, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
102,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[8181.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[22.125480153649168, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
103,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[7581.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[21.95679796696315, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
104,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[6981.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[21.790668348045397, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
105,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[6381.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[21.6270337922403, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
106,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[5781.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[21.46583850931677, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
107,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[5181.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[21.307028360049323, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
108,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[4581.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[21.150550795593634, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
109,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[3981.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.996354799513973, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
110,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[3381.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.844390832328106, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
111,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[2881.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.719424460431654, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
112,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[2540.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.62052505966587, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
113,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[2340.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.561637315564017, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
114,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[2140.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.512820512820515, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
115,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[1940.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.46423495973472, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
116,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[1740.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.415879017013232, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
117,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[1540.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.367751060820368, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
118,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[1340.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.319849482596425, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
119,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[1140.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.27217268887846, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
120,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[940.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.224719101123597, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
121,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[740.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.1774871555348, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
122,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[540.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.130475302889096, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
123,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[340.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.0836820083682, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
124,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[140.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.037105751391465, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
125,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
126,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
127,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
128,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
129,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
130,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
131,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
132,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
133,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
134,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
135,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
136,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
137,"[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0.0, 6030.0, 3630.0, 84810.0, 77340.0, 80700.0, 81550.0]","[0, 0, 0, 0, 0, 0, 0]","[20.004630701551285, 161.49532710280374, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
