Experiment,Mean Idle Times,Sum Idle Times,Downtime,Mean CT,Parts Done,Cycle Time
11,"[4454.368660426448, 3482.9661528365655, 3403.91892907308, 5745.585514353643, 7702.2746468721, 3694.676988769655, 5217.331062820377]","[2304627.492366861, 2331192.3135737358, 2335647.787526383, 2322015.769661714, 2306231.9929453307, 2349864.564480648, 2268771.7969272933]","[12, 9, 10, 15, 21, 10, 12]","[1274.3362831858408, 1299.899699097292, 1322.4489795918366, 1346.4935064935064, 1372.8813559322034, 1401.8388318009736, 1447.2361809045226]",1756.0,1476.0820045558087
12,"[4523.643396344676, 4378.6462965478195, 3930.234406392024, 5979.389541683493, 5590.138107103508, 4494.631470040226, 4932.3831226331395]","[2323942.7922216267, 2313769.8338096156, 2345273.920925773, 2289186.8694320912, 2321140.6121840854, 2317914.7120071673, 2205141.837051762]","[14, 15, 11, 17, 17, 13, 14]","[1271.8351324828263, 1296.648324162081, 1321.1009174311926, 1346.4935064935064, 1372.1545791424035, 1400.32414910859, 1450.4756575265808]",1747.0,1483.6863194046937
13,"[5782.063071698656, 2804.6742851512527, 5408.297863189911, 5275.536575889782, 6947.2852281363585, 4614.003798001144, 7778.89808985447]","[2294709.175997774, 2343164.1641072296, 2282866.6746021593, 2333875.022604144, 2307914.4612008706, 2319617.25142375, 2215888.8200466614]","[15, 8, 17, 13, 19, 12, 18]","[1272.459499263623, 1295.352323838081, 1318.413021363174, 1343.0051813471503, 1369.9788583509514, 1401.8388318009736, 1446.4285714285713]",1758.0,1474.4027303754267
14,"[5282.221378976754, 4817.756476591396, 3293.731163287306, 3790.994985930048, 3465.942961158161, 6546.096749660027, 6379.754931358541]","[2311475.7865262767, 2311962.1746470397, 2350719.2313480205, 2306618.291797337, 2345127.045369742, 2280873.898493212, 2180787.6098397244]","[18, 13, 9, 13, 10, 17, 14]","[1288.910989557434, 1314.4016227180527, 1341.6149068322982, 1362.7760252365931, 1382.4, 1414.0752864157118, 1461.1048478015784]",1741.0,1488.799540493969
15,"[3698.0895787818145, 3978.9365524239597, 5851.18840219729, 6924.843927184334, 4512.5732713105135, 6483.477589796636, 3800.2993071487326]","[2302121.8515120456, 2278951.4547390006, 2312182.166896637, 2314641.666794047, 2347439.284230266, 2324329.1106695165, 2259527.093722846]","[16, 11, 15, 14, 11, 14, 11]","[1272.459499263623, 1292.7680798004988, 1313.7354282818044, 1338.1517811048013, 1365.6480505795573, 1395.799676898223, 1439.200444197668]",1764.0,1469.3877551020407
16,"[5750.221454934183, 4632.126644963654, 6179.4517473564365, 5674.66314515155, 4497.9845244674525, 5542.90239285325, 6351.398116149111]","[2281225.6345033855, 2274094.443483862, 2298719.4279052373, 2343733.4753091913, 2339858.522376772, 2296608.0104492055, 2236385.4486825936]","[16, 14, 18, 12, 11, 16, 17]","[1282.5333993072736, 1304.4791142425768, 1325.8312020460357, 1351.40771637122, 1378.723404255319, 1408.695652173913, 1456.9983136593592]",1740.0,1489.655172413793
17,"[4040.4954640479014, 4866.32994338403, 6479.641114167795, 6596.80339156051, 2488.3125585368443, 3844.770573339947, 4632.88017220434]","[2314289.9917583223, 2321382.6636517947, 2340094.111532128, 2318069.214728435, 2350292.4334543804, 2292431.0377380894, 2238750.546069252]","[14, 15, 12, 13, 9, 14, 15]","[1269.3437806072477, 1295.352323838081, 1318.413021363174, 1340.9208484221417, 1364.9289099526065, 1392.7995701235895, 1435.2159468438538]",1773.0,1461.9289340101523
18,"[4166.9786452590615, 3837.4591176113663, 5605.940444912379, 6775.217118318245, 3973.5517122476413, 3944.374583617871, 6310.153214438976]","[2320244.184958683, 2313110.651527028, 2275319.340374694, 2312448.372735287, 2331737.9693887797, 2326215.0999031956, 2158793.23017143]","[14, 15, 19, 19, 13, 11, 20]","[1271.2113781265325, 1292.123629112662, 1321.7746047934727, 1357.068062827225, 1390.5579399141632, 1420.2739726027398, 1464.406779661017]",1733.0,1495.672244662435
19,"[6618.471138484388, 7792.384391675069, 4162.906342716138, 5180.7683877598865, 4806.993128814875, 2460.9320688954326, 4831.367734060941]","[2270025.440967636, 2260320.9763499214, 2334122.8456375673, 2307981.5986010237, 2272183.85906765, 2360712.767712895, 2230253.2557361396]","[20, 25, 11, 15, 16, 9, 13]","[1290.8366533864541, 1311.0773899848255, 1331.9630010277492, 1358.4905660377358, 1392.7995701235895, 1429.6745725317153, 1471.8909710391822]",1728.0,1500.0
20,"[3802.377410258247, 3443.4114568394566, 5774.867983124428, 6258.444578221589, 6619.320198535074, 5398.189978921722, 2153.616236121263]","[2310715.5333047635, 2337072.7782576266, 2297313.87796565, 2331465.9132825793, 2288072.391914237, 2293773.400321467, 2348009.093466136]","[12, 9, 18, 12, 19, 14, 6]","[1261.3138686131388, 1280.6324110671937, 1301.2048192771085, 1328.5494618144542, 1361.3445378151262, 1390.5579399141632, 1429.6745725317153]",1782.0,1454.5454545454545
21,"[2587.105442511251, 1026.2752139198997, 4281.8858084565345, 2291.5859721715415, 978.2775237668479, 2872.609181452774, 2039.4458700939256]","[763671.787324646, 775282.5762492213, 746124.8303103442, 761994.1355117434, 790769.2093598559, 748981.0206996043, 738041.8493323987]","[12, 13, 20, 18, 8, 19, 12]","[3817.378497790869, 3903.614457831325, 3975.4601226993864, 4050.0, 4147.2, 4270.181219110379, 4438.356164383562]",572.0,4531.468531468531
22,"[4639.58020335117, 5053.442151181809, 5347.53685673743, 4798.92996964937, 4606.369087489586, 5481.135098573732, 8201.358215617625]","[2291219.5104913595, 2333826.709867301, 2304926.6210241667, 2324765.2211121214, 2337421.9117626185, 2325384.1731921807, 2167631.5027150973]","[16, 11, 15, 12, 14, 17, 19]","[1265.625, 1289.55223880597, 1309.7524002021223, 1331.9630010277492, 1357.7789418543741, 1394.298009682625, 1449.6644295302012]",1747.0,1483.6863194046937
23,"[4805.61695503006, 6733.329328884691, 2711.8362326103233, 5410.265922074321, 3898.628076191427, 6242.234936960186, 1886.8430717034223]","[2293057.5432593245, 2266113.870914563, 2350520.5981864156, 2308683.034205034, 2339534.645515537, 2255289.36005402, 2366697.288604044]","[16, 23, 11, 15, 12, 17, 5]","[1283.8038632986627, 1308.4300858152449, 1336.7715317173802, 1365.6480505795573, 1392.7995701235895, 1421.832144816237, 1461.1048478015784]",1744.0,1486.2385321100917
24,"[4007.219731855534, 4087.553181330259, 6948.510223848563, 6388.626937496201, 5355.005294301308, 5649.308098151631, 4263.029102233495]","[2339217.631793316, 2326162.730027535, 2301471.2543076677, 2278594.2716521444, 2320571.9885447533, 2276811.7559940275, 2280229.0633980283]","[11, 12, 17, 19, 17, 14, 13]","[1285.0768468021815, 1305.1359516616315, 1329.2307692307693, 1359.2029365495544, 1392.0515574650913, 1425.7425742574258, 1464.406779661017]",1743.0,1487.091222030981
25,"[4214.254149954029, 5170.287153535727, 5186.716240278025, 5338.303409746298, 4941.186225431274, 4236.748897737546, 5121.815514769148]","[2314571.6594189447, 2289135.309964923, 2306204.0511549553, 2284527.445606044, 2322729.4816673747, 2327501.429244836, 2262938.216304729]","[15, 12, 11, 19, 15, 12, 14]","[1279.3682132280355, 1304.4791142425768, 1327.188940092166, 1350.7034914017718, 1380.1916932907347, 1412.5340599455042, 1460.281690140845]",1736.0,1493.0875576036867
26,"[5605.857513368821, 5488.908706010183, 6014.541510003799, 7753.1086526944, 5091.413093087835, 6524.399965428505, 7379.783908845095]","[2297787.1873803474, 2313447.0704772295, 2309448.936883866, 2303413.7546308814, 2287934.6170469928, 2312764.2554189, 2189522.0575668425]","[17, 15, 18, 21, 18, 17, 19]","[1268.1017612524463, 1298.5971943887776, 1331.9630010277492, 1358.4905660377358, 1384.6153846153845, 1417.167851284855, 1464.406779661017]",1735.0,1493.9481268011527
27,"[4204.756790309807, 5292.928832829829, 6158.986810446689, 7162.501990464175, 6311.33306013178, 5401.163487882636, 6483.107675885737]","[2320837.225821544, 2324179.0315960143, 2286216.4255462806, 2296932.8945547864, 2281427.264484512, 2310861.5020048427, 2208576.9815310882]","[13, 16, 19, 16, 19, 13, 21]","[1297.9469203805709, 1321.1009174311926, 1346.4935064935064, 1375.0663129973475, 1407.1661237785017, 1440.0, 1481.9897084048027]",1717.0,1509.6097845078625
28,"[2728.3392265891343, 5247.8149495354555, 5769.128067857608, 5907.118317863154, 4148.0238964072505, 3870.8274520220757, 5043.969204716839]","[2341241.639220363, 2319721.013703414, 2291283.5518261413, 2305897.639019438, 2333652.879650449, 2334799.560358398, 2226038.4546428085]","[10, 14, 19, 15, 13, 9, 15]","[1266.2432828529556, 1290.1941264310603, 1316.4042661249366, 1342.3096841015017, 1364.9289099526065, 1392.7995701235895, 1440.0]",1765.0,1468.5552407932012
29,"[6194.006619560808, 3769.7967617809304, 5042.533057952701, 3742.9659724428857, 2115.804267728203, 5039.652654711049, 4459.276545754632]","[2321594.872236055, 2305387.0995799014, 2296200.213435725, 2331885.6595100597, 2354040.203659462, 2278007.211551369, 2288993.344381594]","[14, 12, 17, 11, 6, 16, 9]","[1260.087506076811, 1282.5333993072736, 1301.2048192771085, 1323.799795709908, 1350.7034914017718, 1384.6153846153845, 1426.52724270776]",1789.0,1448.8541084404696
30,"[4768.019075385317, 4051.26715625457, 3935.3206663521573, 3207.8880607285864, 5174.139556736217, 6074.640381393284, 4153.174908139081]","[2301248.5198069494, 2301011.071066923, 2328902.300074683, 2321469.1741924947, 2314278.1987657463, 2255767.5587092387, 2241130.825817398]","[16, 15, 13, 9, 16, 19, 11]","[1270.5882352941176, 1300.551931761164, 1327.188940092166, 1348.595213319459, 1372.8813559322034, 1408.695652173913, 1453.7296690970275]",1755.0,1476.923076923077
31,"[3002.932761927597, 2593.581543834473, 3397.957923005873, 1879.8972972761303, 4236.763736821516, 3826.0087226744977, 1857.9705014215913]","[1351155.61517106, 1352873.7325381679, 1350125.881311812, 1393772.732475931, 1349527.1776913546, 1358247.7877388499, 1355684.6088879884]","[15, 13, 18, 13, 14, 14, 14]","[2183.6562763268744, 2230.6368330464716, 2279.6833773087073, 2316.353887399464, 2349.9546690843154, 2406.685236768802, 2497.1098265895953]",1016.0,2551.181102362205
32,"[5938.711682382417, 5739.077542096669, 5802.492738053009, 3140.611899956151, 7212.767460264312, 5436.998713967241, 4590.164569499338]","[2310923.9045594735, 2313162.557414287, 2304865.3846233557, 2321506.260868761, 2331495.87605036, 2319261.3949031313, 2290948.6598626953]","[17, 15, 15, 11, 16, 17, 13]","[1286.3523573200991, 1307.7699293642786, 1330.5954825462013, 1357.7789418543741, 1390.5579399141632, 1427.3127753303966, 1470.2212138400453]",1734.0,1494.809688581315
33,"[5356.125890784125, 4143.202319577087, 4648.693817821908, 4050.6695886658104, 5389.743462119606, 5333.878801067098, 5751.323793355311]","[2331322.4459093963, 2343098.5704003274, 2339144.156529941, 2337221.0988415848, 2318738.468065353, 2296001.7741927747, 2217511.9740558616]","[12, 9, 12, 12, 13, 16, 16]","[1263.157894736842, 1286.3523573200991, 1312.4050632911392, 1337.4613003095976, 1363.4928984744872, 1394.298009682625, 1440.0]",1764.0,1469.3877551020407
34,"[2188.5232022960745, 3218.7795106247445, 7322.177358871801, 3821.5222269367173, 6045.5152737694225, 2991.63615409763, 3527.1016795408286]","[2363461.5313986093, 2326922.628060221, 2276751.5146148913, 2322518.317171256, 2264389.7944082925, 2318028.6281244373, 2304490.466362315]","[5, 11, 21, 11, 17, 8, 12]","[1265.0073206442166, 1288.2703777335985, 1319.755600814664, 1348.595213319459, 1375.0663129973475, 1401.081081081081, 1436.8070953436807]",1774.0,1461.1048478015784
35,"[5570.816188953303, 2862.2423188713587, 4649.388769809859, 1750.0723641168004, 6837.113211256706, 5725.118172499446, 5413.729664565171]","[2303948.739643234, 2314456.282997247, 2295800.3524171845, 2385635.874566564, 2303669.8959157327, 2312130.701209829, 2255877.555100021]","[15, 12, 10, 3, 18, 15, 15]","[1292.123629112662, 1310.4145601617795, 1331.2788906009246, 1354.9398849973863, 1380.1916932907347, 1410.9961894393032, 1449.6644295302012]",1760.0,1472.7272727272727
36,"[3888.1177490230025, 2966.06383742833, 2869.2532189956305, 4927.77103145229, 4829.552657873505, 5052.242392333983, 4819.861392642288]","[1727319.975484503, 1739028.5577291844, 1706955.94779069, 1704098.7987560036, 1723305.7592867538, 1731213.3785145062, 1673673.823342233]","[12, 10, 15, 14, 16, 16, 17]","[1707.509881422925, 1738.4305835010061, 1769.283276450512, 1801.2508686587908, 1834.3949044585988, 1874.1865509761387, 1941.573033707865]",1303.0,1989.2555640828857
37,"[3516.83745622446, 6290.611335516685, 7164.714714446506, 3662.4655317496176, 6537.306191194815, 6357.29587421872, 5939.567186727739]","[2336838.462692787, 2276003.824565276, 2265711.0709271394, 2303807.1210656674, 2294243.4410469215, 2318152.0099379737, 2185082.593587851]","[10, 16, 18, 13, 19, 17, 20]","[1292.7680798004988, 1319.755600814664, 1349.297241020302, 1373.6089030206676, 1394.298009682625, 1424.1758241758241, 1473.564525298465]",1721.0,1506.101104009297
38,"[5368.436643713592, 5369.962169376061, 6533.404142316964, 3507.834268567, 3909.372823615753, 8287.23383661222, 5945.92857928395]","[2302576.9167448743, 2314304.657538572, 2269606.444835981, 2297890.7522023194, 2328663.5869903485, 2202822.5865086215, 2237292.7886998206]","[17, 13, 18, 13, 12, 24, 18]","[1283.1683168316831, 1307.7699293642786, 1334.0195573854865, 1356.3579277864992, 1379.4571580627994, 1412.5340599455042, 1465.2345958168457]",1729.0,1499.1324465008674
39,"[7456.677532625877, 4793.282123226109, 4694.916531652256, 3889.0432745860635, 5454.095725938747, 4200.655955392092, 8791.592789902552]","[2281280.168198135, 2307306.741202669, 2353361.628382651, 2349816.164017669, 2293262.2691060244, 2308749.4812888447, 2125457.4981324626]","[22, 15, 10, 12, 15, 14, 23]","[1290.1941264310603, 1314.4016227180527, 1343.0051813471503, 1366.3679493937796, 1389.8123324396784, 1422.6125137211855, 1471.8909710391822]",1724.0,1503.4802784222738
40,"[5560.197423112442, 4785.945925753557, 4006.3611377332736, 6522.43096180266, 5968.2234524097175, 3490.807527180406, 3688.59237989235]","[2322113.757153649, 2333612.9619357414, 2337030.1450758055, 2288654.184300436, 2283089.789103626, 2339029.1565308613, 2334021.7159964377]","[15, 11, 9, 19, 20, 10, 11]","[1268.7224669603524, 1289.55223880597, 1319.0839694656488, 1347.8939157566303, 1377.258235919235, 1410.9961894393032, 1449.6644295302012]",1763.0,1470.2212138400453
41,"[3685.6187794814286, 2700.113189983899, 5653.402512177123, 4180.7817970047045, 7036.558718800998, 6810.787217594914, 4985.816600102295]","[2297606.6527581317, 2346944.5442354796, 2316306.1814729483, 2328375.8330085278, 2258309.010362742, 2312041.080637447, 2280056.9078408787]","[17, 9, 14, 13, 19, 18, 14]","[1278.737049827331, 1299.899699097292, 1322.4489795918366, 1352.112676056338, 1382.4, 1414.8471615720523, 1456.9983136593592]",1747.0,1483.6863194046937
42,"[3798.422299726846, 4829.133851713444, 4353.996342373282, 4854.968239210996, 6259.460283616809, 7147.203285270901, 2640.981158373933]","[2305426.1186937927, 2319664.9321730197, 2299146.82144844, 2332118.454575217, 2266517.663333537, 2333762.545997376, 2310195.761773467]","[15, 13, 12, 14, 20, 16, 9]","[1254.5982575024202, 1277.4765894529326, 1298.5971943887776, 1324.4762391415431, 1360.6299212598426, 1400.32414910859, 1441.6017797552836]",1769.0,1465.2345958168457
43,"[5790.226537931363, 4343.927806574554, 5225.641532501995, 7301.2687337450425, 4564.160412119814, 6517.399671075578, 7561.365830562635]","[2286908.408379697, 2325975.436421835, 2301088.62517152, 2272542.7891433267, 2310098.091803063, 2300287.43575683, 2173530.0692644445]","[16, 14, 14, 20, 12, 19, 18]","[1282.5333993072736, 1307.1104387291982, 1323.799795709908, 1347.193347193347, 1375.7961783439491, 1409.4616639477977, 1461.1048478015784]",1734.0,1494.809688581315
44,"[5669.58095084648, 3110.316151970123, 1954.7766024300158, 5028.5061858946065, 3495.9915646993545, 3260.3170919918657, 3814.043244619307]","[2322974.1071485477, 2353073.5731222574, 2351941.0617677933, 2295110.3010296263, 2313381.510487742, 2329265.3379235715, 2260688.5843580063]","[14, 8, 6, 11, 14, 10, 11]","[1274.9631087063453, 1296.0, 1317.0731707317073, 1344.3983402489628, 1372.8813559322034, 1396.551724137931, 1431.2534511319714]",1781.0,1455.362156092083
45,"[8820.478644353496, 4593.311442487458, 3514.0934219215897, 2333.8570973601354, 6745.798372579159, 2383.0079109262333, 7053.063440578702]","[2289130.051902865, 2345711.966501088, 2322616.0310497656, 2371632.9089200064, 2287548.4581791987, 2315307.1203778777, 2195020.213560532]","[22, 11, 14, 6, 23, 7, 16]","[1286.3523573200991, 1311.0773899848255, 1335.3941267387945, 1357.068062827225, 1386.096256684492, 1420.2739726027398, 1459.4594594594594]",1748.0,1482.837528604119
46,"[4087.457068284804, 3666.7887585107155, 3965.670627441132, 4841.338156924899, 8028.888323539962, 5710.564158319626, 5334.874505624661]","[2327323.3782522893, 2265890.4040116426, 2329122.1776637905, 2287915.6837143516, 2298896.398400107, 2297994.079562044, 2199560.3053818378]","[12, 18, 14, 17, 21, 15, 17]","[1268.7224669603524, 1296.648324162081, 1328.5494618144542, 1355.6485355648535, 1384.6153846153845, 1417.167851284855, 1466.893039049236]",1727.0,1500.868558193399
47,"[5478.604513057609, 6774.1344758080995, 4559.157104609736, 3460.325548199243, 5323.407189271542, 5209.736928017952, 4639.891805565744]","[2294866.50887845, 2269663.1025519874, 2322790.8883940885, 2355760.476477176, 2311969.870522168, 2313615.0033972077, 2258558.949846031]","[17, 23, 15, 9, 17, 13, 11]","[1274.9631087063453, 1298.5971943887776, 1322.4489795918366, 1347.193347193347, 1375.7961783439491, 1409.4616639477977, 1449.6644295302012]",1758.0,1474.4027303754267
48,"[1230.9576665865623, 2446.900375056925, 3467.1460581053557, 2684.579814992095, 2931.6578286579156, 3280.6098956621454, 2506.499999004915]","[1025457.100180657, 1008380.3909337148, 986976.9658692384, 983867.7700002594, 998158.2860199867, 951492.4405825462, 924431.8604885117]","[8, 12, 10, 22, 13, 16, 21]","[2922.209695603157, 2982.738780207135, 3045.828437132785, 3100.4784688995214, 3149.453219927096, 3207.920792079208, 3310.344827586207]",766.0,3383.8120104438644
49,"[4757.230042360844, 6119.70529498631, 4587.291745723405, 6136.3559457094525, 6229.752695026408, 4909.0962887708365, 5030.405985591144]","[2298173.715301977, 2299476.5646114466, 2341643.937595487, 2324476.903347981, 2306630.065757875, 2348470.1538475626, 2228462.08636795]","[16, 20, 10, 15, 14, 12, 12]","[1278.1065088757396, 1302.5125628140704, 1324.4762391415431, 1350.0, 1375.7961783439491, 1404.1170097508125, 1449.6644295302012]",1755.0,1476.923076923077
50,"[2512.131135040188, 4940.544378900784, 2874.2415595810826, 6961.104839633308, 3475.866869374855, 4520.074453917356, 6864.13387400958]","[2319526.302159919, 2265145.0089202127, 2325392.22166197, 2307132.620740688, 2356540.643922471, 2341838.59115446, 2160856.973817172]","[10, 20, 13, 17, 7, 9, 16]","[1271.2113781265325, 1297.9469203805709, 1323.12404287902, 1345.7943925233644, 1367.0886075949368, 1392.0515574650913, 1434.4216934144993]",1771.0,1463.579898362507
51,"[6527.591033155384, 6074.573514567697, 6208.275106880422, 6368.558766426477, 5261.940730997532, 5307.674457349347, 3658.4252812832633]","[2239857.329946013, 2265774.2383445925, 2331873.609386497, 2298542.1977812476, 2322179.214651384, 2342516.9951370307, 2302546.1199791124]","[19, 20, 14, 18, 14, 13, 12]","[1285.7142857142858, 1310.4145601617795, 1334.0195573854865, 1362.7760252365931, 1391.304347826087, 1417.167851284855, 1457.8177727784027]",1747.0,1483.6863194046937
52,"[5259.688650861228, 2687.587912280491, 7485.524618708657, 4328.374635161015, 9448.136106366703, 2751.5076879062535, 5558.492562201766]","[2288927.6860976163, 2339064.7845748793, 2313859.221502594, 2353207.1646839366, 2230245.289437972, 2358117.7364406735, 2243869.5534715336]","[21, 11, 16, 10, 23, 8, 16]","[1282.5333993072736, 1305.793450881612, 1331.9630010277492, 1355.6485355648535, 1386.8378812199037, 1424.1758241758241, 1466.0633484162895]",1736.0,1493.0875576036867
53,"[7071.052623714231, 6029.078287314866, 5915.874793928183, 5616.193944378958, 5353.966620979735, 3948.1586725580582, 7073.485527145304]","[2311334.9711841373, 2317523.253545256, 2327222.9558838634, 2307145.448036146, 2323046.9712393424, 2353950.4465183755, 2155854.3592727683]","[17, 12, 15, 18, 14, 11, 21]","[1283.8038632986627, 1311.0773899848255, 1339.5348837209303, 1372.1545791424035, 1395.799676898223, 1420.2739726027398, 1467.7236693091734]",1728.0,1500.0
54,"[6237.39981851474, 5273.754399509625, 3735.5032480057002, 6227.051730041138, 5950.6424408975, 6684.997447366896, 3762.8677214563013]","[2303200.789703194, 2287425.973409661, 2338665.0400302266, 2225876.7899923013, 2322558.376494045, 2278084.3216028903, 2259382.0196362934]","[17, 19, 11, 19, 14, 16, 12]","[1299.899699097292, 1321.7746047934727, 1346.4935064935064, 1372.8813559322034, 1397.3045822102426, 1427.3127753303966, 1474.4027303754267]",1724.0,1503.4802784222738
55,"[3176.2866662083898, 3276.9545076389354, 4693.09612363063, 4768.980958048058, 5013.873028202633, 4004.3177331281277, 5892.375431433019]","[2338172.914399386, 2320633.6495278617, 2317242.229647298, 2292196.7358353515, 2331090.180539236, 2360581.0421605106, 2256075.0119691766]","[11, 14, 15, 15, 15, 11, 16]","[1283.1683168316831, 1308.4300858152449, 1327.8688524590164, 1349.297241020302, 1375.7961783439491, 1404.878048780488, 1449.6644295302012]",1753.0,1478.6081003993154
56,"[5781.919467425487, 4489.2869436312785, 3349.53957200426, 5894.521994028698, 4484.150395899743, 4228.439556619151, 6570.531621424433]","[2283176.794511864, 2339498.181819507, 2319814.237026358, 2297311.035422433, 2347826.2320758402, 2315645.388590251, 2214319.6724424274]","[17, 10, 10, 19, 12, 13, 21]","[1271.2113781265325, 1299.248120300752, 1325.153374233129, 1349.297241020302, 1378.723404255319, 1410.9961894393032, 1453.7296690970275]",1750.0,1481.142857142857
57,"[5269.238032145722, 7559.289780940906, 3971.0260837808155, 5367.660308531126, 6169.165655728851, 6822.678366555762, 8467.566174890288]","[2301680.6883411948, 2295498.0554160895, 2348876.7526373826, 2335344.3471219577, 2274813.3826755546, 2312054.1384187364, 2228672.995698602]","[16, 20, 10, 14, 20, 17, 16]","[1264.3902439024391, 1293.4131736526947, 1317.0731707317073, 1340.2275077559461, 1369.255150554675, 1405.6399132321042, 1454.5454545454545]",1742.0,1487.9448909299656
