Sim Instant,Robot State,Machines State,Machine CT,Machines Breakdowns,Machines Idle Time,Buffers State
2668.3291375517756,"('M2', 'M3')","[False, False, False, False, False, False, False]","[889.4430458505918, 889.4430458505918, 1334.1645687758878, 1334.1645687758878, 1334.1645687758878, 1334.1645687758878, 1334.1645687758878]","[0, 0, 0, 0, 0, 0, 0]","[2275.667323981371, 2266.441364686537, 471.80824450583873, 1572.8020456272934, 1683.8187166662256, 1884.5360784233449, 2045.6712064154194]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
3769.298569825972,"('M3', 'M4')","[False, False, False, False, False, False, False]","[1256.4328566086574, 1256.4328566086574, 1256.4328566086574, 1884.649284912986, 1884.649284912986, 1884.649284912986, 1884.649284912986]","[0, 0, 0, 0, 0, 0, 0]","[2275.667323981371, 2266.441364686537, 1667.3353364303205, 1572.8020456272934, 1683.8187166662256, 1884.5360784233449, 2045.6712064154194]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
3880.06495087848,"('M4', 'M5')","[False, False, False, False, False, False, False]","[1293.35498362616, 1293.35498362616, 1293.35498362616, 1293.35498362616, 1940.03247543924, 1940.03247543924, 1940.03247543924]","[0, 0, 0, 0, 0, 0, 0]","[2275.667323981371, 2266.441364686537, 1667.3353364303205, 3758.2818987870405, 1683.8187166662256, 1884.5360784233449, 2045.6712064154194]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
4081.0125160693738,"('M5', 'M6')","[False, False, False, False, False, False, False]","[1360.337505356458, 1360.337505356458, 1360.337505356458, 1360.337505356458, 1360.337505356458, 2040.5062580346869, 2040.5062580346869]","[0, 0, 0, 0, 0, 0, 0]","[2275.667323981371, 2266.441364686537, 1667.3353364303205, 3758.2818987870405, 3779.3475891213607, 1884.5360784233449, 2045.6712064154194]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
4241.9255338667035,"('M6', 'M7')","[False, False, False, False, False, False, False]","[1413.975177955568, 1413.975177955568, 1413.975177955568, 1413.975177955568, 1413.975177955568, 1413.975177955568, 2120.9627669333518]","[0, 0, 0, 0, 0, 0, 0]","[2275.667323981371, 2266.441364686537, 1667.3353364303205, 3758.2818987870405, 3779.3475891213607, 4019.877388077299, 2045.6712064154194]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
4392.664559290345,"('M7', 'OutputStock')","[False, False, False, False, False, False, False]","[1464.2215197634484, 1464.2215197634484, 1464.2215197634484, 1464.2215197634484, 1464.2215197634484, 1464.2215197634484, 1464.2215197634484]","[0, 0, 0, 0, 0, 0, 0]","[2275.667323981371, 2266.441364686537, 1667.3353364303205, 3758.2818987870405, 3779.3475891213607, 4019.877388077299, 4191.115538680553]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
4492.664559290345,"('InputStock', 'M1')","[False, False, False, False, False, False, False]","[1497.5548530967817, 1497.5548530967817, 1497.5548530967817, 1497.5548530967817, 1497.5548530967817, 1497.5548530967817, 1497.5548530967817]","[0, 0, 0, 0, 0, 0, 0]","[2275.667323981371, 2266.441364686537, 1667.3353364303205, 3758.2818987870405, 3779.3475891213607, 4019.877388077299, 4191.115538680553]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
4613.587650717693,"('M1', 'M2')","[False, False, False, False, False, False, False]","[1153.3969126794232, 1537.8625502392308, 1537.8625502392308, 1537.8625502392308, 1537.8625502392308, 1537.8625502392308, 1537.8625502392308]","[0, 0, 0, 0, 0, 0, 0]","[4450.896151699539, 2266.441364686537, 1667.3353364303205, 3758.2818987870405, 3779.3475891213607, 4019.877388077299, 4191.115538680553]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
4864.527626325098,"('M2', 'M3')","[False, False, False, False, False, False, False]","[1216.1319065812745, 1216.1319065812745, 1621.5092087750327, 1621.5092087750327, 1621.5092087750327, 1621.5092087750327, 1621.5092087750327]","[0, 0, 0, 0, 0, 0, 0]","[4450.896151699539, 4311.699877852454, 1667.3353364303205, 3758.2818987870405, 3779.3475891213607, 4019.877388077299, 4191.115538680553]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
5965.4896628923525,"('M3', 'M4')","[False, False, False, False, False, False, False]","[1491.3724157230881, 1491.3724157230881, 1491.3724157230881, 1988.4965542974508, 1988.4965542974508, 1988.4965542974508, 1988.4965542974508]","[0, 0, 0, 0, 0, 0, 0]","[4450.896151699539, 4311.699877852454, 2862.5643929294456, 3758.2818987870405, 3779.3475891213607, 4019.877388077299, 4191.115538680553]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
6076.570796737609,"('M4', 'M5')","[False, False, False, False, False, False, False]","[1519.1426991844023, 1519.1426991844023, 1519.1426991844023, 1519.1426991844023, 2025.5235989125365, 2025.5235989125365, 2025.5235989125365]","[0, 0, 0, 0, 0, 0, 0]","[4450.896151699539, 4311.699877852454, 2862.5643929294456, 5943.706610800913, 3779.3475891213607, 4019.877388077299, 4191.115538680553]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
6277.4558601370545,"('M5', 'M6')","[False, False, False, False, False, False, False]","[1569.3639650342636, 1569.3639650342636, 1569.3639650342636, 1569.3639650342636, 1569.3639650342636, 2092.4852867123514, 2092.4852867123514]","[0, 0, 0, 0, 0, 0, 0]","[4450.896151699539, 4311.699877852454, 2862.5643929294456, 5943.706610800913, 5874.905869789596, 4019.877388077299, 4191.115538680553]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
6438.107008798189,"('M6', 'M7')","[False, False, False, False, False, False, False]","[1609.5267521995472, 1609.5267521995472, 1609.5267521995472, 1609.5267521995472, 1609.5267521995472, 1609.5267521995472, 2146.0356695993964]","[0, 0, 0, 0, 0, 0, 0]","[4450.896151699539, 4311.699877852454, 2862.5643929294456, 5943.706610800913, 5874.905869789596, 6155.40771434765, 4191.115538680553]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
6589.191945371388,"('M7', 'OutputStock')","[False, False, False, False, False, False, False]","[1647.297986342847, 1647.297986342847, 1647.297986342847, 1647.297986342847, 1647.297986342847, 1647.297986342847, 1647.297986342847]","[0, 0, 0, 0, 0, 0, 0]","[4450.896151699539, 4311.699877852454, 2862.5643929294456, 5943.706610800913, 5874.905869789596, 6155.40771434765, 6336.557988188396]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
6689.191945371388,"('InputStock', 'M1')","[False, False, False, False, False, False, False]","[1672.297986342847, 1672.297986342847, 1672.297986342847, 1672.297986342847, 1672.297986342847, 1672.297986342847, 1672.297986342847]","[0, 0, 0, 0, 0, 0, 0]","[4450.896151699539, 4311.699877852454, 2862.5643929294456, 5943.706610800913, 5874.905869789596, 6155.40771434765, 6336.557988188396]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
6810.348283063363,"('M1', 'M2')","[False, False, False, False, False, False, False]","[1362.0696566126726, 1702.5870707658407, 1702.5870707658407, 1702.5870707658407, 1702.5870707658407, 1702.5870707658407, 1702.5870707658407]","[0, 0, 0, 0, 0, 0, 0]","[6626.500446353234, 4311.699877852454, 2862.5643929294456, 5943.706610800913, 5874.905869789596, 6155.40771434765, 6336.557988188396]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
7061.070630045474,"('M2', 'M3')","[False, False, False, False, False, False, False]","[1412.2141260090948, 1412.2141260090948, 1765.2676575113685, 1765.2676575113685, 1765.2676575113685, 1765.2676575113685, 1765.2676575113685]","[0, 0, 0, 0, 0, 0, 0]","[6626.500446353234, 6357.520534590719, 2862.5643929294456, 5943.706610800913, 5874.905869789596, 6155.40771434765, 6336.557988188396]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
8161.88259322825,"('M3', 'M4')","[False, False, False, False, False, False, False]","[1632.3765186456499, 1632.3765186456499, 1632.3765186456499, 2040.4706483070624, 2040.4706483070624, 2040.4706483070624, 2040.4706483070624]","[0, 0, 0, 0, 0, 0, 0]","[6626.500446353234, 6357.520534590719, 4058.145360082567, 5943.706610800913, 5874.905869789596, 6155.40771434765, 6336.557988188396]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
8272.682340852944,"('M4', 'M5')","[False, False, False, False, False, False, False]","[1654.5364681705887, 1654.5364681705887, 1654.5364681705887, 1654.5364681705887, 2068.170585213236, 2068.170585213236, 2068.170585213236]","[0, 0, 0, 0, 0, 0, 0]","[6626.500446353234, 6357.520534590719, 4058.145360082567, 8129.018407291553, 5874.905869789596, 6155.40771434765, 6336.557988188396]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
8473.466231457318,"('M5', 'M6')","[False, False, False, False, False, False, False]","[1694.6932462914635, 1694.6932462914635, 1694.6932462914635, 1694.6932462914635, 1694.6932462914635, 2118.3665578643295, 2118.3665578643295]","[0, 0, 0, 0, 0, 0, 0]","[6626.500446353234, 6357.520534590719, 4058.145360082567, 8129.018407291553, 7970.132350505486, 6155.40771434765, 6336.557988188396]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
8634.478569736844,"('M6', 'M7')","[False, False, False, False, False, False, False]","[1726.895713947369, 1726.895713947369, 1726.895713947369, 1726.895713947369, 1726.895713947369, 1726.895713947369, 2158.619642434211]","[0, 0, 0, 0, 0, 0, 0]","[6626.500446353234, 6357.520534590719, 4058.145360082567, 8129.018407291553, 7970.132350505486, 8290.76693700678, 6336.557988188396]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
8785.350322527951,"('M7', 'OutputStock')","[False, False, False, False, False, False, False]","[1757.0700645055902, 1757.0700645055902, 1757.0700645055902, 1757.0700645055902, 1757.0700645055902, 1757.0700645055902, 1757.0700645055902]","[0, 0, 0, 0, 0, 0, 0]","[6626.500446353234, 6357.520534590719, 4058.145360082567, 8129.018407291553, 7970.132350505486, 8290.76693700678, 8481.84461255385]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
8885.350322527951,"('InputStock', 'M1')","[False, False, False, False, False, False, False]","[1777.0700645055902, 1777.0700645055902, 1777.0700645055902, 1777.0700645055902, 1777.0700645055902, 1777.0700645055902, 1777.0700645055902]","[0, 0, 0, 0, 0, 0, 0]","[6626.500446353234, 6357.520534590719, 4058.145360082567, 8129.018407291553, 7970.132350505486, 8290.76693700678, 8481.84461255385]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
9006.126109551757,"('M1', 'M2')","[False, False, False, False, False, False, False]","[1501.021018258626, 1801.2252219103514, 1801.2252219103514, 1801.2252219103514, 1801.2252219103514, 1801.2252219103514, 1801.2252219103514]","[0, 0, 0, 0, 0, 0, 0]","[8801.502485817822, 6357.520534590719, 4058.145360082567, 8129.018407291553, 7970.132350505486, 8290.76693700678, 8481.84461255385]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
9257.10386567511,"('M2', 'M3')","[False, False, False, False, False, False, False]","[1542.850644279185, 1542.850644279185, 1851.420773135022, 1851.420773135022, 1851.420773135022, 1851.420773135022, 1851.420773135022]","[0, 0, 0, 0, 0, 0, 0]","[8801.502485817822, 8402.576014097001, 4058.145360082567, 8129.018407291553, 7970.132350505486, 8290.76693700678, 8481.84461255385]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
10357.928702964155,"('M3', 'M4')","[False, False, False, False, False, False, False]","[1726.3214504940258, 1726.3214504940258, 1726.3214504940258, 2071.585740592831, 2071.585740592831, 2071.585740592831, 2071.585740592831]","[0, 0, 0, 0, 0, 0, 0]","[8801.502485817822, 8402.576014097001, 5253.366632529428, 8129.018407291553, 7970.132350505486, 8290.76693700678, 8481.84461255385]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
10469.046306604983,"('M4', 'M5')","[False, False, False, False, False, False, False]","[1744.8410511008306, 1744.8410511008306, 1744.8410511008306, 1744.8410511008306, 2093.8092613209965, 2093.8092613209965, 2093.8092613209965]","[0, 0, 0, 0, 0, 0, 0]","[8801.502485817822, 8402.576014097001, 5253.366632529428, 10314.264769402764, 7970.132350505486, 8290.76693700678, 8481.84461255385]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
10669.994965821512,"('M5', 'M6')","[False, False, False, False, False, False, False]","[1778.3324943035852, 1778.3324943035852, 1778.3324943035852, 1778.3324943035852, 1778.3324943035852, 2133.998993164302, 2133.998993164302]","[0, 0, 0, 0, 0, 0, 0]","[8801.502485817822, 8402.576014097001, 5253.366632529428, 10314.264769402764, 10065.712425653152, 8290.76693700678, 8481.84461255385]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
10830.835302039251,"('M6', 'M7')","[False, False, False, False, False, False, False]","[1805.139217006542, 1805.139217006542, 1805.139217006542, 1805.139217006542, 1805.139217006542, 1805.139217006542, 2166.1670604078504]","[0, 0, 0, 0, 0, 0, 0]","[8801.502485817822, 8402.576014097001, 5253.366632529428, 10314.264769402764, 10065.712425653152, 10426.283333091447, 8481.84461255385]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
10981.747467150208,"('M7', 'OutputStock')","[False, False, False, False, False, False, False]","[1830.2912445250347, 1830.2912445250347, 1830.2912445250347, 1830.2912445250347, 1830.2912445250347, 1830.2912445250347, 1830.2912445250347]","[0, 0, 0, 0, 0, 0, 0]","[8801.502485817822, 8402.576014097001, 5253.366632529428, 10314.264769402764, 10065.712425653152, 10426.283333091447, 10627.32959206515]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
11081.747467150208,"('InputStock', 'M1')","[False, False, False, False, False, False, False]","[1846.9579111917012, 1846.9579111917012, 1846.9579111917012, 1846.9579111917012, 1846.9579111917012, 1846.9579111917012, 1846.9579111917012]","[0, 0, 0, 0, 0, 0, 0]","[8801.502485817822, 8402.576014097001, 5253.366632529428, 10314.264769402764, 10065.712425653152, 10426.283333091447, 10627.32959206515]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
11202.775731151423,"('M1', 'M2')","[False, False, False, False, False, False, False]","[1600.396533021632, 1867.1292885252371, 1867.1292885252371, 1867.1292885252371, 1867.1292885252371, 1867.1292885252371, 1867.1292885252371]","[0, 0, 0, 0, 0, 0, 0]","[10977.123843416273, 8402.576014097001, 5253.366632529428, 10314.264769402764, 10065.712425653152, 10426.283333091447, 10627.32959206515]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
11453.691609251475,"('M2', 'M3')","[False, False, False, False, False, False, False]","[1636.2416584644964, 1636.2416584644964, 1908.9486015419125, 1908.9486015419125, 1908.9486015419125, 1908.9486015419125, 1908.9486015419125]","[0, 0, 0, 0, 0, 0, 0]","[10977.123843416273, 10448.247879573315, 5253.366632529428, 10314.264769402764, 10065.712425653152, 10426.283333091447, 10627.32959206515]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
12554.518451937316,"('M3', 'M4')","[False, False, False, False, False, False, False]","[1793.502635991045, 1793.502635991045, 1793.502635991045, 2092.4197419895527, 2092.4197419895527, 2092.4197419895527, 2092.4197419895527]","[0, 0, 0, 0, 0, 0, 0]","[10977.123843416273, 10448.247879573315, 6449.129538816748, 10314.264769402764, 10065.712425653152, 10426.283333091447, 10627.32959206515]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
12665.413985523395,"('M4', 'M5')","[False, False, False, False, False, False, False]","[1809.3448550747707, 1809.3448550747707, 1809.3448550747707, 1809.3448550747707, 2110.902330920566, 2110.902330920566, 2110.902330920566]","[0, 0, 0, 0, 0, 0, 0]","[10977.123843416273, 10448.247879573315, 6449.129538816748, 12499.736914735096, 10065.712425653152, 10426.283333091447, 10627.32959206515]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
12866.392261967274,"('M5', 'M6')","[False, False, False, False, False, False, False]","[1838.0560374238962, 1838.0560374238962, 1838.0560374238962, 1838.0560374238962, 1838.0560374238962, 2144.398710327879, 2144.398710327879]","[0, 0, 0, 0, 0, 0, 0]","[10977.123843416273, 10448.247879573315, 6449.129538816748, 12499.736914735096, 12161.131445355035, 10426.283333091447, 10627.32959206515]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
13027.20863695382,"('M6', 'M7')","[False, False, False, False, False, False, False]","[1861.029805279117, 1861.029805279117, 1861.029805279117, 1861.029805279117, 1861.029805279117, 1861.029805279117, 2171.201439492303]","[0, 0, 0, 0, 0, 0, 0]","[10977.123843416273, 10448.247879573315, 6449.129538816748, 12499.736914735096, 12161.131445355035, 12561.84029301947, 10627.32959206515]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
13178.51302682535,"('M7', 'OutputStock')","[False, False, False, False, False, False, False]","[1882.6447181179071, 1882.6447181179071, 1882.6447181179071, 1882.6447181179071, 1882.6447181179071, 1882.6447181179071, 1882.6447181179071]","[0, 0, 0, 0, 0, 0, 0]","[10977.123843416273, 10448.247879573315, 6449.129538816748, 12499.736914735096, 12161.131445355035, 12561.84029301947, 12772.790761868762]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
13278.51302682535,"('InputStock', 'M1')","[False, False, False, False, False, False, False]","[1896.9304324036216, 1896.9304324036216, 1896.9304324036216, 1896.9304324036216, 1896.9304324036216, 1896.9304324036216, 1896.9304324036216]","[0, 0, 0, 0, 0, 0, 0]","[10977.123843416273, 10448.247879573315, 6449.129538816748, 12499.736914735096, 12161.131445355035, 12561.84029301947, 12772.790761868762]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
13399.282933039527,"('M1', 'M2')","[False, False, False, False, False, False, False]","[1674.9103666299409, 1914.1832761485039, 1914.1832761485039, 1914.1832761485039, 1914.1832761485039, 1914.1832761485039, 1914.1832761485039]","[0, 0, 0, 0, 0, 0, 0]","[13152.8611390902, 10448.247879573315, 6449.129538816748, 12499.736914735096, 12161.131445355035, 12561.84029301947, 12772.790761868762]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
13650.24353011899,"('M2', 'M3')","[False, False, False, False, False, False, False]","[1706.2804412648738, 1706.2804412648738, 1950.0347900169986, 1950.0347900169986, 1950.0347900169986, 1950.0347900169986, 1950.0347900169986]","[0, 0, 0, 0, 0, 0, 0]","[13152.8611390902, 12493.839203361367, 6449.129538816748, 12499.736914735096, 12161.131445355035, 12561.84029301947, 12772.790761868762]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
14751.198790774828,"('M3', 'M4')","[False, False, False, False, False, False, False]","[1843.8998488468535, 1843.8998488468535, 1843.8998488468535, 2107.3141129678324, 2107.3141129678324, 2107.3141129678324, 2107.3141129678324]","[0, 0, 0, 0, 0, 0, 0]","[13152.8611390902, 12493.839203361367, 7644.854616998423, 12499.736914735096, 12161.131445355035, 12561.84029301947, 12772.790761868762]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
14862.30959908908,"('M4', 'M5')","[False, False, False, False, False, False, False]","[1857.788699886135, 1857.788699886135, 1857.788699886135, 1857.788699886135, 2123.1870855841544, 2123.1870855841544, 2123.1870855841544]","[0, 0, 0, 0, 0, 0, 0]","[13152.8611390902, 12493.839203361367, 7644.854616998423, 14685.521719986527, 12161.131445355035, 12561.84029301947, 12772.790761868762]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
15063.334173184829,"('M5', 'M6')","[False, False, False, False, False, False, False]","[1882.9167716481036, 1882.9167716481036, 1882.9167716481036, 1882.9167716481036, 1882.9167716481036, 2151.9048818835468, 2151.9048818835468]","[0, 0, 0, 0, 0, 0, 0]","[13152.8611390902, 12493.839203361367, 7644.854616998423, 14685.521719986527, 14257.048782476839, 12561.84029301947, 12772.790761868762]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
15224.365734719524,"('M6', 'M7')","[False, False, False, False, False, False, False]","[1903.0457168399405, 1903.0457168399405, 1903.0457168399405, 1903.0457168399405, 1903.0457168399405, 1903.0457168399405, 2174.909390674218]","[0, 0, 0, 0, 0, 0, 0]","[13152.8611390902, 12493.839203361367, 7644.854616998423, 14685.521719986527, 14257.048782476839, 14697.96582925048, 12772.790761868762]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
15375.25408986423,"('M7', 'OutputStock')","[False, False, False, False, False, False, False]","[1921.9067612330286, 1921.9067612330286, 1921.9067612330286, 1921.9067612330286, 1921.9067612330286, 1921.9067612330286, 1921.9067612330286]","[0, 0, 0, 0, 0, 0, 0]","[13152.8611390902, 12493.839203361367, 7644.854616998423, 14685.521719986527, 14257.048782476839, 14697.96582925048, 14918.643469762936]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
15475.25408986423,"('InputStock', 'M1')","[False, False, False, False, False, False, False]","[1934.4067612330286, 1934.4067612330286, 1934.4067612330286, 1934.4067612330286, 1934.4067612330286, 1934.4067612330286, 1934.4067612330286]","[0, 0, 0, 0, 0, 0, 0]","[13152.8611390902, 12493.839203361367, 7644.854616998423, 14685.521719986527, 14257.048782476839, 14697.96582925048, 14918.643469762936]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
15596.291793371067,"('M1', 'M2')","[False, False, False, False, False, False, False]","[1732.921310374563, 1949.5364741713834, 1949.5364741713834, 1949.5364741713834, 1949.5364741713834, 1949.5364741713834, 1949.5364741713834]","[0, 0, 0, 0, 0, 0, 0]","[15328.832295914905, 12493.839203361367, 7644.854616998423, 14685.521719986527, 14257.048782476839, 14697.96582925048, 14918.643469762936]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
15847.187253967404,"('M2', 'M3')","[False, False, False, False, False, False, False]","[1760.798583774156, 1760.798583774156, 1980.8984067459255, 1980.8984067459255, 1980.8984067459255, 1980.8984067459255, 1980.8984067459255]","[0, 0, 0, 0, 0, 0, 0]","[15328.832295914905, 14539.887466613443, 7644.854616998423, 14685.521719986527, 14257.048782476839, 14697.96582925048, 14918.643469762936]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
16948.08044605183,"('M3', 'M4')","[False, False, False, False, False, False, False]","[1883.1200495613145, 1883.1200495613145, 1883.1200495613145, 2118.510055756479, 2118.510055756479, 2118.510055756479, 2118.510055756479]","[0, 0, 0, 0, 0, 0, 0]","[15328.832295914905, 14539.887466613443, 8840.843080191, 14685.521719986527, 14257.048782476839, 14697.96582925048, 14918.643469762936]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
17058.764316335917,"('M4', 'M5')","[False, False, False, False, False, False, False]","[1895.4182573706576, 1895.4182573706576, 1895.4182573706576, 1895.4182573706576, 2132.3455395419896, 2132.3455395419896, 2132.3455395419896]","[0, 0, 0, 0, 0, 0, 0]","[15328.832295914905, 14539.887466613443, 8840.843080191, 16871.292566949276, 14257.048782476839, 14697.96582925048, 14918.643469762936]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
17259.5533143008,"('M5', 'M6')","[False, False, False, False, False, False, False]","[1917.7281460334223, 1917.7281460334223, 1917.7281460334223, 1917.7281460334223, 1917.7281460334223, 2157.4441642876, 2157.4441642876]","[0, 0, 0, 0, 0, 0, 0]","[15328.832295914905, 14539.887466613443, 8840.843080191, 16871.292566949276, 16352.47892562793, 14697.96582925048, 14918.643469762936]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
17420.437564549535,"('M6', 'M7')","[False, False, False, False, False, False, False]","[1935.6041738388371, 1935.6041738388371, 1935.6041738388371, 1935.6041738388371, 1935.6041738388371, 1935.6041738388371, 2177.554695568692]","[0, 0, 0, 0, 0, 0, 0]","[15328.832295914905, 14539.887466613443, 8840.843080191, 16871.292566949276, 16352.47892562793, 16833.153408831757, 14918.643469762936]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
17571.51201468885,"('M7', 'OutputStock')","[False, False, False, False, False, False, False]","[1952.390223854317, 1952.390223854317, 1952.390223854317, 1952.390223854317, 1952.390223854317, 1952.390223854317, 1952.390223854317]","[0, 0, 0, 0, 0, 0, 0]","[15328.832295914905, 14539.887466613443, 8840.843080191, 16871.292566949276, 16352.47892562793, 16833.153408831757, 17063.826944448243]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
17671.51201468885,"('InputStock', 'M1')","[False, False, False, False, False, False, False]","[1963.501334965428, 1963.501334965428, 1963.501334965428, 1963.501334965428, 1963.501334965428, 1963.501334965428, 1963.501334965428]","[0, 0, 0, 0, 0, 0, 0]","[15328.832295914905, 14539.887466613443, 8840.843080191, 16871.292566949276, 16352.47892562793, 16833.153408831757, 17063.826944448243]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
17792.452703813236,"('M1', 'M2')","[False, False, False, False, False, False, False]","[1779.2452703813237, 1976.939189312582, 1976.939189312582, 1976.939189312582, 1976.939189312582, 1976.939189312582, 1976.939189312582]","[0, 0, 0, 0, 0, 0, 0]","[17504.05251723269, 14539.887466613443, 8840.843080191, 16871.292566949276, 16352.47892562793, 16833.153408831757, 17063.826944448243]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
18043.298516657997,"('M2', 'M3')","[False, False, False, False, False, False, False]","[1804.3298516657997, 1804.3298516657997, 2004.810946295333, 2004.810946295333, 2004.810946295333, 2004.810946295333, 2004.810946295333]","[0, 0, 0, 0, 0, 0, 0]","[17504.05251723269, 16585.152916459276, 8840.843080191, 16871.292566949276, 16352.47892562793, 16833.153408831757, 17063.826944448243]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
19144.163167847102,"('M3', 'M4')","[False, False, False, False, False, False, False]","[1914.4163167847103, 1914.4163167847103, 1914.4163167847103, 2127.1292408719, 2127.1292408719, 2127.1292408719, 2127.1292408719]","[0, 0, 0, 0, 0, 0, 0]","[17504.05251723269, 16585.152916459276, 10036.061150797166, 16871.292566949276, 16352.47892562793, 16833.153408831757, 17063.826944448243]","[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]"
