Experiment,Mean Idle Times,Sum Idle Times,Downtime,Mean CT,Parts Done,Cycle Time
11,"[2535.9008774020745, 3707.7876179852074, 35225.846847984016, 1867.8683267670858, 4958.733123684323, 5600.017550993442, 7221.154557844685, 7170.1060961816665]","[2291137.472017682, 2187601.9037719243, 2357635.770100788, 813896.4176006835, 2279847.0213943147, 2250207.4348340724, 2292746.6241751094, 2154941.7787870304]","[13, 14, 14, 16, 16, 20, 19, 20]","[1111.969111969112, 1286.3523573200991, 9357.40072202166, 1193.9198526024873, 1258.2524271844661, 1292.7680798004988, 1328.5494618144542, 1375.0663129973475]",1843.0,1406.4026044492675
12,"[2071.153088181798, 7430.031368006901, 26273.720303544927, 1085.4911517832006, 3988.217950664288, 3731.6517404969345, 7643.852016081033, 6033.801400748715]","[2328235.1295939875, 2120672.515268325, 2367247.609793399, 765779.5097524656, 2298396.3850216144, 2305338.910837489, 2220394.844356761, 2201363.414638692]","[6, 27, 12, 13, 14, 14, 21, 14]","[1102.9787234042553, 1281.2654473554128, 9257.142857142857, 1192.2723091076357, 1254.5982575024202, 1281.899109792285, 1311.0773899848255, 1350.7034914017718]",1885.0,1375.0663129973475
13,"[5534.195653669323, 3785.8877567428704, 40894.61264270339, 2021.8199189649565, 5148.8607639741385, 4056.6460449110436, 7025.865353004709, 5268.14481538693]","[2272153.8795341044, 2231600.3370323125, 2348741.9156808658, 794893.340202367, 2315803.152963248, 2320101.7672863887, 2234554.793407607, 2268478.1508590654]","[17, 16, 14, 10, 14, 11, 24, 14]","[1116.2790697674418, 1286.3523573200991, 9781.132075471698, 1203.901532745007, 1266.8621700879764, 1295.352323838081, 1331.2788906009246, 1375.0663129973475]",1852.0,1399.5680345572355
14,"[3604.2195957674585, 5861.190152566707, 47354.02420466427, 181.657974514813, 2998.4032895266523, 4982.590403754396, 3818.6088012632063, 5782.5162070079]","[2280695.6680442253, 2115756.5673609045, 2323349.162580603, 762590.4208161783, 2340132.3881294737, 2297449.1915834174, 2337497.9447475597, 2234095.227178011]","[15, 15, 16, 12, 10, 16, 11, 14]","[1112.4463519313306, 1281.2654473554128, 9744.36090225564, 1198.3356449375867, 1258.2524271844661, 1280.0, 1305.793450881612, 1344.3983402489628]",1893.0,1369.255150554675
15,"[5106.955658645863, 3619.4990524805303, 37315.55960759607, 1980.4792686344592, 5053.627846354811, 5013.566761664003, 5696.189805700742, 5979.768914670305]","[2260646.4098085086, 2196339.5375953875, 2391417.2026324025, 813366.2085900647, 2304216.6864739466, 2311621.9930383125, 2267995.201853684, 2199589.443584992]","[18, 13, 14, 13, 17, 13, 18, 19]","[1095.0570342205324, 1276.847290640394, 8937.931034482759, 1183.0214513920585, 1253.9912917271408, 1289.55223880597, 1317.0731707317073, 1355.6485355648535]",1876.0,1381.6631130063965
16,"[3549.082405991671, 2173.785065226492, 59893.75305641202, 3150.3004675498805, 4396.935345028716, 4652.390236482536, 5913.633974633809, 5151.14204145549]","[2312404.233322907, 2156011.3794439677, 2319284.0920010232, 753808.5290850458, 2305337.8537326152, 2324379.9012322226, 2210368.3676968035, 2223018.7288618754]","[9, 12, 18, 17, 15, 9, 17, 17]","[1108.1658828559214, 1273.0844793713163, 9855.513307984791, 1191.1764705882354, 1252.1739130434783, 1280.6324110671937, 1313.0699088145896, 1353.5248041775458]",1878.0,1380.1916932907347
17,"[1127.52601235746, 3880.0371590726604, 40712.908414205245, 1226.0017568212613, 4472.19831543572, 3792.1800825235246, 4585.601765600967, 5215.333675975451]","[2319220.001301987, 2127455.728753693, 2318385.1329816924, 727073.2624832075, 2293671.957534617, 2329438.80085813, 2317402.686387708, 2233379.8204547004]","[8, 14, 17, 26, 16, 10, 14, 13]","[1115.3184165232358, 1280.6324110671937, 10085.603112840467, 1201.112140871177, 1263.7737688932227, 1289.55223880597, 1319.755600814664, 1356.3579277864992]",1881.0,1377.9904306220096
18,"[3644.5010854789193, 3009.7264499198272, 31688.406860579915, 3692.9964798140745, 3632.553314561054, 6348.217334208909, 3231.5403186431313, 4867.220956050023]","[2275242.5103651, 2152729.615986049, 2354003.2904071533, 752429.4239674434, 2286996.7894263878, 2267908.058058153, 2328963.3527186704, 2230999.924481285]","[14, 14, 15, 24, 13, 20, 10, 17]","[1104.388581167448, 1276.847290640394, 9600.0, 1189.5364846259752, 1251.569290197972, 1281.899109792285, 1311.740890688259, 1351.40771637122]",1881.0,1377.9904306220096
19,"[5446.106714991757, 3266.2457661877365, 39859.06150848805, 1195.1302822300129, 5755.087921258707, 3382.8707251627407, 3756.23424244381, 2944.5475754677295]","[2280960.074237946, 2176577.066608197, 2352960.7257474335, 780032.499518448, 2257900.9631098392, 2304681.4180933544, 2339447.9225277104, 2321715.191677241]","[14, 14, 13, 19, 17, 12, 10, 7]","[1110.5398457583547, 1278.1065088757396, 9744.36090225564, 1192.2723091076357, 1254.5982575024202, 1281.899109792285, 1311.0773899848255, 1346.4935064935064]",1894.0,1368.532206969377
20,"[2733.9205584773463, 1414.0897125121412, 37535.88088206727, 733.519299393768, 4888.590773127966, 3109.0832774013143, 5707.291841410884, 5760.7292855792575]","[2285745.1846240372, 2191133.4351811856, 2397682.037166594, 737658.6066991698, 2286117.89553916, 2322529.690315018, 2289283.928336488, 2186632.67749289]","[15, 7, 11, 16, 16, 11, 15, 19]","[1120.1382886776146, 1275.5905511811025, 10579.591836734693, 1202.226345083488, 1268.1017612524463, 1295.352323838081, 1318.413021363174, 1354.9398849973863]",1875.0,1382.4
21,"[4609.768585259808, 5145.896850139183, 36602.0975072246, 305.40053609270274, 3927.8261651638386, 5386.656366177337, 7593.631884260626, 6185.503370244117]","[2243621.5381838414, 2111815.076979909, 2302806.0306766527, 813544.6720080394, 2270705.3588939547, 2226444.5877554854, 2222121.543355496, 2163638.8969980944]","[18, 17, 18, 12, 13, 15, 21, 17]","[1125.4884932696482, 1309.090909090909, 9494.505494505494, 1217.4729920150305, 1279.3682132280355, 1307.1104387291982, 1342.3096841015017, 1383.1376734258272]",1846.0,1404.1170097508125
22,"[4864.5265200175445, 3892.10257539674, 31384.437901315512, 1536.3161210978044, 2836.941698750745, 4393.809508746305, 4802.302396608651, 6617.331616630653]","[2254946.8808154766, 2170135.51207192, 2406782.4435853837, 779463.8739772458, 2296215.2797137913, 2324451.8437243802, 2293979.5579302767, 2166112.457664048]","[18, 10, 13, 17, 12, 14, 13, 15]","[1099.703012303776, 1265.0073206442166, 9707.865168539325, 1181.9425444596443, 1241.3793103448277, 1271.2113781265325, 1307.1104387291982, 1347.8939157566303]",1890.0,1371.4285714285713
23,"[4257.127282922932, 4432.279817053198, 37035.71482514124, 185.58701942162133, 5941.553337351245, 5860.589235950383, 3718.6650208044935, 3879.5645719145623]","[2280434.891131774, 2174830.486997272, 2420429.847197399, 806190.012367523, 2269840.753199003, 2294580.579557426, 2305759.3960846867, 2303779.7685453664]","[15, 14, 16, 5, 17, 19, 16, 12]","[1112.9240017174752, 1285.0768468021815, 9564.575645756458, 1195.0207468879669, 1260.7003891050583, 1292.123629112662, 1326.5097236438075, 1364.2105263157894]",1872.0,1384.6153846153845
24,"[5367.673564754107, 2588.118765528016, 46509.05410241257, 1670.3766291628096, 2836.364007197128, 3476.467892194042, 4773.7816164622245, 4877.059083372996]","[2284439.729385719, 2215002.4091026387, 2396635.5587170064, 731388.8627831934, 2290682.085034859, 2351080.441379919, 2288684.357445382, 2256873.6614269926]","[17, 12, 16, 9, 12, 9, 16, 14]","[1121.5923842492427, 1289.55223880597, 9855.513307984791, 1205.020920502092, 1267.4816625916872, 1290.8366533864541, 1318.413021363174, 1354.9398849973863]",1881.0,1377.9904306220096
25,"[3491.0579885931243, 6344.243300640497, 42752.72332536917, 2481.571685153649, 4201.164520226944, 7673.530553129129, 2834.718644431245, 4720.607944864141]","[2310518.1893088794, 2160365.245357156, 2358101.787347266, 739659.7773498264, 2300011.7410906446, 2264540.110334019, 2338775.6158463615, 2233919.166984546]","[12, 18, 15, 13, 13, 15, 7, 15]","[1142.3534596738652, 1303.1674208144796, 10409.638554216868, 1221.4891611687087, 1286.3523573200991, 1312.4050632911392, 1343.701399688958, 1373.6089030206676]",1869.0,1386.8378812199037
26,"[4147.691812976482, 5686.1810023683, 28349.71644537433, 1178.4906004807174, 3755.8683594772865, 4672.621009898079, 5029.04276313114, 3940.7347650212114]","[2306223.3573433976, 2034897.952060944, 2421948.2038406134, 793476.4991648401, 2310076.723292717, 2297691.7683120375, 2280577.344809544, 2250192.8256386346]","[11, 19, 13, 19, 14, 11, 14, 12]","[1095.0570342205324, 1283.1683168316831, 9031.358885017422, 1195.5719557195573, 1257.0320077594567, 1283.1683168316831, 1311.0773899848255, 1342.3096841015017]",1906.0,1359.916054564533
27,"[2334.6156138631436, 4014.8054586464677, 30857.620935583225, 3269.8902046532608, 3416.7591666527223, 4220.658855004973, 5298.662700579385, 6301.033426189455]","[2321425.4469709718, 2152279.3233214114, 2333917.049970168, 757126.0579101767, 2335217.789151056, 2318126.967705587, 2267020.7336547873, 2171795.0182239003]","[8, 14, 14, 18, 8, 12, 19, 16]","[1117.2413793103449, 1284.440039643211, 9931.034482758621, 1203.342618384401, 1265.0073206442166, 1288.2703777335985, 1317.0731707317073, 1359.916054564533]",1870.0,1386.096256684492
28,"[4661.063644160869, 4673.693856265272, 33406.43482103984, 2463.688405711386, 4813.803962715482, 1951.0891004855305, 3307.1818522153426, 4837.489104954351]","[2265226.6064192704, 2215584.2718199277, 2392911.7083961274, 758473.680855638, 2303988.461878885, 2347755.19924922, 2341342.885396005, 2182980.480578056]","[19, 13, 13, 17, 16, 5, 10, 17]","[1111.015859408487, 1286.3523573200991, 9459.85401459854, 1197.2286374133948, 1263.157894736842, 1293.4131736526947, 1319.0839694656488, 1352.112676056338]",1889.0,1372.1545791424035
29,"[5853.881751965422, 3694.8088897267644, 22308.542439463003, 1727.6919412710351, 2674.767027488204, 6472.649293083715, 3932.949039908157, 4766.779262698497]","[2275314.108503804, 2189296.485817769, 2435974.218270207, 788027.4533815384, 2308846.6580957547, 2242885.984318744, 2335032.416450273, 2224118.9582079947]","[18, 13, 8, 16, 10, 19, 12, 15]","[1111.015859408487, 1279.3682132280355, 9707.865168539325, 1195.0207468879669, 1260.7003891050583, 1292.123629112662, 1325.153374233129, 1363.4928984744872]",1872.0,1384.6153846153845
30,"[3051.4382686434774, 4085.5615462196374, 46527.0109071273, 1187.2372207707513, 6400.590732890583, 5466.795144629762, 2838.15052708637, 5916.746793630724]","[2314604.617267159, 2180430.793003699, 2273068.565242979, 739823.5945313985, 2293443.0073123085, 2289691.8820475107, 2346327.0553398244, 2237866.7579453737]","[9, 13, 20, 13, 18, 17, 8, 15]","[1104.8593350383633, 1268.7224669603524, 9707.865168539325, 1183.0214513920585, 1245.555021624219, 1276.847290640394, 1307.1104387291982, 1346.4935064935064]",1887.0,1373.6089030206676
31,"[2218.600635831506, 4745.120156554799, 36443.98626485561, 1138.7996338617897, 5165.470770312913, 4600.589862904882, 3342.777207100634, 5082.368740417829]","[2313929.1372642447, 2218527.9449917576, 2321470.3621259555, 743249.7491893284, 2283559.1668402757, 2290696.6777163735, 2334018.9968804903, 2183527.319352653]","[10, 13, 15, 9, 15, 16, 8, 15]","[1111.969111969112, 1268.7224669603524, 10164.70588235294, 1188.9908256880733, 1256.4226854095978, 1289.55223880597, 1320.4279164544066, 1357.7789418543741]",1877.0,1380.927011188066
32,"[4812.299447379975, 3713.615664160458, 35762.996091857436, 1156.7317092788644, 5516.330412768946, 5579.445122039728, 3169.607785964079, 3497.624670939488]","[2258816.9808341246, 2232746.465526155, 2375057.629460128, 760476.5338343343, 2272177.6211827546, 2290238.3170476644, 2288029.4173725448, 2226873.266521348]","[17, 11, 11, 11, 17, 16, 12, 15]","[1124.5119305856833, 1284.440039643211, 10326.693227091633, 1205.020920502092, 1272.459499263623, 1298.5971943887776, 1322.4489795918366, 1358.4905660377358]",1876.0,1381.6631130063965
33,"[5702.1166476342, 5532.139869297597, 39935.876467506525, 1363.4056465996814, 5121.573969371835, 3489.5121234691583, 6131.917959122427, 6031.825655356902]","[2265080.101788267, 2120666.605409458, 2362101.908657882, 801007.9560500969, 2313179.5178893027, 2316085.7329581557, 2305996.897514203, 2250043.472676529]","[19, 16, 17, 16, 14, 7, 16, 13]","[1095.983086680761, 1281.2654473554128, 8968.858131487888, 1188.445667125172, 1253.3849129593812, 1281.2654473554128, 1309.090909090909, 1347.193347193347]",1893.0,1369.255150554675
34,"[3126.0910028974913, 4074.1500302838203, 56462.456745212956, 2028.084870301902, 5921.357091873221, 4753.76883317275, 3729.848723911742, 6498.528100736091]","[2303223.510646685, 2196678.482946977, 2298990.0737538342, 790697.6273460517, 2291221.3566745785, 2286757.916384684, 2328235.1662986176, 2174846.376091983]","[10, 11, 23, 16, 16, 15, 12, 18]","[1111.492281303602, 1280.6324110671937, 9744.36090225564, 1196.1236732810337, 1261.3138686131388, 1292.123629112662, 1323.12404287902, 1357.7789418543741]",1882.0,1377.258235919235
35,"[5244.488702175541, 8603.015714523915, 34318.14741982752, 1332.9287141149712, 5428.016491832561, 6036.769978188619, 3201.304376662671, 5439.980387276946]","[2255411.2813513107, 2053825.4901590578, 2412498.7579013817, 823530.0020293896, 2300763.7364252866, 2249103.584659007, 2321791.8704066672, 2171365.670401436]","[21, 25, 15, 13, 17, 23, 10, 17]","[1113.8805328749463, 1312.4050632911392, 8876.712328767124, 1218.045112781955, 1281.899109792285, 1312.4050632911392, 1340.2275077559461, 1376.5268189060012]",1850.0,1401.081081081081
36,"[5055.971251707639, 5331.9629215480445, 54387.66721251325, 4305.732337189867, 6125.789924829454, 4500.128221010866, 3310.402482938064, 2717.935873610929]","[2269556.964929665, 2178760.1814346514, 2363439.470592636, 756206.6442428492, 2270122.370974642, 2304146.7258910732, 2326733.3226322564, 2321824.624561197]","[18, 17, 20, 22, 18, 14, 10, 7]","[1125.4884932696482, 1295.352323838081, 9969.23076923077, 1211.781206171108, 1273.7100737100736, 1296.0, 1327.8688524590164, 1366.3679493937796]",1871.0,1385.355424906467
37,"[3710.054856696863, 4406.4101037131595, 28243.58092992705, 1418.2820950511764, 5117.897562043304, 5172.405514008729, 8726.671518561912, 4697.137122141911]","[2263392.353876789, 2150284.348377927, 2416405.2347455835, 828364.7548646354, 2310571.7327310103, 2269542.062391801, 2275393.5158643387, 2207670.459524398]","[16, 15, 11, 16, 15, 14, 23, 12]","[1091.8281381634372, 1271.2113781265325, 8968.858131487888, 1178.7175989085947, 1243.1654676258993, 1273.0844793713163, 1309.7524002021223, 1355.6485355648535]",1878.0,1380.1916932907347
38,"[6362.377249274323, 7317.894292925979, 37244.697438794385, 2110.0834590582936, 5679.327600231523, 5593.130560238518, 5889.601698905379, 6281.379266910208]","[2225634.353666438, 2144236.4109924496, 2326065.044742019, 801168.0638425369, 2272982.4749554335, 2301013.9616815075, 2260830.619085012, 2194461.3320429847]","[20, 20, 17, 13, 19, 16, 21, 16]","[1118.6879585671127, 1303.1674208144796, 9290.322580645161, 1210.6492293320878, 1278.1065088757396, 1304.4791142425768, 1332.6478149100258, 1380.1916932907347]",1837.0,1410.9961894393032
39,"[6092.455899236689, 3084.3052648101193, 25283.633030450386, 1809.9267675506035, 3950.604586931813, 3595.534103943081, 5163.973477514039, 4020.1088423040514]","[2226225.5586335277, 2188106.26052899, 2345099.168087096, 788095.5138350476, 2298911.9559526136, 2323787.5170355556, 2296493.811493106, 2214528.2609028886]","[22, 12, 12, 12, 12, 9, 19, 14]","[1091.3684210526317, 1268.7224669603524, 9323.741007194245, 1184.6435100548447, 1246.7532467532467, 1276.218611521418, 1308.4300858152449, 1348.595213319459]",1887.0,1373.6089030206676
40,"[5321.690404370408, 4716.943950175023, 31508.027676257567, 1043.1715546526725, 4395.452109823625, 2417.828597788203, 6618.78294347218, 4729.699244747682]","[2231620.8237928557, 2200764.936712955, 2354175.669098892, 791375.7962585585, 2312121.07456934, 2339103.3560882215, 2241990.1400151355, 2250261.5525216525]","[20, 15, 13, 6, 14, 8, 21, 11]","[1109.5890410958905, 1276.847290640394, 9635.687732342007, 1188.9908256880733, 1252.7791203479942, 1280.6324110671937, 1312.4050632911392, 1351.40771637122]",1888.0,1372.8813559322034
41,"[2567.2493484361635, 2428.525456144952, 26703.217821072612, 862.0938900877125, 4059.7233606390882, 2404.4560686613736, 1642.2091155472265, 3295.495981267378]","[1302571.074834125, 1207478.5905644093, 1272461.6869443061, 474493.2110311132, 1304059.7145972045, 1285872.4304957055, 1314388.3428919963, 1213663.58767486]","[15, 17, 20, 18, 18, 14, 9, 14]","[1903.0837004405287, 2217.2797262617623, 15804.878048780487, 2062.052505966587, 2172.673931265717, 2228.71883061049, 2289.7526501766783, 2362.8076572470372]",1078.0,2404.452690166976
42,"[4286.251955870935, 3073.305703601649, 32368.639538546577, 442.6097940570268, 3897.4487416275324, 6280.300409084393, 7478.3365428664265, 7004.843079638545]","[2282530.0470179534, 2132551.747186394, 2421493.4123276, 786063.7003006714, 2323855.7917961436, 2279808.198512629, 2244884.9778814893, 2157444.2148523293]","[14, 12, 14, 14, 12, 16, 20, 20]","[1104.388581167448, 1276.847290640394, 9564.575645756458, 1191.7241379310344, 1253.3849129593812, 1280.0, 1312.4050632911392, 1357.068062827225]",1873.0,1383.876134543513
43,"[3441.7731740593526, 3930.3645433445727, 34336.556005618884, 1824.5028569151812, 4119.081299034321, 2433.570215006834, 4578.832598674363, 6471.7065764018325]","[2293129.5028157644, 2178077.949236166, 2377793.521906008, 762108.2095851634, 2329952.426153785, 2322257.5984213306, 2252743.509014896, 2149434.5983024016]","[9, 11, 14, 15, 12, 9, 13, 18]","[1087.248322147651, 1253.9912917271408, 9635.687732342007, 1173.3816206428248, 1233.1113225499523, 1260.7003891050583, 1290.8366533864541, 1327.188940092166]",1921.0,1349.297241020302
44,"[5015.6331405432165, 3601.92063137823, 29898.867514146896, 1827.1993796456209, 5422.813518264486, 6604.049598664681, 6341.638570213201, 4315.629288801578]","[2250368.324012459, 2157410.268840498, 2390430.006202855, 821764.0927543679, 2252836.222372205, 2256762.25450609, 2269865.714174285, 2231422.5847971337]","[18, 12, 15, 16, 19, 19, 23, 14]","[1110.0642398286939, 1276.847290640394, 9969.23076923077, 1197.7818853974122, 1262.5426205552849, 1292.123629112662, 1324.4762391415431, 1362.0599054125066]",1871.0,1385.355424906467
45,"[2761.0614087715253, 4397.970888419293, 36933.70368274746, 1563.9452195441793, 3300.9855801770427, 4171.4715426665825, 4067.522001088232, 4484.854427967929]","[2309699.6265896186, 2161870.935170233, 2412125.572034825, 789156.1828012038, 2287878.914252872, 2335191.9074829086, 2284772.2107161395, 2176954.318649395]","[11, 17, 14, 13, 14, 11, 15, 15]","[1115.7985363753767, 1285.0768468021815, 9635.687732342007, 1197.2286374133948, 1259.4752186588921, 1286.3523573200991, 1318.413021363174, 1358.4905660377358]",1874.0,1383.1376734258272
46,"[2645.090175091724, 3684.5504844624147, 18507.612677543784, 1638.9911826622163, 2597.0041320412574, 3570.097117669912, 1719.6708165969164, 2845.3771667324713]","[1193072.4006498123, 1074781.9127233315, 1252960.3368617613, 411365.6601347021, 1193456.4965656637, 1209089.825710758, 1216031.8750852623, 1163855.8547486332]","[16, 17, 15, 17, 13, 13, 17, 14]","[2095.392077607114, 2436.09022556391, 17753.424657534248, 2273.684210526316, 2391.1439114391146, 2438.381937911571, 2497.1098265895953, 2571.4285714285716]",991.0,2615.539858728557
47,"[3331.3470605436137, 4908.572054235745, 23114.990188976117, 707.8651526124278, 4526.502130123369, 5088.68985434094, 5050.683920723145, 5048.9222933568]","[2272327.3611429255, 2113943.3932544137, 2389158.826848268, 786348.3540579411, 2316252.636232946, 2313293.484578361, 2297771.5075795045, 2202866.050855071]","[15, 15, 11, 14, 13, 14, 15, 14]","[1094.1325453777965, 1268.1017612524463, 9257.142857142857, 1179.2538671519562, 1237.8223495702007, 1263.157894736842, 1298.5971943887776, 1343.0051813471503]",1896.0,1367.0886075949368
48,"[4485.9819749912485, 5306.078622255961, 35111.732411587735, 1986.36553383067, 6799.148485333166, 5669.9737499834655, 6701.032928610677, 4535.354017705761]","[2288890.5298574613, 2121606.256602821, 2329036.277930915, 768473.1600669719, 2271418.099477404, 2303140.663112638, 2284784.1792210178, 2258576.266890055]","[13, 21, 15, 12, 15, 16, 20, 9]","[1096.9107067287346, 1266.2432828529556, 9494.505494505494, 1180.8656036446469, 1243.1654676258993, 1273.7100737100736, 1306.4516129032259, 1349.297241020302]",1885.0,1375.0663129973475
49,"[5076.395593805006, 6928.107108970425, 45039.0617209453, 2731.2535935864753, 7401.172267838644, 4097.901006628593, 6921.2857490758415, 6797.008265207354]","[2259190.3311451143, 2160102.967031709, 2342023.1040800484, 802480.7453566059, 2254524.413072847, 2330382.709351154, 2255634.3486328917, 2192185.7817187314]","[16, 17, 15, 18, 22, 11, 21, 15]","[1092.2882427307206, 1269.3437806072477, 9257.142857142857, 1181.9425444596443, 1244.359097455593, 1278.737049827331, 1315.736040609137, 1358.4905660377358]",1872.0,1384.6153846153845
50,"[4970.335283847544, 5140.969694784779, 54335.558101379545, 1599.039005276657, 4989.859037875119, 5618.583867187401, 3559.4672795836873, 5296.959169986786]","[2249010.149486001, 2074114.875534938, 2313356.0307113035, 753763.7170737847, 2320209.246717298, 2302589.2427757797, 2346260.821788967, 2171165.5977223245]","[19, 18, 19, 21, 12, 16, 9, 17]","[1130.890052356021, 1304.4791142425768, 9969.23076923077, 1220.913801224682, 1283.1683168316831, 1310.4145601617795, 1336.7715317173802, 1368.532206969377]",1862.0,1392.0515574650913
51,"[4871.1916851433925, 6810.671933842819, 27982.562278551864, 1039.606524348257, 4119.060682401384, 4650.498935639332, 6085.866428498234, 4841.559543550533]","[2255049.581807454, 2059488.91841159, 2409000.465938201, 782036.7738285974, 2303873.3637762317, 2290663.040518123, 2298103.2316968283, 2239458.0588440318]","[18, 19, 13, 12, 14, 14, 17, 11]","[1100.6369426751592, 1277.4765894529326, 9257.142857142857, 1189.5364846259752, 1248.5549132947976, 1276.218611521418, 1307.1104387291982, 1346.4935064935064]",1887.0,1373.6089030206676
