Experiment,Mean Idle Times,Sum Idle Times,Downtime,Mean CT,Parts Done,Cycle Time
16,"[1367.8774851487951, 1495.0843569780454, 38.30231635290862, 3825.5732670593666, 3372.0321246174267, 2875.8583877905194, 2620.585700225191]","[437386.8955233214, 223593.91698255023, 215105.80863793482, 2225479.379022607, 2246712.4498278084, 2268148.840146925, 2262778.450503267]","[15, 13, 13, 16, 12, 13, 9]","[1590.1840490797547, 1806.2717770034844, 925.3837915030347, 964.644585039077, 982.9351535836178, 1001.5455950540958, 1024.505928853755]",2499.0,1037.2148859543818
17,"[922.635150952295, 831.5538902840867, 421.4594593542566, 3926.679889299446, 3738.191009215975, 1653.6496512124356, 3048.600224764239]","[476399.3314118593, 260860.4070677997, 213855.92047582538, 2217898.353818826, 2216282.1262083347, 2296692.355914233, 2200819.889678384]","[13, 16, 12, 17, 15, 8, 15]","[1595.076923076923, 1831.8021201413428, 934.0540540540541, 973.7039819684447, 992.7230945997702, 1011.7096018735363, 1031.4365300437723]",2486.0,1042.6387771520515
18,"[532.1458324019636, 75.83425515350692, 34.17019585838535, 3243.9775469157116, 2210.2948770922094, 3297.051974657171, 4286.025869452147]","[473015.62450658286, 218933.49462817446, 192993.26620816046, 2223601.994211357, 2241876.2529160767, 2230209.68155993, 2170804.9142240044]","[13, 14, 11, 13, 8, 14, 14]","[1573.7704918032787, 1805.0139275766016, 919.8012775017743, 957.1639586410635, 974.8025573523881, 992.7230945997702, 1013.2916340891321]",2525.0,1026.5346534653465
19,"[156.1431704435211, 1345.5003886839843, 116.86325216456707, 3083.2332485094125, 3160.5199508447413, 3434.2712782682656, 4912.547947182721]","[506840.73125966947, 239030.85072091583, 183805.8694052395, 2253279.454465266, 2240946.8945003953, 2223739.2651813324, 2176286.56098072]","[11, 14, 18, 15, 14, 14, 17]","[1602.9684601113172, 1854.0772532188842, 943.5748088824172, 982.9351535836178, 1000.0, 1018.8679245283018, 1043.4782608695652]",2448.0,1058.8235294117646
20,"[1210.1796048637189, 776.4627872242495, 406.58050147044014, 5888.246714489317, 2762.3872423869134, 3175.526474720635, 3238.8516785015554]","[468747.02661388076, 256364.45849734903, 221869.95142044008, 2148884.899450941, 2234783.4413363724, 2259276.9199373894, 2190637.1806357293]","[11, 16, 16, 24, 14, 14, 11]","[1575.6838905775076, 1807.5313807531381, 921.4361891219339, 963.5687732342008, 986.6768176627331, 1005.4305663304888, 1024.505928853755]",2502.0,1035.9712230215828
21,"[138.53471679166307, 87.59983830205925, 1098.9647995099363, 2115.7222294593457, 3510.573438677761, 3795.133045028486, 4788.146004426028]","[450156.89931375993, 249922.33867577507, 169948.5516529608, 2268033.1294905036, 2248411.7995468853, 2230246.5019941144, 2105418.857554068]","[11, 12, 18, 10, 16, 14, 17]","[1595.076923076923, 1825.3521126760563, 932.0388349514564, 970.4230625233995, 986.6768176627331, 1004.2619139868268, 1026.9413629160063]",2489.0,1041.3820811570913
22,"[1367.8903507681828, 771.5179276507088, 750.9813008230572, 4562.257427573198, 3719.152740593038, 2964.513532946044, 3889.289025547193]","[491166.3529961053, 226981.33710533188, 201214.8858473813, 2195690.1647029286, 2245575.6554790186, 2220810.0849822117, 2145781.909236772]","[17, 14, 8, 20, 15, 16, 15]","[1579.524680073126, 1820.2247191011236, 926.0450160771704, 965.3631284916202, 985.5513307984791, 1006.6019417475728, 1029.3884034948371]",2487.0,1042.2195416164052
23,"[144.15907019718543, 86.1476308591061, 265.87516823307465, 3703.097728810951, 2360.1146807257965, 3934.1569476556156, 3246.715999841168]","[470910.55897725455, 242714.69775591933, 182498.71214996482, 2251328.9082132573, 2242387.1416050512, 2226790.833622989, 2138144.598975102]","[18, 17, 11, 12, 13, 15, 17]","[1593.1161647203442, 1836.9950389794471, 934.3907714491709, 973.3383402177994, 989.3129770992366, 1007.3843762145356, 1032.258064516129]",2476.0,1046.8497576736672
24,"[458.841209925322, 419.70592040482813, 614.9425386955473, 4861.063605190302, 1925.849126852318, 2554.479137958967, 6011.13042414329]","[461563.2761297557, 244048.44724929967, 200201.45516213152, 2166875.4591302574, 2259988.962109348, 2265569.95215169, 2035916.6768046406]","[15, 7, 16, 18, 11, 9, 21]","[1600.9882643607166, 1831.8021201413428, 935.7400722021661, 974.8025573523881, 988.9355207935903, 1004.2619139868268, 1031.0262529832935]",2473.0,1048.1196926809544
25,"[1217.412221288082, 160.14069065855992, 377.43990300054, 3925.920325607873, 4620.928547473852, 4504.386887732035, 3734.8624764619617]","[511529.60515948076, 228717.68691036286, 181517.6509123579, 2245874.0242547207, 2197058.8163751615, 2227236.547495643, 2145210.607316651]","[13, 11, 19, 12, 17, 17, 17]","[1597.0425138632163, 1824.0675580577058, 930.7001795332136, 967.525195968645, 986.6768176627331, 1009.7389949357226, 1033.905065815716]",2478.0,1046.0048426150122
26,"[2141.115079129464, 1049.5517051232061, 36.104897915920134, 4260.288892770309, 3838.4919176296457, 4757.874938316437, 2889.109528611616]","[458980.81092658715, 263297.1393497328, 202765.10669580745, 2212501.60481567, 2209154.1414738637, 2216862.1902603884, 2215816.1305685006]","[10, 14, 11, 18, 14, 19, 13]","[1586.2913096695227, 1807.5313807531381, 925.0535331905782, 964.2857142857143, 982.1902235695339, 1003.0959752321982, 1025.7222002374358]",2503.0,1035.557331202557
27,"[879.6309030325228, 78.3614735622735, 31.27095460367269, 1476.8570837522605, 2321.7112122498706, 3367.311088200629, 2750.0432510253895]","[458168.5830637751, 219425.59980332805, 173022.19182212098, 2295530.020391337, 2245695.8341733683, 2247993.7454445274, 2191371.1005747984]","[24, 9, 18, 6, 9, 16, 11]","[1608.9385474860335, 1844.8398576512454, 940.1523394994559, 977.744247453791, 992.3430321592649, 1008.5603112840467, 1031.4365300437723]",2481.0,1044.7400241837968
28,"[1607.7573240550091, 555.8458427066288, 264.1882193365042, 2872.9727745342393, 4609.349030555786, 3544.5624694248936, 2876.8665210826366]","[480271.71592919476, 230273.81505718688, 180235.30991862845, 2223386.0675359806, 2198844.805782222, 2207103.8835598337, 2201670.16183184]","[20, 14, 12, 12, 15, 16, 12]","[1590.1840490797547, 1827.9266572637518, 930.3661162957645, 966.8034315553898, 983.3080424886191, 1006.2111801242236, 1031.4365300437723]",2482.0,1044.3190975020145
29,"[893.1294677302245, 316.0158052630127, 379.2749159935952, 2413.973890844268, 3275.9619672127506, 2194.6702423154525, 2653.8940613135837]","[453783.75140657433, 230513.91323299718, 196940.3012196623, 2244825.2356994115, 2226377.255175612, 2266661.010639845, 2201459.936816472]","[17, 13, 19, 14, 14, 9, 8]","[1604.953560371517, 1843.5277382645804, 940.4934687953556, 977.3755656108598, 993.4840935224224, 1011.7096018735363, 1032.6693227091635]",2481.0,1044.7400241837968
30,"[1420.423101112883, 641.0295611229747, 197.86170442818818, 2826.616229863308, 3446.044063593003, 3708.10296732519, 5397.136239235821]","[479282.675011999, 247728.25947637143, 198815.0506069761, 2248451.7584769824, 2239428.2047063042, 2265644.707976079, 2095790.153602147]","[24, 14, 19, 12, 15, 16, 20]","[1613.9476961394769, 1854.0772532188842, 945.640277271069, 984.0546697038725, 1000.0, 1019.669551534225, 1046.8497576736672]",2438.0,1063.1665299425758
31,"[1243.745898459651, 833.5709019896752, 32.109520764904204, 3085.509075231346, 3369.4568514532516, 4555.601323041028, 2864.2177528537263]","[477524.23825090675, 245103.00785101805, 182927.93979765923, 2214574.3635809626, 2251891.3126101918, 2207301.816347844, 2124746.4142994233]","[10, 12, 14, 12, 11, 18, 13]","[1566.1631419939577, 1786.354238456237, 912.3548046462513, 949.798460974716, 966.8034315553898, 986.3013698630137, 1010.1325019485581]",2536.0,1022.0820189274448
32,"[251.4251114378608, 83.45765023819973, 36.34076498705534, 2211.2364377681547, 3177.4200801084407, 1188.0431250326417, 1721.794011356623]","[308731.8085389836, 164495.02861949167, 140129.98979008538, 1488294.1624307458, 1480893.3692359752, 1508835.7059932156, 1452392.5861387819]","[13, 16, 16, 12, 21, 12, 14]","[2316.353887399464, 2636.826042726348, 1347.8939157566303, 1404.878048780488, 1429.6745725317153, 1456.9983136593592, 1489.655172413793]",1717.0,1509.6097845078625
33,"[3058.147326737048, 79.74083134874144, 209.6869255552708, 2283.846727382127, 5410.2211016819065, 5741.227851076801, 4716.588784328089]","[514648.4873509732, 223964.58032027967, 201952.59238607905, 2251899.285487115, 2178168.5119958236, 2217380.6270126393, 2090112.7069897694]","[9, 17, 18, 11, 21, 21, 19]","[1604.953560371517, 1844.8398576512454, 940.4934687953556, 979.5918367346939, 997.3066564063101, 1017.2684458398744, 1041.3820811570913]",2454.0,1056.234718826406
34,"[1015.8155420108789, 518.5905179631318, 39.74589312921455, 3951.1587232325546, 4286.081642290602, 3621.7441443797356, 4314.5326280815425]","[421179.8813873818, 227532.82962464343, 196094.52767597267, 2248340.2990868064, 2217987.1726042265, 2235033.1602374706, 2167390.9306367766]","[9, 14, 14, 12, 16, 16, 14]","[1590.1840490797547, 1808.7927424982554, 926.3759828448892, 962.852897473997, 979.5918367346939, 998.4591679506934, 1018.467583497053]",2517.0,1029.797377830751
35,"[2925.050777033778, 642.0533114470826, 354.5843898587591, 1422.4513593354613, 4599.067448542695, 4520.524461168015, 2392.039395421357]","[461333.0188402839, 249577.02928932, 163643.4425567093, 2258310.079193492, 2216619.540190498, 2194444.203634228, 2196604.3267688532]","[14, 12, 17, 8, 18, 20, 11]","[1581.4521049420377, 1797.50346740638, 920.4545454545455, 957.1639586410635, 972.6078799249531, 992.3430321592649, 1016.4705882352941]",2519.0,1028.9797538705836
36,"[1654.4517014512455, 1742.7964543631017, 340.649932160753, 3573.50044772069, 5052.132251636154, 3887.3162570335694, 4021.036580261853]","[499051.4272265943, 271335.4489441692, 217873.78413646983, 2238996.4016541913, 2183564.945665767, 2220471.988091587, 2181792.477344616]","[21, 17, 18, 15, 21, 16, 15]","[1618.9881324172393, 1876.9007965242579, 953.9933750460066, 996.1568024596464, 1014.8786217697728, 1035.557331202557, 1058.3911800734993]",2424.0,1069.3069306930693
37,"[2323.431876777851, 1947.2392737582622, 35.9159622793946, 1654.920586654715, 6894.70658460058, 2719.414017864857, 4890.129055939846]","[484579.29308923444, 219447.28941367927, 197659.37007130033, 2255560.5254161227, 2209958.1998741864, 2289895.2442301842, 2192604.206148446]","[18, 20, 16, 5, 22, 7, 17]","[1609.9378881987577, 1854.0772532188842, 944.2622950819672, 983.3080424886191, 1000.0, 1021.6791486007095, 1048.5436893203882]",2440.0,1062.295081967213
38,"[989.4384983800634, 809.4677934931874, 673.7813166017871, 4907.766168146535, 6049.179870544926, 3483.819030799659, 4008.0987428733665]","[507325.54611786525, 229252.04260356753, 207934.6203969419, 2182677.14420953, 2209733.3514098534, 2248208.839748361, 2110084.0818056706]","[11, 13, 19, 20, 20, 16, 17]","[1589.209074187615, 1831.8021201413428, 930.3661162957645, 968.9719626168225, 989.6907216494845, 1013.2916340891321, 1038.877755511022]",2462.0,1052.8025995125913
39,"[1535.8842534787364, 1187.971786060732, 33.85315395737723, 1518.627192938304, 2668.932581365391, 3761.6997896554594, 3701.60993468649]","[483694.68635950546, 259993.9433226216, 190525.55047211907, 2248444.589928534, 2211804.6831326615, 2241269.20670801, 2166385.3262451543]","[14, 17, 19, 6, 13, 14, 15]","[1571.8617343844755, 1824.0675580577058, 924.3937232524964, 960.711638250556, 978.1132075471698, 999.2289899768697, 1024.505928853755]",2492.0,1040.1284109149278
40,"[695.1448591996063, 477.02336179984576, 115.44877765124443, 4975.889343577539, 2545.425254662929, 3255.6434773552987, 3443.3373614411153]","[476800.9005880171, 244913.51965002847, 217288.25298840145, 2213707.982195807, 2241846.5369625455, 2222992.0842824043, 2248438.881655088]","[15, 17, 15, 17, 12, 13, 10]","[1584.3520782396088, 1818.9473684210527, 925.3837915030347, 964.644585039077, 983.6812144212523, 1003.0959752321982, 1022.8887134964483]",2509.0,1033.080908728577
41,"[1967.503850958354, 695.2957494550794, 86.3677898324394, 3479.5929295797478, 3402.3151466401355, 3374.079459233607, 3167.245194708699]","[472108.83077122853, 242382.18017005373, 219657.36930174934, 2223246.991091108, 2227901.9660514304, 2240235.417242383, 2192136.838084426]","[17, 16, 18, 13, 16, 12, 14]","[1603.960396039604, 1846.1538461538462, 939.4708227618703, 978.8519637462235, 998.8439306358382, 1017.6678445229682, 1040.5459654757126]",2456.0,1055.3745928338762
42,"[185.37016481746994, 1082.1532366376557, 681.9555805753607, 4289.712805438158, 2976.6429582394953, 3418.0419819459585, 2688.1529703456554]","[526663.1405740886, 240052.03399202315, 205714.15797726452, 2198322.8936319607, 2215920.846780299, 2221636.7550446764, 2188211.9261510507]","[17, 18, 18, 19, 16, 15, 12]","[1580.4878048780488, 1833.097595473833, 929.0322580645161, 969.6969696969697, 991.2045889101338, 1012.5, 1035.1437699680512]",2474.0,1047.696038803557
43,"[734.0726597829561, 970.7120601549507, 37.53090232418879, 3541.8161017998336, 5189.235668916483, 4907.216060822452, 1895.0499964409496]","[494797.3654554677, 246014.90112507198, 209084.65684805572, 2219726.0023587397, 2179540.472727698, 2225271.9455835335, 2239115.794583949]","[15, 15, 8, 16, 23, 17, 12]","[1582.4175824175825, 1834.3949044585988, 932.0388349514564, 970.7865168539325, 988.9355207935903, 1013.2916340891321, 1038.877755511022]",2464.0,1051.948051948052
44,"[210.91451988051006, 84.12463187250239, 38.55068794849256, 1388.4833084301831, 1186.31015306488, 2436.0580601349056, 1053.8878294111637]","[161644.88449617045, 74282.04994341961, 66731.24083884062, 693650.7726708993, 682372.800120421, 670024.6843924684, 669185.992046696]","[10, 6, 13, 12, 9, 20, 14]","[5102.36220472441, 5890.909090909091, 3003.476245654693, 3126.658624849216, 3176.470588235294, 3231.9201995012468, 3310.344827586207]",772.0,3357.5129533678755
45,"[1417.6357454485235, 221.2924565433695, 33.75790614042269, 2992.866964895566, 4829.847372136985, 3126.243485182162, 3483.3685788619746]","[435330.909475649, 233629.48364458536, 188740.45323110325, 2223377.8652036157, 2208320.263392684, 2223259.334379753, 2152749.609363169]","[7, 15, 18, 13, 17, 14, 14]","[1596.0591133004925, 1817.671809256662, 930.3661162957645, 968.2480388494583, 987.4285714285714, 1007.3843762145356, 1026.9413629160063]",2496.0,1038.4615384615386
46,"[2128.111650975263, 414.10623671513434, 32.80741917600178, 1939.6288428082762, 2966.6450749105225, 4344.06724038227, 5094.649996492128]","[455992.6878870094, 232690.34782885306, 183655.93254725798, 2250290.7188702957, 2257598.487957755, 2226261.085408026, 2025022.1902039822]","[15, 13, 17, 11, 10, 16, 24]","[1586.2913096695227, 1821.5038650737877, 929.0322580645161, 967.8864824495893, 985.5513307984791, 1005.4305663304888, 1031.4365300437723]",2476.0,1046.8497576736672
47,"[1579.3153031210654, 1018.1687292523902, 299.5025048173409, 3273.4745753350917, 2530.253873468249, 3038.0984470877916, 2189.9721596386303]","[474316.8647494647, 231026.78654840623, 186440.87628336172, 2236629.2035463382, 2284175.590790214, 2262230.4315442927, 2190709.877820609]","[15, 14, 13, 14, 9, 15, 12]","[1583.3842394624312, 1803.7578288100208, 923.0769230769231, 961.4243323442137, 979.5918367346939, 999.2289899768697, 1020.4724409448819]",2510.0,1032.6693227091635
48,"[238.0570293061194, 85.61680332037623, 1116.9140660728751, 3829.0244691549847, 2939.80637866477, 3035.503734252431, 2937.8753637824343]","[495570.80053619924, 241741.82834657608, 181480.0076805862, 2201861.2273574565, 2282335.619601736, 2250212.45273633, 2233343.576528883]","[15, 16, 17, 18, 11, 9, 11]","[1597.0425138632163, 1840.909090909091, 937.4321880650995, 976.271186440678, 994.2462600690449, 1014.481409001957, 1038.045654785743]",2467.0,1050.6688285366843
49,"[407.27427427864166, 142.3754309227157, 321.22316297164446, 2227.0812090083455, 1816.9253914014937, 1981.9034606268565, 2638.0501545745415]","[447097.8001521164, 233986.76930788587, 184184.40014280117, 2222342.1601731256, 2256187.0841263067, 2273898.545147648, 2216218.64196757]","[14, 14, 18, 10, 10, 13, 11]","[1592.137592137592, 1827.9266572637518, 930.032292787944, 964.644585039077, 980.3328290468986, 1003.4843205574913, 1025.3164556962026]",2504.0,1035.1437699680512
50,"[2173.2538377559085, 518.6970233882605, 451.16988461207956, 2474.956738849532, 2451.2936358689603, 4347.9642102208745, 2642.3738352384785]","[462022.43734778214, 213533.39859235496, 177583.68065816304, 2260202.9490826502, 2227687.403240477, 2176899.6549499356, 2180047.7514176145]","[15, 13, 14, 11, 10, 20, 11]","[1566.1631419939577, 1791.2923289564617, 913.6411702502644, 950.1466275659824, 967.8864824495893, 990.0687547746371, 1016.0721285770286]",2513.0,1031.4365300437723
51,"[1453.5097953585187, 873.6318212788757, 215.4332428134613, 4353.88579210216, 2741.1624625788686, 3640.117093240541, 3028.912662457914]","[482651.7555755542, 238386.82676968843, 205670.0005462988, 2200200.0272358917, 2255432.322426593, 2203698.5278013614, 2242802.54421238]","[13, 21, 20, 16, 9, 17, 10]","[1578.5627283800243, 1813.8558432470259, 923.7348538845331, 963.5687732342008, 982.1902235695339, 1000.7722007722008, 1023.696682464455]",2499.0,1037.2148859543818
52,"[846.789124876717, 1178.914457171113, 446.755398976677, 3604.95038836005, 3883.3972958732493, 2919.696691588052, 3322.7502659510374]","[467971.2027772048, 232934.61326679983, 191527.08571053314, 2250964.2520765765, 2225172.6107404176, 2246791.576573217, 2187738.3968225853]","[12, 18, 20, 13, 15, 12, 12]","[1594.0959409594095, 1840.909090909091, 936.0780065005417, 975.9036144578313, 991.9632606199771, 1008.5603112840467, 1031.4365300437723]",2478.0,1046.0048426150122
53,"[522.4307203964354, 862.150539311042, 123.67886318525265, 3310.1627420494874, 3128.338385088423, 4855.373375757415, 3087.2276620082134]","[463320.7256499626, 267303.50597539416, 199018.13007213984, 2255378.570986697, 2209543.3935658806, 2162184.9992555175, 2174274.162136039]","[11, 10, 17, 12, 15, 21, 15]","[1599.0129549660703, 1827.9266572637518, 934.3907714491709, 971.8785151856018, 989.3129770992366, 1011.3148653921186, 1038.4615384615386]",2461.0,1053.23039414872
54,"[2533.9653279379786, 71.70200541607488, 622.0911917312684, 3497.0412972634194, 2577.942305822523, 4289.1807212135955, 2183.612540315068]","[474668.78313567763, 203275.18535457228, 213691.72451673175, 2174337.769808803, 2206564.4810464657, 2234343.401096524, 2197348.644625879]","[17, 8, 19, 18, 14, 16, 10]","[1603.960396039604, 1834.3949044585988, 936.7546078785689, 974.4360902255639, 989.3129770992366, 1008.9528999610743, 1035.9712230215828]",2465.0,1051.521298174442
55,"[2190.9938704387587, 822.5724121178223, 31.606938977478954, 2677.6641851322674, 4426.600647962587, 4264.271733891326, 3861.5177403466328]","[486050.406778328, 231052.46492675322, 177346.5346026344, 2249600.3170136097, 2206161.7784566553, 2177119.891700052, 2124568.3852235493]","[15, 18, 8, 11, 19, 18, 17]","[1582.4175824175825, 1813.8558432470259, 925.3837915030347, 961.7810760667903, 980.7037457434733, 1003.4843205574913, 1029.797377830751]",2479.0,1045.582896329165
56,"[2287.9345721979967, 90.09934774566416, 405.60287865489965, 4708.089985755559, 3485.777187357417, 3807.6706977464023, 2855.11264098014]","[498231.79769196775, 259215.82346427583, 222540.35022034965, 2193983.479407793, 2205895.1513105044, 2242765.1098858328, 2203696.2062307424]","[14, 12, 12, 16, 14, 16, 11]","[1572.8155339805826, 1810.0558659217877, 921.4361891219339, 960.0, 981.0749432248297, 1002.7079303675048, 1023.696682464455]",2502.0,1035.9712230215828
57,"[1678.4719626880906, 251.91108304249784, 40.786866494876946, 7177.248919239016, 4827.452957906687, 4824.81979382242, 5682.361400013286]","[505666.39383759454, 218447.59366724602, 223756.74959089493, 2157045.8811209807, 2218682.6861434723, 2194773.7540446324, 2075246.5987822537]","[16, 18, 21, 31, 15, 16, 22]","[1616.9681846537742, 1860.732232591529, 948.7554904831625, 992.7230945997702, 1013.2916340891321, 1033.080908728577, 1058.8235294117646]",2415.0,1073.2919254658384
58,"[1319.3893352340056, 93.61499857321644, 207.2200394093723, 3910.619233361886, 4935.026249984763, 4869.81702762784, 4093.012779999556]","[499000.63431543077, 266241.05594222754, 213959.7540413689, 2165093.4693952305, 2249538.271177031, 2192784.076986888, 2183380.3021591567]","[17, 15, 22, 16, 16, 21, 16]","[1581.4521049420377, 1833.097595473833, 929.0322580645161, 967.8864824495893, 987.052551408987, 1007.3843762145356, 1029.797377830751]",2488.0,1041.8006430868168
