Experiment,Mean Idle Times,Sum Idle Times,Downtime,Mean CT,Parts Done,Cycle Time
297,"[2230.6399268458385, 814.0716684098783, 542.7119850970308, 7530.067837958901, 3512.1603643375547, 6699.983575295267, 3824.8614625900836, 2700.2845548487653]","[599689.8818512191, 288389.4074452416, 267185.9098498534, 2216213.1885207808, 2265622.0889620413, 2276024.633559996, 2296161.5074989777, 2279871.6890185326]","[14, 10, 11, 22, 11, 22, 10, 9]","[1831.8021201413428, 2138.6138613861385, 1096.9107067287346, 1151.4882274544648, 1177.1117166212534, 1205.5813953488373, 1231.9391634980989, 1262.5426205552849]",2022.0,1281.899109792285
298,"[2387.5536711925906, 1227.9265478889315, 51.445631583340294, 3023.0345807391614, 3145.8777317017116, 4583.286093987511, 2520.3907348828147, 3347.429810685063]","[541332.8577029359, 318301.1865458695, 242566.1529154495, 2249609.242002526, 2315187.340666246, 2290846.522176996, 2295582.632908656, 2228133.9502065666]","[14, 22, 10, 17, 9, 14, 13, 12]","[1835.6940509915014, 2147.4730737365367, 1102.0408163265306, 1154.56570155902, 1177.1117166212534, 1204.4609665427508, 1229.6015180265654, 1257.64192139738]",2033.0,1274.9631087063453
299,"[1656.0018860537398, 1796.1318750867579, 52.57730038543008, 4892.6067978769115, 3269.5542994490847, 3361.2845541429588, 4220.5092154272525, 5655.541376398235]","[595347.203839145, 308009.9153076347, 247744.23941614653, 2291038.580941368, 2270771.920409276, 2292320.8727375777, 2249185.42277224, 2190359.5943160956]","[11, 17, 17, 13, 14, 12, 14, 14]","[1831.8021201413428, 2161.8015012510427, 1104.388581167448, 1155.0802139037432, 1173.9130434782608, 1198.3356449375867, 1225.531914893617, 1260.7003891050583]",2020.0,1283.1683168316831
300,"[1698.2686793037362, 260.1936951586134, 259.774331127976, 4008.8066212234235, 4086.3678926743705, 3207.8245171470417, 5670.169236551529, 6087.468195973157]","[585351.6879853489, 312628.46413578885, 245957.9846053662, 2293019.493512661, 2290531.171605376, 2303341.643526959, 2215251.5257865107, 2135092.9361183294]","[9, 19, 13, 15, 16, 14, 19, 17]","[1856.733524355301, 2174.496644295302, 1113.4020618556701, 1166.5166516651666, 1190.6293063849334, 1214.6204311152765, 1241.9741255390513, 1283.1683168316831]",1983.0,1307.1104387291982
301,"[955.0750565840054, 1719.4416249455642, 1114.6599600242303, 3031.5867088195655, 2640.3530235865524, 3173.2734210242447, 7775.294845392888, 4213.2613994706735]","[602086.9505582671, 301964.19475646, 217832.3166101119, 2324243.3627371066, 2326893.2364166277, 2294472.9676803285, 2173502.3025978734, 2208187.618236282]","[11, 15, 19, 9, 10, 9, 25, 15]","[1839.6025550035486, 2149.2537313432836, 1101.5724606884828, 1153.0249110320285, 1174.4449478930676, 1198.8899167437557, 1226.6919072408898, 1260.7003891050583]",2027.0,1278.737049827331
302,"[1413.6187036416452, 1587.4906030455682, 92.73866536283309, 3742.7864359259947, 4845.114235947755, 3316.1650248842907, 6257.481059825565, 4334.378975606116]","[572324.5914278277, 290412.35950685997, 234114.01644595477, 2304347.6161613436, 2222175.9211045112, 2304757.4273741525, 2234288.328746759, 2199352.6490470227]","[10, 15, 17, 10, 17, 13, 16, 19]","[1859.397417503587, 2161.8015012510427, 1113.8805328749463, 1167.5675675675675, 1188.9908256880733, 1209.5193653756417, 1233.6982389338411, 1271.8351324828263]",2001.0,1295.352323838081
303,"[1509.6311688597673, 283.81639077011374, 569.9026692933742, 2428.541187469883, 3938.4720882260463, 5937.996773860576, 4682.625048871906, 3351.3626652711623]","[617172.6773485993, 315861.594514481, 247028.72373562912, 2303526.2979944143, 2315409.1121523245, 2274165.045860092, 2306276.6466647345, 2176527.2088243538]","[18, 14, 16, 14, 11, 17, 12, 16]","[1834.3949044585988, 2151.0373443983403, 1100.169779286927, 1153.5380507343125, 1176.5773944620971, 1199.4447015270707, 1226.6919072408898, 1263.157894736842]",2019.0,1283.8038632986627
304,"[1489.359561261552, 2207.8783521931277, 125.2781034551752, 2271.703050132148, 4816.766753832893, 2633.4127628666315, 3360.0123336931993, 3236.2731129138556]","[583006.1946933367, 310412.6610457229, 244537.67763690493, 2302237.73120734, 2273401.9006291726, 2317583.7982057934, 2233393.774210896, 2262151.5222199024]","[9, 19, 22, 10, 22, 9, 16, 9]","[1859.397417503587, 2158.2014987510406, 1110.5398457583547, 1159.731543624161, 1179.7906235776059, 1204.4609665427508, 1233.6982389338411, 1266.2432828529556]",2022.0,1281.899109792285
305,"[2309.3234870041965, 1859.3484373070494, 524.1358273064158, 2511.746094204629, 6878.554310452195, 3495.3607614811253, 4183.397052878103, 4080.119350146005]","[528074.7091987308, 293260.9542287424, 229601.96861913876, 2279428.557652992, 2282891.994727699, 2318944.65660516, 2259138.4787739376, 2240259.609434534]","[14, 15, 11, 14, 17, 10, 14, 14]","[1850.1070663811563, 2156.405990016639, 1107.2191371208885, 1158.176943699732, 1180.8656036446469, 1207.265952491849, 1235.4623450905624, 1273.0844793713163]",2000.0,1296.0
306,"[969.1310402332587, 1839.7826032376656, 47.32720274399396, 3058.51451886906, 5665.996414168234, 4422.405437747587, 5293.213017129362, 6279.4838405826285]","[585981.4736261306, 286393.7041261022, 220118.8199623159, 2321369.709144289, 2207930.5505335666, 2294052.449144307, 2248031.7015365707, 2220256.48458582]","[11, 16, 12, 9, 19, 11, 14, 17]","[1860.732232591529, 2181.818181818182, 1117.7231565329885, 1165.4676258992806, 1184.6435100548447, 1208.3916083916083, 1234.8737494044783, 1271.8351324828263]",2006.0,1292.123629112662
307,"[1227.2814365842817, 127.26044976646752, 460.65690443222246, 5280.050199257113, 5824.904157701171, 4488.6704755050505, 4664.541700588146, 5053.929362994039]","[599140.5227054526, 303640.50556131836, 250491.58230889737, 2241129.580599541, 2256213.6585957403, 2309032.4200315247, 2296543.2305419818, 2174269.8253940153]","[14, 13, 12, 17, 20, 13, 14, 16]","[1825.3521126760563, 2152.8239202657805, 1098.3050847457628, 1149.9556344276841, 1170.7317073170732, 1195.0207468879669, 1221.4891611687087, 1258.2524271844661]",2025.0,1280.0
308,"[2196.5937667583094, 124.12435395975425, 70.27582651886578, 3449.9613691788795, 3391.412564946462, 4468.8147511912985, 7493.355236622759, 3168.9441038056852]","[568447.467066982, 293659.99844369, 223512.67871667648, 2310946.362982449, 2248214.7532083318, 2296279.0660266145, 2230530.0715233283, 2297456.8681363435]","[22, 14, 12, 10, 15, 14, 20, 8]","[1848.7874465049929, 2179.983179142136, 1114.8387096774193, 1167.0418730301667, 1185.7273559011894, 1208.3916083916083, 1237.8223495702007, 1274.3362831858408]",2001.0,1295.352323838081
309,"[3595.756712544466, 653.3566041959905, 393.45340738282266, 3336.417013294686, 8788.482962126533, 4252.761529432024, 6055.130854645351, 2495.0709943158627]","[596161.5984218318, 282751.09300555405, 236415.51241574762, 2301456.9327734075, 2210965.204473032, 2279221.7372361813, 2264275.4117775485, 2299870.8135728394]","[21, 19, 10, 9, 24, 11, 19, 9]","[1860.732232591529, 2204.081632653061, 1123.5370611183355, 1174.9773345421577, 1195.0207468879669, 1219.764705882353, 1247.3532242540905, 1281.899109792285]",1993.0,1300.551931761164
310,"[320.53542382926094, 443.55927714023306, 157.97236699988792, 3116.0520524967656, 1612.7960430257465, 1129.3436482117174, 1673.9867138901875, 1281.259564181506]","[235182.73662167712, 115989.034686603, 75444.21445935637, 797717.0508404939, 821675.1349619672, 814950.2201562839, 808548.2378327233, 771524.560625107]","[16, 18, 8, 16, 11, 15, 14, 9]","[5204.819277108434, 6171.428571428572, 3153.284671532847, 3331.6195372750644, 3388.235294117647, 3446.808510638298, 3536.1527967257844, 3630.252100840336]",704.0,3681.818181818182
311,"[2752.71506552383, 698.8435924128041, 50.305130431986676, 1998.024339741608, 2962.9678090290304, 3443.3074493926774, 737.0240264381629, 2551.6127977476995]","[311068.0067516883, 168172.30793115034, 125108.85938435087, 1186682.7748505813, 1206109.3574662434, 1185474.958788367, 1232116.8123572017, 1198177.9270004292]","[17, 20, 15, 17, 18, 14, 13, 13]","[3451.398135818908, 4114.285714285715, 2088.638195004029, 2194.750211685013, 2242.214532871972, 2289.7526501766783, 2330.9352517985612, 2375.802016498625]",1078.0,2404.452690166976
312,"[2712.2069607256158, 667.7267696375079, 226.4764328627675, 4904.87073768518, 3311.690153130062, 4166.072264967549, 4500.003376506546, 5737.009025590355]","[655813.5782839819, 289054.06817946007, 275944.137127455, 2278610.254676215, 2297385.3446987257, 2287174.756787312, 2264978.4411369306, 2137543.77368435]","[12, 13, 17, 17, 13, 13, 17, 18]","[1848.7874465049929, 2200.339558573854, 1119.1709844559587, 1172.8506787330316, 1196.6759002770084, 1222.065063649222, 1244.359097455593, 1281.899109792285]",1979.0,1309.7524002021223
313,"[613.9415112131167, 666.9584662327454, 420.82099288046174, 4661.7412495016515, 5002.532646704838, 3171.9020122009133, 4360.472862958476, 5924.469975843676]","[625553.5808957829, 280144.39258094184, 254021.39285341816, 2252648.566557686, 2243491.2505663144, 2282595.5023923228, 2244421.5493387775, 2181372.258718891]","[13, 11, 16, 14, 16, 15, 17, 19]","[1836.9950389794471, 2169.0376569037658, 1107.6923076923076, 1164.4204851752022, 1190.6293063849334, 1214.0515222482436, 1236.6412213740457, 1267.4816625916872]",2014.0,1286.9910625620655
314,"[1783.8070665058365, 1992.757751906053, 253.93129591170646, 5761.75003296719, 4749.590622704764, 4887.4210196827, 3203.5418147510222, 3682.885076295049]","[614338.9761075323, 302436.45776332193, 261466.2167095978, 2245110.68385118, 2274403.1934348075, 2269414.7829430494, 2325924.4842649917, 2242713.6079177]","[9, 20, 13, 18, 15, 15, 10, 11]","[1818.9473684210527, 2128.07881773399, 1089.991589571068, 1142.857142857143, 1165.991902834008, 1192.2723091076357, 1220.913801224682, 1252.7791203479942]",2040.0,1270.5882352941176
315,"[3486.4210212931353, 2471.5267491475615, 895.7071338224381, 4205.5658427835, 5023.40875448993, 3395.471626306901, 3677.3232791043074, 4612.144892445927]","[601358.7644580692, 290063.2572611565, 252017.5843041971, 2272056.3426538273, 2260823.329279466, 2316265.814976894, 2299479.6300583575, 2140114.0106208813]","[15, 17, 15, 13, 16, 11, 10, 17]","[1817.671809256662, 2143.9205955334987, 1095.0570342205324, 1148.936170212766, 1173.3816206428248, 1200.0, 1225.531914893617, 1258.863525983487]",2024.0,1280.6324110671937
316,"[2902.039512925933, 141.38771855404147, 480.94730433907944, 4245.080055258957, 3930.1116141289344, 2977.211903868859, 5772.761002193159, 6513.591672626952]","[562395.8331531344, 294158.18257765623, 244229.0280164462, 2293753.5391296116, 2269021.6359177716, 2240398.874278239, 2290626.935466072, 2071939.3239956098]","[14, 13, 14, 13, 14, 11, 17, 20]","[1811.3207547169811, 2107.317073170732, 1080.9007506255214, 1132.8671328671328, 1156.1106155218554, 1179.7906235776059, 1205.020920502092, 1241.3793103448277]",2048.0,1265.625
317,"[2231.0646710523124, 916.5960758730414, 530.214739365889, 9846.719377532234, 4886.964652514482, 6849.978783748783, 5668.712188191767, 6152.307153441595]","[571643.9362730187, 305794.83893591247, 260015.93024302862, 2220343.145506325, 2280352.3291339446, 2213675.6501644435, 2285635.436627657, 2248855.2339722645]","[13, 15, 14, 25, 14, 23, 16, 17]","[1879.62291515591, 2230.6368330464716, 1138.8400702987697, 1193.9198526024873, 1214.0515222482436, 1238.4137601528905, 1269.9657030867222, 1309.7524002021223]",1945.0,1332.6478149100258
318,"[1457.5160507538294, 509.53964211985965, 217.9090292701952, 4233.240817047352, 3957.5689449977494, 3611.22470098399, 5564.0727164904165, 4514.026646313737]","[563784.2066912026, 302488.0173758352, 237867.17980172974, 2307748.208336237, 2307708.414996644, 2314603.9634712203, 2259333.9532037373, 2199956.605149705]","[18, 12, 20, 14, 15, 11, 16, 12]","[1854.0772532188842, 2176.32241813602, 1114.8387096774193, 1167.0418730301667, 1187.3568483737974, 1211.214953271028, 1235.4623450905624, 1269.9657030867222]",2005.0,1292.7680798004988
319,"[1598.5890321820627, 671.7779669725729, 423.7464567908975, 5536.644322127443, 4449.8750524024545, 5317.234731458243, 6632.211567648208, 4158.916130635901]","[584546.7386366299, 298041.61497671576, 248354.23458876775, 2239933.6040723585, 2247245.2622000873, 2247276.654305136, 2292211.677561107, 2232545.1594070913]","[12, 13, 17, 20, 19, 15, 15, 14]","[1839.6025550035486, 2160.0, 1106.746370623399, 1160.77026421854, 1184.6435100548447, 1212.9153018249883, 1240.785064624222, 1275.5905511811025]",1998.0,1297.2972972972973
320,"[3573.766156583443, 1241.117035366631, 109.41643263632727, 4168.216112322954, 5854.674277645148, 3853.685121931945, 3260.828471916009, 3533.741862307234]","[550159.3844728728, 273181.3156212453, 259569.1097165707, 2267944.831849785, 2281657.260361439, 2296004.820442206, 2328129.923209875, 2261487.7222660715]","[19, 15, 24, 14, 20, 12, 9, 12]","[1860.732232591529, 2194.750211685013, 1122.077922077922, 1177.6465243071332, 1201.112140871177, 1223.7960339943343, 1250.965250965251, 1282.5333993072736]",1998.0,1297.2972972972973
321,"[1550.1551826609925, 511.0143755098497, 746.5021092364909, 3062.0932747551824, 4745.928941896762, 4276.930147333251, 6734.63160774757, 4359.853003957094]","[615691.0512006907, 308502.0459414256, 230935.88484199316, 2300375.68506453, 2293605.6082696146, 2276482.23429706, 2280456.9051857423, 2187292.429376898]","[18, 16, 15, 12, 13, 13, 18, 16]","[1834.3949044585988, 2174.496644295302, 1106.746370623399, 1157.6596694953105, 1178.7175989085947, 1205.020920502092, 1231.9391634980989, 1268.7224669603524]",2005.0,1292.7680798004988
322,"[3356.8836418125566, 1253.4295662582385, 550.5698100768382, 4292.179907342669, 3248.883508438912, 3097.995198046204, 4362.049687305921, 4506.22247829245]","[585324.0356867093, 302695.5250282707, 238449.86597213475, 2289201.499657535, 2274133.145387226, 2322166.953393296, 2265239.497242462, 2193044.6889057136]","[19, 13, 19, 14, 11, 12, 15, 15]","[1855.4044380816035, 2174.496644295302, 1115.7985363753767, 1170.2031602708803, 1193.9198526024873, 1216.9014084507041, 1241.3793103448277, 1275.5905511811025]",1999.0,1296.648324162081
323,"[1367.0403004518407, 1092.6867255110221, 52.363796662800674, 4129.0755191539965, 5788.759347081644, 5090.643771895317, 4390.254235690224, 4743.035840074857]","[595418.3418908626, 289125.8798174339, 245429.11495854676, 2306565.55914472, 2303310.3760871906, 2256737.145024792, 2292000.660136187, 2212122.261357278]","[21, 8, 16, 12, 13, 18, 13, 16]","[1847.4697077690662, 2169.0376569037658, 1110.0642398286939, 1160.77026421854, 1182.4817518248176, 1215.1898734177216, 1244.9567723342939, 1276.218611521418]",2001.0,1295.352323838081
324,"[1133.3953837183865, 915.8871250425296, 53.2206543593179, 4197.26374579882, 4940.599252861421, 6004.955672032396, 5049.560796057006, 4460.384668341566]","[599246.7319424666, 282520.55665452837, 253543.19736779048, 2295066.291736124, 2268099.6250529205, 2279120.3128753556, 2313250.9132982637, 2210735.4485665774]","[13, 13, 15, 14, 17, 17, 12, 13]","[1822.7848101265822, 2131.5789473684213, 1091.8281381634372, 1145.8885941644562, 1172.3202170963366, 1198.3356449375867, 1223.2184992921188, 1255.8139534883721]",2030.0,1276.847290640394
325,"[1662.1760452164112, 1994.3691460396233, 504.55281652738563, 1784.2141934832855, 4902.573851791775, 4411.559796294141, 3049.2452333819224, 5452.019668007873]","[588991.4678106419, 301070.9047711267, 235013.48116223796, 2337085.951388325, 2261178.7837896263, 2270645.4589003203, 2276590.425685789, 2227521.532526003]","[12, 16, 14, 7, 15, 15, 11, 13]","[1846.1538461538462, 2170.854271356784, 1110.0642398286939, 1162.3318385650225, 1181.4038286235186, 1205.5813953488373, 1229.6015180265654, 1261.3138686131388]",2022.0,1281.899109792285
326,"[1114.6556870403401, 240.72202291602184, 957.5737474171558, 5209.899028351329, 3658.6888093382813, 4646.961609180584, 3784.243834703944, 3226.369300483409]","[646283.2716664174, 292464.5534101678, 253510.08975990253, 2265528.5233425265, 2296416.9870232516, 2271456.0446359185, 2307245.5337788607, 2238404.931660167]","[15, 14, 25, 15, 13, 18, 13, 11]","[1847.4697077690662, 2183.6562763268744, 1113.8805328749463, 1169.1474966170501, 1191.1764705882354, 1215.7598499061914, 1243.7619961612284, 1272.459499263623]",2011.0,1288.910989557434
327,"[865.5225207557728, 605.2266668179525, 549.9426642532641, 2443.467837674586, 5754.716638456193, 4633.180991452106, 5965.855761699217, 3436.099129036835]","[597950.7198423936, 306804.6915446245, 240598.92725609435, 2329150.3315742034, 2246265.9527631565, 2247915.115595082, 2256279.4902272136, 2237626.8668570514]","[13, 18, 17, 8, 18, 18, 15, 16]","[1850.1070663811563, 2172.673931265717, 1112.9240017174752, 1162.3318385650225, 1180.8656036446469, 1207.8285181733459, 1237.2315035799522, 1273.0844793713163]",2003.0,1294.0589116325511
328,"[1946.8478901113283, 2658.7816596914704, 50.610516763849176, 4297.506784946686, 3533.1859996424114, 3071.6479811733816, 6882.968207499928, 4804.1628020036605]","[603364.026908939, 327616.54879022914, 234934.01881778787, 2306133.573926471, 2291515.491468492, 2268100.811310531, 2237346.717592282, 2214304.3346849447]","[15, 21, 13, 11, 14, 13, 18, 14]","[1858.0645161290322, 2194.750211685013, 1120.1382886776146, 1176.5773944620971, 1197.7818853974122, 1216.3303613327078, 1241.3793103448277, 1274.9631087063453]",2002.0,1294.7052947052948
329,"[340.9182548404283, 1189.253794888772, 412.5112773307943, 5445.483678878197, 2709.0160439030524, 5107.770440110672, 4449.909174854325, 3517.0661027789847]","[628920.67247591, 289423.76783199597, 242410.3682678583, 2281112.2774226735, 2322341.1386652943, 2289370.338308008, 2308753.649957412, 2274377.5587081807]","[17, 18, 18, 17, 11, 14, 12, 9]","[1829.2166549047283, 2156.405990016639, 1098.7706655362442, 1151.4882274544648, 1176.5773944620971, 1206.1423918101443, 1233.6982389338411, 1259.4752186588921]",2033.0,1274.9631087063453
330,"[1900.1482031522512, 1509.634591465067, 53.64707947523468, 4724.264298742393, 4580.578552214828, 4142.453277308389, 2735.1815597272475, 2770.1970253613817]","[609932.5364135503, 277640.8017318075, 251443.86150042497, 2293754.0874692886, 2301386.8188810563, 2316330.88401242, 2319340.4876904534, 2279769.85376308]","[13, 18, 10, 14, 14, 12, 9, 10]","[1839.6025550035486, 2161.8015012510427, 1108.6398631308812, 1161.8108471537428, 1182.4817518248176, 1208.3916083916083, 1240.785064624222, 1269.9657030867222]",2023.0,1281.2654473554128
331,"[2446.2667716178803, 387.3716892762775, 603.3830750688157, 4386.74869790046, 4280.93931624759, 3162.0647584409194, 4590.948250645525, 4912.011529561795]","[593813.1841619088, 298381.49758719106, 226358.89617233945, 2285499.249189235, 2279515.870068429, 2301673.1988988523, 2278443.587058147, 2174370.2940519885]","[20, 17, 13, 16, 14, 11, 14, 20]","[1844.8398576512454, 2183.6562763268744, 1112.9240017174752, 1168.6203787195673, 1190.6293063849334, 1210.6492293320878, 1237.2315035799522, 1273.0844793713163]",2005.0,1292.7680798004988
332,"[996.5412986861057, 1416.3322780329595, 751.1278253642932, 4859.299798158498, 6978.715455659579, 6211.518287957761, 3904.2406371456177, 6903.747448408515]","[609843.359978782, 298795.69276988483, 246874.15616358176, 2270247.2261808966, 2250343.708767591, 2233092.5830021664, 2302114.617948211, 2094704.0765465172]","[14, 14, 11, 11, 18, 17, 11, 22]","[1836.9950389794471, 2167.2240802675587, 1106.746370623399, 1161.2903225806451, 1184.6435100548447, 1212.3479887745557, 1241.9741255390513, 1276.847290640394]",1997.0,1297.9469203805709
333,"[1074.3611813981067, 1998.5398315959824, 108.54953160272693, 3750.6727943244996, 2936.6981072831477, 3986.223889787517, 5938.1102351590625, 5547.585128071228]","[594545.7863840364, 289058.9394732163, 254847.59614438438, 2228067.299495621, 2333294.6046271524, 2279805.659134277, 2260935.7366052, 2199384.9223842667]","[11, 15, 21, 12, 8, 11, 20, 20]","[1838.2978723404256, 2142.1487603305786, 1100.169779286927, 1153.5380507343125, 1172.8506787330316, 1193.3701657458564, 1220.913801224682, 1257.0320077594567]",2027.0,1278.737049827331
334,"[491.44137773061675, 120.71153638131663, 48.47587188018301, 3411.936335311743, 5506.444794018484, 3461.40022823202, 2308.975722592268, 4346.68496301624]","[551326.7329114119, 296226.110279751, 231811.61933103515, 2273086.163261782, 2258326.411885181, 2305504.869266704, 2349495.3070737426, 2279498.919762693]","[13, 13, 11, 11, 18, 11, 6, 12]","[1811.3207547169811, 2124.590163934426, 1086.7924528301887, 1140.3431588209414, 1160.2506714413607, 1180.8656036446469, 1202.226345083488, 1228.436018957346]",2080.0,1246.1538461538462
335,"[1797.6740953201079, 1212.4708043945184, 1789.2208697726956, 5840.506653232826, 4783.247245290697, 2223.83473656731, 4005.2101139054885, 5133.366363023851]","[641003.3921790207, 285960.48533507145, 238925.66611483647, 2252721.546259674, 2223878.195071742, 2320860.2109109582, 2294690.0129601955, 2148443.6932661724]","[14, 9, 14, 15, 20, 9, 14, 18]","[1856.733524355301, 2183.6562763268744, 1117.7231565329885, 1171.2607320379575, 1195.0207468879669, 1218.6177715091678, 1245.555021624219, 1282.5333993072736]",1990.0,1302.5125628140704
336,"[820.430434489447, 2362.6955140168648, 144.7262321851713, 4484.718823819672, 3326.887362944961, 5941.20164573938, 6166.1735480482, 5049.945463406564]","[600051.7936184893, 312036.50616389327, 249124.8025095396, 2317447.53826984, 2261653.177415143, 2298290.477351477, 2251465.015430483, 2298935.727328888]","[16, 20, 25, 13, 15, 15, 15, 11]","[1863.4076204169662, 2202.209005947324, 1123.5370611183355, 1177.1117166212534, 1196.6759002770084, 1218.045112781955, 1247.9537794896485, 1282.5333993072736]",1993.0,1300.551931761164
337,"[1634.2362176972838, 738.2490151497761, 530.3824445073519, 3172.847007479131, 4973.573682348707, 4071.358342028531, 4016.645239880403, 4453.725116943267]","[539885.0414532165, 287620.6948744416, 242910.18717108056, 2300310.9938351326, 2232930.6919841957, 2318026.5321263215, 2268077.5149776097, 2207297.8520260486]","[19, 17, 15, 12, 18, 10, 16, 14]","[1868.7815428983417, 2191.039729501268, 1121.107266435986, 1175.5102040816328, 1195.5719557195573, 1217.4729920150305, 1241.9741255390513, 1276.218611521418]",1996.0,1298.5971943887776
338,"[2950.4067725793434, 614.697714669253, 53.06737496760181, 4966.601436929929, 5020.010126057746, 7580.016049251219, 6088.821864837181, 5541.01745935238]","[635500.3949972843, 318519.3568145318, 248249.18009844125, 2267323.608370297, 2228289.1221748637, 2203580.0725366888, 2255593.668851947, 2202860.65683053]","[14, 10, 13, 18, 19, 26, 20, 18]","[1844.8398576512454, 2178.1512605042017, 1111.492281303602, 1164.943820224719, 1190.0826446280992, 1219.764705882353, 1253.9912917271408, 1296.0]",1964.0,1319.755600814664
339,"[2431.3038866300158, 1646.0375812812474, 49.115024390321615, 2499.2830122473574, 3059.230762979269, 3939.584354990395, 5129.095860703857, 4228.511817701192]","[582031.3223114451, 305910.4238043871, 232117.60526865994, 2274970.2399329417, 2315846.777244118, 2318307.9770012945, 2288885.1287695104, 2233006.600510005]","[8, 20, 13, 11, 10, 12, 16, 11]","[1831.8021201413428, 2143.9205955334987, 1100.169779286927, 1151.4882274544648, 1168.0937359170798, 1190.0826446280992, 1217.4729920150305, 1255.2058111380145]",2025.0,1280.0
340,"[209.83050255226323, 936.0194823871221, 843.9476048111043, 3523.3913739608847, 3671.61983179777, 3426.590159915524, 4601.9862328129075, 5182.538480228582]","[597604.4764201596, 301826.60698227247, 229033.16337201904, 2285034.837126893, 2286447.0552281146, 2256761.3552972986, 2251655.562867477, 2261455.15552523]","[11, 18, 12, 11, 16, 15, 16, 14]","[1824.0675580577058, 2140.37985136251, 1094.1325453777965, 1144.3708609271523, 1168.0937359170798, 1196.6759002770084, 1222.065063649222, 1249.7589199614272]",2050.0,1264.3902439024391
341,"[296.7603150111227, 320.6331805973595, 110.44448549368755, 6202.80188699053, 4340.800145933499, 5942.428411346608, 3753.234443287226, 5478.026360592085]","[570786.8662365593, 277480.3442978425, 265283.16044731607, 2296056.666258413, 2267754.7448973446, 2252291.9604417104, 2289153.6872528405, 2214038.0359493196]","[17, 14, 13, 16, 16, 14, 15, 21]","[1866.0907127429805, 2185.4974704890387, 1122.077922077922, 1177.6465243071332, 1200.0, 1226.6919072408898, 1252.1739130434783, 1282.5333993072736]",1989.0,1303.1674208144796
342,"[3065.991968641775, 133.17929285252384, 223.39428549240202, 4038.5550142585125, 5384.823843739636, 5925.014275375387, 4263.251419570964, 3003.2002231253614]","[597242.678600851, 296323.9336824032, 251254.6323621369, 2292387.483194256, 2278374.721067378, 2221949.247801154, 2323878.0102521703, 2290867.4662466273]","[18, 17, 14, 12, 17, 19, 13, 9]","[1818.9473684210527, 2151.0373443983403, 1097.8398983481575, 1152.5122276567363, 1178.1818181818182, 1207.265952491849, 1234.8737494044783, 1264.3902439024391]",2021.0,1282.5333993072736
343,"[1571.6109507623796, 943.254569743843, 46.034560007326064, 3163.640074736896, 2735.3417340153114, 4110.470597737279, 3829.27859313984, 3681.4006496482743]","[572847.5846955634, 269723.5996213684, 216868.8121945131, 2313805.459124328, 2302790.723371135, 2285132.121468209, 2319298.019305865, 2262133.806283985]","[16, 12, 16, 9, 11, 13, 11, 12]","[1842.2174840085288, 2156.405990016639, 1104.388581167448, 1154.56570155902, 1174.9773345421577, 1202.226345083488, 1226.1116367076631, 1255.8139534883721]",2033.0,1274.9631087063453
344,"[191.87441496403852, 1335.4017254444118, 577.8654673236321, 4796.186320738414, 3679.918942579581, 4869.98135293015, 5088.908966338821, 3439.757430295585]","[540729.5441499447, 288092.08620058047, 259691.28104663393, 2284973.1794987204, 2244507.7878489727, 2289243.6476056906, 2294123.835244636, 2250342.303827311]","[11, 10, 20, 15, 16, 14, 16, 12]","[1843.5277382645804, 2156.405990016639, 1106.2740076824584, 1162.8532974427994, 1187.9010082493126, 1211.781206171108, 1234.8737494044783, 1258.2524271844661]",2040.0,1270.5882352941176
345,"[223.79061651786458, 2040.8815533537759, 320.23483479464, 5185.264439555559, 3952.3485378818896, 5741.703340975156, 5072.15940262421, 6277.392088661947]","[641383.9069401999, 326332.3799172137, 245157.12133100774, 2270820.541541081, 2255044.075558206, 2262004.9755764473, 2275358.5438471213, 2152571.897671715]","[9, 18, 13, 17, 14, 17, 17, 19]","[1815.126050420168, 2151.0373443983403, 1093.2096161956981, 1146.3954002653693, 1172.3202170963366, 1203.342618384401, 1234.2857142857142, 1269.3437806072477]",2008.0,1290.8366533864541
346,"[4963.4874388657745, 465.60386555804183, 696.8303265170738, 2976.739444735477, 4089.3800039749394, 4988.00494148439, 5317.67820998795, 3867.091539264746]","[564922.9139188736, 311906.5139187195, 243011.65481062848, 2298625.331076794, 2296707.9669323643, 2254252.3375964533, 2236028.282487891, 2264563.1991343517]","[17, 14, 15, 13, 13, 15, 16, 11]","[1856.733524355301, 2172.673931265717, 1114.359415305245, 1164.943820224719, 1186.2700228832953, 1214.0515222482436, 1245.555021624219, 1279.3682132280355]",2002.0,1294.7052947052948
347,"[2638.39106544755, 2315.3997540059086, 886.0505909636348, 5197.499663512646, 4133.54329817534, 3866.5207348882295, 4111.193975008386, 4571.305914844683]","[611513.5264271377, 303652.26834535913, 257685.9089701582, 2239401.072388695, 2275021.8551049405, 2266592.5748099987, 2257274.4746453483, 2230633.595517939]","[17, 20, 25, 13, 17, 15, 14, 15]","[1852.7519656897784, 2202.209005947324, 1122.077922077922, 1176.5773944620971, 1202.784222737819, 1227.8540975840833, 1249.7589199614272, 1286.3523573200991]",1981.0,1308.4300858152449
