Experiment,Mean Idle Times,Sum Idle Times,Downtime,Mean CT,Parts Done,Cycle Time
11,"[2632.164757789112, 934.1845665151953, 118.9710158001991, 4963.8170038750895, 2374.987941723032, 3251.8971494632106, 6056.853135482598, 4303.972239412464]","[590894.4844333442, 302925.14708077174, 240063.90405417385, 2269268.596598838, 2292440.858529423, 2235262.2211806425, 2257337.6172028123, 2265629.115386077]","[9, 14, 15, 18, 10, 9, 21, 11]","[1835.6940509915014, 2154.6134663341645, 1103.448275862069, 1155.5951850200624, 1174.9773345421577, 1196.1236732810337, 1222.065063649222, 1256.4226854095978]",2030.0,1276.847290640394
12,"[3455.7184163049474, 137.39106130867546, 55.48035861282131, 5555.321419411367, 4419.5183742448935, 4364.198872200901, 3922.460146801658, 3628.495026250457]","[620426.0537913552, 327753.8965709539, 258815.8729288114, 2273500.759096852, 2284306.7548491214, 2240026.6910394966, 2290193.1454474377, 2224140.7960143634]","[15, 14, 16, 17, 15, 18, 13, 13]","[1851.4285714285713, 2179.983179142136, 1115.3184165232358, 1168.0937359170798, 1188.445667125172, 1214.0515222482436, 1243.1654676258993, 1282.5333993072736]",1983.0,1307.1104387291982
13,"[3034.6516063835415, 1324.3077529901132, 443.23015042885277, 4027.0449143161845, 1579.058228652985, 4432.590052220503, 3963.7181516500405, 3897.7415929626454]","[407649.27854357084, 231669.85948962186, 150506.2096073756, 1502427.8765263886, 1526886.6995536033, 1517472.7564898802, 1483548.080863428, 1469656.5210338277]","[14, 19, 11, 16, 13, 19, 19, 10]","[2757.446808510638, 3248.1203007518798, 1664.7398843930637, 1747.8084962913015, 1780.2197802197802, 1808.7927424982554, 1848.7874465049929, 1910.0957995578483]",1333.0,1944.4861215303827
14,"[1384.7058374404885, 1485.7458612599062, 556.2883283108546, 4421.815516624892, 4982.027918130236, 8459.96799273842, 5932.003650892971, 6158.16512871706]","[615391.4662446894, 332720.3622256578, 244443.20561791054, 2286028.550277582, 2276885.00068094, 2224191.849273187, 2259247.2569660363, 2238277.5577283944]","[14, 16, 13, 14, 15, 24, 20, 15]","[1829.2166549047283, 2161.8015012510427, 1102.0408163265306, 1157.142857142857, 1184.102329830973, 1214.6204311152765, 1244.359097455593, 1274.3362831858408]",2008.0,1290.8366533864541
15,"[1665.9316802205472, 116.23928597974088, 83.6593856356655, 2891.048810622877, 4421.024621834364, 5100.945226759896, 6149.197957228381, 7286.991989716519]","[614149.5754941192, 281900.2747105723, 228470.35656827598, 2299712.599912515, 2281970.8382697157, 2287493.293880505, 2275623.8955223667, 2075065.4899932335]","[13, 14, 8, 11, 15, 16, 20, 20]","[1822.7848101265822, 2121.112929623568, 1089.0756302521008, 1144.8763250883392, 1170.7317073170732, 1196.6759002770084, 1224.3741143127068, 1261.9279454722493]",2014.0,1286.9910625620655
16,"[2424.353961858502, 1828.67506966019, 770.2567855880517, 5556.5117414506485, 3918.083223105301, 4397.275693178085, 4516.894218013501, 5881.989994572125]","[571319.3239544583, 297123.384124683, 247410.24682406502, 2301468.96869309, 2252575.344414237, 2285419.5720299915, 2215563.820526844, 2216468.8648584853]","[15, 11, 20, 15, 17, 15, 21, 17]","[1870.1298701298701, 2185.4974704890387, 1122.077922077922, 1174.9773345421577, 1196.1236732810337, 1224.9527410207938, 1258.863525983487, 1297.9469203805709]",1964.0,1319.755600814664
17,"[1136.9087850761682, 881.663758705989, 53.8812340746407, 5942.463257548109, 4025.7222405657353, 2641.4471604823902, 4106.183901942846, 5551.720879538996]","[645587.9036492396, 317136.35267959174, 251086.55078782566, 2214737.9831488715, 2294461.1004937654, 2304854.151292064, 2282908.0482589914, 2142002.7622691384]","[13, 19, 19, 18, 14, 12, 13, 17]","[1852.7519656897784, 2191.039729501268, 1117.2413793103449, 1171.2607320379575, 1192.8209848136216, 1212.9153018249883, 1234.8737494044783, 1273.0844793713163]",1996.0,1298.5971943887776
18,"[1503.2469069459862, 116.00473032458366, 51.1031988498362, 4367.047599841141, 3692.0540098390766, 3302.4233484286856, 6558.03865533861, 5466.363861162803]","[597200.1948934484, 282123.5041493875, 242637.98813902226, 2256485.776827492, 2288613.984685376, 2322147.0583496015, 2243616.0878271796, 2187954.936818607]","[10, 7, 15, 16, 13, 11, 19, 16]","[1826.6384778012684, 2138.6138613861385, 1095.519864750634, 1147.9185119574845, 1173.3816206428248, 1198.8899167437557, 1223.7960339943343, 1257.0320077594567]",2029.0,1277.4765894529326
19,"[1380.0722536998026, 939.7285940484078, 568.6911936570866, 4945.135681935993, 2662.2481741465963, 2014.0581374625217, 4911.598902404222, 3099.657988717845]","[630742.0303094282, 309606.1224534432, 238262.3191041741, 2262899.9572948846, 2279376.2475399966, 2335886.9896870484, 2236084.919772511, 2230742.790247366]","[18, 10, 18, 17, 13, 8, 18, 15]","[1827.9266572637518, 2160.0, 1102.0408163265306, 1154.56570155902, 1176.043557168784, 1197.2286374133948, 1226.1116367076631, 1264.3902439024391]",2019.0,1283.8038632986627
20,"[800.5048752377852, 1938.1935269336132, 605.4741693677843, 5578.935591194799, 4165.713298675238, 3047.9292486602435, 6501.065807140289, 4491.538124421529]","[556246.5044744951, 330821.450843622, 273427.209831513, 2266274.041917342, 2295116.628756307, 2321290.0378417694, 2253570.141351558, 2253018.2141903476]","[10, 15, 19, 18, 13, 11, 18, 12]","[1847.4697077690662, 2160.0, 1109.1142490372272, 1163.375224416517, 1187.3568483737974, 1211.214953271028, 1237.8223495702007, 1272.459499263623]",2007.0,1291.4798206278026
21,"[3356.999608046143, 853.5028635347877, 545.7286849575742, 4186.32435303257, 3053.602276248841, 4978.5883878768855, 4230.225739795037, 3932.3367071695025]","[622818.5361053552, 300816.2295187787, 242656.42578845413, 2249297.212082248, 2289760.714957762, 2215921.220358457, 2273440.6286242553, 2260269.4859563424]","[16, 11, 11, 17, 12, 21, 13, 12]","[1825.3521126760563, 2158.2014987510406, 1101.104502973662, 1157.142857142857, 1184.102329830973, 1213.4831460674156, 1239.0057361376673, 1266.2432828529556]",2021.0,1282.5333993072736
22,"[760.5306399835104, 1054.178504410448, 606.3428124679635, 2563.065665578501, 2353.97509251759, 1938.1202615533498, 2793.1563132118563, 4620.146917644919]","[394716.6370493428, 176097.3132781566, 141478.38632700162, 1391909.8517906717, 1415470.3615697518, 1419795.8123294723, 1395123.3418600406, 1250320.6881126685]","[11, 17, 14, 11, 15, 11, 16, 25]","[2938.7755102040815, 3469.879518072289, 1769.283276450512, 1858.0645161290322, 1893.3528122717312, 1938.6686611817502, 1984.6860643185298, 2042.5531914893618]",1244.0,2083.6012861736335
23,"[2496.523832173683, 125.82708205708465, 840.529654127162, 5440.2003229582215, 3935.3470458286833, 3390.9083856899492, 1552.689144995929, 3345.1540004753433]","[605495.5974227882, 303991.4583114105, 252957.10575175897, 2252667.2379516684, 2292099.024585851, 2307777.6120921285, 2350091.3295016224, 2266301.4799293233]","[14, 12, 16, 20, 15, 8, 4, 15]","[1822.7848101265822, 2142.1487603305786, 1095.0570342205324, 1152.5122276567363, 1180.327868852459, 1205.5813953488373, 1229.6015180265654, 1255.8139534883721]",2042.0,1269.3437806072477
24,"[207.63885092326504, 644.8026832391249, 98.0228532781604, 4763.769873951147, 3712.6555490872033, 4984.087831149902, 4682.417890653548, 7324.2760271646375]","[589486.6977711495, 303587.0391690762, 263069.3472682738, 2264023.7444410874, 2274874.8639048715, 2290971.962973175, 2279147.246915347, 2078944.6429662795]","[10, 17, 9, 18, 13, 16, 16, 24]","[1833.097595473833, 2142.1487603305786, 1097.3751058425064, 1148.936170212766, 1170.2031602708803, 1195.5719557195573, 1226.6919072408898, 1265.625]",2013.0,1287.6304023845007
25,"[2104.8532336084363, 596.0045710364814, 51.116032463250754, 4748.413327565893, 3887.7381256290582, 4446.908951176551, 4748.716742377762, 3917.3328666652565]","[618477.0042576953, 292843.64786625426, 242136.6457784188, 2263861.2117058733, 2289798.4461646066, 2293626.688249901, 2304251.5840305616, 2202122.448191842]","[14, 20, 14, 15, 14, 16, 14, 13]","[1818.9473684210527, 2163.6060100166947, 1097.8398983481575, 1150.4660452729693, 1170.7317073170732, 1198.3356449375867, 1230.1850972947318, 1266.8621700879764]",2010.0,1289.55223880597
26,"[2423.6368311606484, 124.92329563384878, 50.47584816538262, 4419.470130714342, 5168.185483183143, 3566.852602791983, 4656.8095866387, 2931.6054873685307]","[569076.8968092406, 302938.9919120833, 238498.38258143287, 2290980.3955871635, 2259995.9403444594, 2300881.061229134, 2309141.2134206183, 2251256.258237414]","[18, 14, 12, 13, 17, 12, 14, 11]","[1835.6940509915014, 2151.0373443983403, 1100.169779286927, 1154.0516473731077, 1178.7175989085947, 1202.784222737819, 1224.9527410207938, 1254.5982575024202]",2034.0,1274.3362831858408
27,"[1657.6436156498748, 131.33812517790082, 187.1591933203696, 3647.3903122114275, 4592.488830779699, 5004.066231389711, 3405.1401487288645, 5489.004165508008]","[613315.8298383044, 314560.2004868535, 232068.2598334096, 2241560.8287396664, 2236783.9049150557, 2261682.1998284897, 2301453.246196478, 2167735.3808593187]","[16, 13, 18, 15, 17, 14, 15, 14]","[1826.6384778012684, 2154.6134663341645, 1099.2366412213742, 1151.4882274544648, 1170.7317073170732, 1191.7241379310344, 1219.1909689557856, 1258.863525983487]",2019.0,1283.8038632986627
28,"[1404.2167218076042, 800.6862772029866, 545.3010484601076, 4053.2707074514888, 4726.880768657597, 3926.0552269312925, 6935.39578256467, 5097.33060501114]","[636852.0007444872, 309092.155663884, 265433.60753745685, 2300019.2448731987, 2257917.0126820295, 2246794.8058643076, 2262151.4205468427, 2209866.7127060127]","[10, 12, 18, 15, 19, 15, 19, 17]","[1855.4044380816035, 2178.1512605042017, 1117.2413793103449, 1172.8506787330316, 1198.3356449375867, 1227.2727272727273, 1255.2058111380145, 1291.4798206278026]",1970.0,1315.736040609137
29,"[3896.376152747443, 343.14751142709264, 374.9544156995984, 4677.149483402951, 3870.8849832899764, 6820.681880284073, 7646.484693693517, 3413.5121823744053]","[593610.893117446, 309435.4241072044, 261903.72957177946, 2267392.6027137125, 2245722.291181029, 2250735.3450481906, 2272816.6390299615, 2251613.840457879]","[18, 18, 16, 17, 14, 23, 19, 11]","[1847.4697077690662, 2161.8015012510427, 1109.1142490372272, 1165.991902834008, 1190.0826446280992, 1213.4831460674156, 1241.3793103448277, 1272.459499263623]",2009.0,1290.1941264310603
30,"[1851.0509702410584, 1653.2521210863786, 797.5952525868289, 4129.595509930142, 8708.793556778972, 4039.1355328665272, 3509.248167925294, 3373.140722601009]","[627544.3212144761, 316205.4655907287, 251169.03536439795, 2276429.5908125867, 2183505.932621652, 2291100.415243792, 2295576.295113743, 2241613.7306750235]","[11, 10, 21, 16, 26, 15, 13, 12]","[1842.2174840085288, 2165.4135338345864, 1107.6923076923076, 1160.77026421854, 1186.8131868131868, 1215.1898734177216, 1237.8223495702007, 1266.2432828529556]",2016.0,1285.7142857142858
31,"[1505.9599303056928, 134.63234679237044, 582.7553459113196, 7836.666548557329, 4600.06748172207, 8341.891753264501, 3416.2403987785515, 4353.347726496685]","[647641.7071203361, 319121.6333334647, 282342.36138333904, 2234371.8334302306, 2282969.9924040125, 2220336.0618717186, 2316198.2262764536, 2297441.067427656]","[13, 16, 13, 29, 17, 21, 9, 9]","[1848.7874465049929, 2187.3417721518986, 1114.8387096774193, 1170.2031602708803, 1197.7818853974122, 1227.2727272727273, 1259.4752186588921, 1292.123629112662]",1984.0,1306.4516129032259
32,"[1384.4366730802726, 123.82615374784642, 337.7070298312248, 2162.7963815292273, 3376.5870366675517, 6063.533151268639, 6984.762172831699, 5092.725808957313]","[597441.6260957823, 295233.99853776954, 232069.52341940004, 2325467.6579612265, 2296539.069496834, 2246400.100370086, 2227957.4236302143, 2181569.110414687]","[17, 12, 16, 8, 12, 18, 21, 16]","[1839.6025550035486, 2165.4135338345864, 1106.2740076824584, 1158.694680375503, 1179.2538671519562, 1206.1423918101443, 1234.8737494044783, 1268.1017612524463]",2009.0,1290.1941264310603
33,"[2435.8108055661, 2875.061096766042, 399.0763494513368, 4025.6772428057575, 4796.374114124767, 5427.134124302719, 2074.7808447667203, 3108.2271576041385]","[556205.4389608484, 287942.9439391261, 240405.64148288956, 2307888.019255132, 2236522.0186706246, 2259996.356659544, 2344394.568999021, 2201739.131819025]","[11, 18, 19, 11, 19, 17, 7, 14]","[1844.8398576512454, 2145.6953642384105, 1103.9182282793868, 1159.2128801431127, 1183.5616438356165, 1207.265952491849, 1230.7692307692307, 1261.3138686131388]",2024.0,1280.6324110671937
34,"[1568.456240727393, 2201.3857740406506, 73.0523097151529, 4206.08765847776, 5767.9947020253885, 5448.866986457267, 4512.655468167334, 4008.0398217956395]","[588056.3353493686, 308515.5681432285, 259656.39449704924, 2253608.1712478795, 2240031.173679593, 2285865.130082725, 2328891.6192090535, 2277520.7974704676]","[17, 17, 9, 15, 17, 16, 12, 10]","[1833.097595473833, 2151.0373443983403, 1099.703012303776, 1153.5380507343125, 1179.7906235776059, 1202.784222737819, 1223.7960339943343, 1257.64192139738]",2024.0,1280.6324110671937
35,"[2381.0013992851127, 840.6277763920019, 485.19402449595646, 4359.132437907971, 4269.608724910329, 3983.0047282541764, 3226.7636212083235, 3790.9778154087235]","[606427.9886052378, 311676.78965859156, 246393.8281186135, 2290282.260450237, 2259149.208594072, 2299275.5264146887, 2303688.548247641, 2213516.106786158]","[16, 20, 19, 14, 16, 12, 11, 12]","[1852.7519656897784, 2217.2797262617623, 1125.4884932696482, 1179.2538671519562, 1202.226345083488, 1230.1850972947318, 1254.5982575024202, 1281.2654473554128]",1995.0,1299.248120300752
36,"[1402.146876006585, 679.9576957155986, 55.97424502553987, 4852.19118087305, 2764.864123659725, 5593.847657894711, 2545.889949995383, 3957.045669151536]","[605239.6589069156, 313721.1194793648, 261552.4237017152, 2292018.411878355, 2290427.2693421133, 2293709.8400914986, 2323422.409421406, 2186825.9546539234]","[15, 22, 16, 17, 12, 14, 8, 15]","[1839.6025550035486, 2169.0376569037658, 1109.1142490372272, 1164.943820224719, 1193.3701657458564, 1224.3741143127068, 1247.9537794896485, 1269.3437806072477]",2022.0,1281.899109792285
37,"[1436.3012769276795, 538.6760540775235, 367.43396615276305, 4623.971160644697, 3413.4812275119016, 2367.903764769212, 5769.095566942136, 4362.35496730787]","[577144.0292685622, 287657.18470084807, 229274.5650724294, 2280504.274467814, 2309208.395938126, 2292094.717020145, 2280849.5934387115, 2199802.9272411754]","[14, 13, 16, 15, 10, 7, 18, 15]","[1844.8398576512454, 2169.0376569037658, 1107.6923076923076, 1157.6596694953105, 1174.9773345421577, 1201.112140871177, 1229.0184921763869, 1263.157894736842]",2015.0,1286.3523573200991
38,"[3163.5761413361747, 135.3306518143411, 613.9906075156662, 7432.547282556625, 3482.136395578364, 4499.911006705416, 4284.460652015709, 4935.971003187869]","[611780.4535901784, 327229.5160870768, 250176.94209569498, 2227322.821470741, 2303607.676861206, 2302066.680060631, 2305744.048971197, 2160234.0527122864]","[14, 15, 16, 25, 12, 13, 14, 15]","[1829.2166549047283, 2158.2014987510406, 1101.5724606884828, 1156.1106155218554, 1182.4817518248176, 1207.8285181733459, 1230.7692307692307, 1263.7737688932227]",2016.0,1285.7142857142858
39,"[214.83244636643792, 171.8200905698625, 555.9132639970668, 3985.965626089524, 7167.152812932449, 5552.738422115765, 5597.831742451774, 3866.3443418135375]","[616354.2886253104, 302325.6289165007, 252524.19637483452, 2283411.487219616, 2216690.9261649377, 2253584.5249886354, 2281065.463701975, 2280262.3439912]","[8, 10, 13, 11, 28, 15, 19, 9]","[1812.5874125874127, 2145.6953642384105, 1094.1325453777965, 1146.9026548672566, 1171.7902350813742, 1202.784222737819, 1236.0515021459228, 1269.3437806072477]",2015.0,1286.3523573200991
40,"[594.8511522448196, 236.04118695496737, 615.3946548931374, 4205.878777419324, 3451.2789132639145, 2622.9646648633548, 4362.663505577897, 3295.7538163871177]","[625154.093022519, 309007.9266534732, 237277.85510252079, 2271038.596128596, 2267852.133985577, 2323208.585320801, 2303884.757281085, 2215879.1919361753]","[18, 14, 15, 16, 11, 9, 10, 13]","[1842.2174840085288, 2172.673931265717, 1108.6398631308812, 1163.375224416517, 1183.5616438356165, 1202.226345083488, 1223.7960339943343, 1261.3138686131388]",2014.0,1286.9910625620655
41,"[3534.666935847933, 122.59498398735528, 50.19955012383987, 4032.8659058362514, 6033.400294184803, 4878.285768069543, 5310.690825312707, 6791.080265444951]","[582938.2821656372, 294669.42132611776, 235586.48873118052, 2250412.554656048, 2282837.5848052176, 2294236.430895505, 2270247.8430948886, 2209352.0302495803]","[14, 12, 12, 13, 16, 17, 15, 18]","[1842.2174840085288, 2167.2240802675587, 1107.6923076923076, 1162.3318385650225, 1185.1851851851852, 1212.9153018249883, 1239.0057361376673, 1276.218611521418]",1986.0,1305.1359516616315
42,"[3680.353985168278, 2001.1974758779877, 52.27737496142863, 4717.063809476537, 5749.378327967594, 3972.411760884707, 2657.0672287094158, 4160.114996230129]","[631235.3254671309, 283794.73935515893, 247847.03469213314, 2244871.5832115803, 2265492.596605375, 2302497.6684825663, 2324925.7813108293, 2238544.5958960485]","[16, 14, 14, 19, 16, 11, 6, 14]","[1824.0675580577058, 2147.4730737365367, 1096.9107067287346, 1152.0, 1178.1818181818182, 1202.784222737819, 1227.8540975840833, 1257.64192139738]",2035.0,1273.7100737100736
43,"[1522.6701340836228, 1282.3398546182543, 588.2771035046194, 4029.295977482217, 5240.292466583505, 5170.029846747153, 3260.0618212073805, 5842.334027558547]","[594568.9578804517, 294664.3711813065, 228291.71070747945, 2287144.1383740865, 2239646.174745553, 2289386.971487504, 2309915.412211199, 2185080.50824067]","[7, 15, 13, 11, 19, 15, 10, 15]","[1840.909090909091, 2151.0373443983403, 1104.388581167448, 1156.1106155218554, 1175.5102040816328, 1200.0, 1227.2727272727273, 1259.4752186588921]",2027.0,1278.737049827331
44,"[4712.950605074133, 1782.283816226735, 511.6793456807589, 3601.4489652599386, 7014.443010535461, 4722.31608669447, 7727.765580418978, 4412.265985059186]","[617183.2215085732, 296626.50296173623, 241430.15022262413, 2302843.1109846765, 2291583.508716744, 2290993.5514779733, 2178881.4925926216, 2259597.2205994697]","[17, 11, 13, 11, 17, 17, 23, 11]","[1827.9266572637518, 2135.0906095551895, 1095.0570342205324, 1147.9185119574845, 1170.2031602708803, 1197.2286374133948, 1228.436018957346, 1265.625]",2013.0,1287.6304023845007
45,"[1641.8446556252907, 1245.9803460422145, 985.0281592929043, 4466.752092361144, 5386.304976857279, 5121.9952568969775, 4477.020948670311, 4454.659542780648]","[572944.4778389949, 304585.7660017718, 238704.01407923747, 2263294.3928235215, 2245980.5282804677, 2311461.0495718275, 2264732.40771695, 2094674.8720117582]","[13, 13, 15, 19, 18, 12, 16, 22]","[1833.097595473833, 2138.6138613861385, 1096.9107067287346, 1148.4271156402303, 1171.2607320379575, 1196.1236732810337, 1223.7960339943343, 1261.9279454722493]",2018.0,1284.440039643211
46,"[1533.0864942489225, 1671.8895323355675, 349.44632046506274, 4673.787461024897, 3724.8657958478675, 5183.942692893211, 5186.130350597403, 4167.320967174217]","[601276.8869150041, 275415.74137199565, 255259.49017873796, 2271429.17201267, 2291337.239597617, 2275045.088002804, 2276259.4950538552, 2215677.9934880296]","[14, 14, 14, 18, 13, 15, 18, 16]","[1840.909090909091, 2169.0376569037658, 1109.5890410958905, 1166.5166516651666, 1187.3568483737974, 1211.214953271028, 1241.9741255390513, 1278.1065088757396]",1993.0,1300.551931761164
47,"[1310.6972936635932, 1111.2423291337566, 594.817425568231, 3837.2041097759707, 4416.748229054801, 3314.323543197648, 3219.9426238148794, 3739.836123656032]","[585331.4680546194, 313578.4590822176, 252439.38092673034, 2237580.4156680205, 2287344.8152704136, 2294528.9660902675, 2302753.9572356874, 2292269.606147051]","[11, 13, 10, 16, 15, 13, 9, 13]","[1846.1538461538462, 2165.4135338345864, 1109.1142490372272, 1161.8108471537428, 1185.1851851851852, 1210.0840336134454, 1232.524964336662, 1261.3138686131388]",2025.0,1280.0
48,"[1580.771738414788, 1500.8091057063305, 859.9937565194895, 5423.706014044901, 3332.193198262191, 4433.792988375154, 3632.287356659098, 3817.893765127153]","[628196.3512536627, 283912.905773698, 247669.24383991034, 2251177.2503026323, 2297659.2352819163, 2250063.919756365, 2321049.1595983147, 2203530.145099495]","[12, 20, 15, 18, 12, 15, 12, 17]","[1825.3521126760563, 2152.8239202657805, 1097.3751058425064, 1150.4660452729693, 1170.7317073170732, 1196.6759002770084, 1229.0184921763869, 1264.3902439024391]",2016.0,1285.7142857142858
49,"[2941.1713815835997, 222.45687169641684, 159.596257636856, 2432.1305410270083, 4749.705722513972, 3833.416949008646, 2555.459886360852, 3413.774864078925]","[577413.1072388671, 264257.4358454825, 243714.56730002834, 2304187.8298920738, 2227274.883213577, 2285792.144399976, 2327509.8359989906, 2212255.025896399]","[13, 10, 10, 8, 18, 13, 7, 12]","[1829.2166549047283, 2109.0317331163546, 1089.0756302521008, 1141.8502202643172, 1164.4204851752022, 1187.9010082493126, 1207.8285181733459, 1233.1113225499523]",2073.0,1250.3617945007236
50,"[2919.3964755650236, 904.4375271212157, 151.35757575855536, 5664.612606072595, 4271.50874246413, 3362.9728603368403, 7454.896603985851, 4214.787594305334]","[606075.5264219155, 334351.009822953, 259201.75020908916, 2247821.1732666227, 2304125.07736513, 2303732.6354536684, 2240087.5293347337, 2283837.0738892644]","[22, 22, 15, 22, 13, 11, 24, 15]","[1842.2174840085288, 2207.8364565587735, 1118.2053494391716, 1173.9130434782608, 1198.3356449375867, 1222.065063649222, 1251.569290197972, 1290.1941264310603]",1975.0,1312.4050632911392
51,"[1587.7020909916996, 639.6589115720313, 55.79842015351323, 2479.516386147516, 5178.447046510717, 3025.1490367725596, 5436.674884713423, 5749.623357600241]","[601173.4715557455, 310750.0802348857, 261359.79999905595, 2270471.3026679205, 2229779.8391107894, 2319840.31215187, 2230425.9495055894, 2103498.244923147]","[17, 19, 13, 12, 19, 10, 16, 20]","[1848.7874465049929, 2163.6060100166947, 1110.0642398286939, 1166.5166516651666, 1190.6293063849334, 1212.9153018249883, 1237.2315035799522, 1273.7100737100736]",1998.0,1297.2972972972973
