Experiment,Mean Idle Times,Sum Idle Times,Downtime,Mean CT,Parts Done,Cycle Time
41,"[6071.82888617084, 75.06056555808783, 3522.7991389192916, 2807.592088166262, 2533.9991096371214, 4916.856016631645, 2986.2792044341218]","[125645.23960749016, 28372.8937809572, 2255318.1109619024, 2224026.631154906, 2249498.71772297, 2148023.8700161036, 2150501.2528508]","[12, 15, 12, 16, 14, 19, 11]","[9564.575645756458, 14320.441988950277, 905.976931142957, 920.1277955271565, 933.0453563714902, 947.7148080438757, 970.0598802395209]",2632.0,984.8024316109422
42,"[261.7487609570621, 85.8131809501294, 2171.2259307386726, 2506.827801184274, 2373.200276302283, 3278.153394188789, 3686.2495156701316]","[135531.2827969506, 32351.56921819878, 2202741.6557149733, 2251474.477080687, 2212217.171811582, 2222714.7489219666, 2182013.534964088]","[19, 16, 12, 10, 10, 14, 14]","[9564.575645756458, 14400.0, 915.9010600706714, 927.3703041144902, 941.1764705882352, 957.5175471001108, 975.5363191569439]",2630.0,985.5513307984791
43,"[5149.721715255946, 5554.304637198763, 3818.6853203977057, 4785.352907127213, 4619.2021578485865, 3558.0689286242605, 3499.5376714212707]","[134500.97242146693, 36794.17605267426, 2213370.894007363, 2206583.645000991, 2211927.8202839857, 2207039.7159903958, 2205188.1281252475]","[19, 21, 16, 20, 18, 13, 13]","[9564.575645756458, 14400.0, 911.0720562390159, 928.0343716433943, 947.3684210526316, 962.4953583364278, 977.3755656108598]",2628.0,986.3013698630137
44,"[10172.50230515857, 84.21566350827827, 4270.94515113459, 1736.3581030516261, 3545.9698508214005, 3632.208952690479, 2078.0303290552633]","[151183.69259486388, 31457.069394141065, 2195351.5727919564, 2267106.9105613125, 2214040.4662991147, 2178102.220734582, 2223803.6080800244]","[11, 14, 20, 8, 15, 15, 10]","[9564.575645756458, 14320.441988950277, 922.0917822838848, 935.0649350649351, 951.1926605504588, 968.9719626168225, 987.8048780487804]",2597.0,998.0747015787447
45,"[256.1745523333615, 62.698793074905346, 2935.8723252523487, 3551.423092951757, 5293.097172606433, 2970.8710958869974, 4026.9007552226353]","[134870.5486372185, 24139.035333838558, 2216746.381389811, 2226666.4397198283, 2224365.722076656, 2260064.5082627325, 2093840.3780286377]","[14, 22, 12, 14, 20, 12, 15]","[9564.575645756458, 14320.441988950277, 915.5775344401271, 929.0322580645161, 945.985401459854, 962.852897473997, 984.0546697038725]",2596.0,998.4591679506934
46,"[6624.854241341424, 80.58105903369395, 1897.2700886798496, 4074.1617292867213, 3519.7943227999067, 2630.8311954587716, 3133.632942180433]","[144530.5676322382, 30540.221373770008, 2257192.560124374, 2232929.531384791, 2236807.992011617, 2247397.7610683697, 2153729.6948025273]","[14, 16, 11, 13, 16, 10, 14]","[9564.575645756458, 14320.441988950277, 904.3963712491277, 919.1489361702128, 935.4023818116203, 950.4950495049505, 968.9719626168225]",2647.0,979.2217604835663
47,"[975.5382598831472, 80.8958431183815, 1890.504727151137, 3209.554376370209, 3595.053668700245, 3356.4355803403964, 2340.645377154553]","[131214.63653817168, 30578.62869874821, 2228787.3657140997, 2231483.6144463164, 2218032.76552412, 2234522.566614053, 2182503.9565305943]","[18, 17, 15, 15, 12, 14, 13]","[9564.575645756458, 14400.0, 909.7929097929098, 924.3937232524964, 939.811457577955, 955.7522123893805, 974.0698985343855]",2634.0,984.0546697038725
48,"[1891.0766253965055, 82.38351665317215, 4695.014997999126, 4709.998346478153, 2716.1524590893396, 5618.96174148893, 3710.4253670207486]","[123295.9682277517, 31058.585778245902, 2172352.510977343, 2152251.1194321024, 2232513.8815312413, 2134213.1621415024, 2189649.0698767025]","[16, 16, 24, 19, 14, 23, 17]","[9564.575645756458, 14400.0, 917.5221238938053, 935.4023818116203, 951.5418502202643, 970.7865168539325, 993.4840935224224]",2581.0,1004.2619139868268
49,"[270.2281837785475, 75.25659371143735, 2687.2081440405104, 2303.0735420718815, 3874.704337045809, 2633.8179013662602, 2751.6175810133063]","[142742.20912128, 28070.70945436613, 2260169.7638929216, 2237083.108734339, 2223607.6052354733, 2252786.8556423145, 2178533.7237375383]","[12, 10, 10, 10, 14, 11, 11]","[9564.575645756458, 14320.441988950277, 900.0, 913.9633286318759, 928.0343716433943, 941.1764705882352, 961.0678531701891]",2660.0,974.4360902255639
50,"[248.61559919763744, 62.47598461849663, 2277.161361237807, 5754.9843463578745, 2555.7586421844217, 4077.5574345052914, 2884.5098947431525]","[132759.28418705537, 23366.01824731774, 2240323.3941713064, 2192784.959154581, 2232688.061683336, 2191559.085229958, 2181442.310633085]","[9, 11, 9, 25, 13, 17, 12]","[9564.575645756458, 14320.441988950277, 887.3673399520712, 902.5069637883008, 921.7638691322902, 940.1523394994559, 961.7810760667903]",2659.0,974.8025573523881
51,"[4320.600515627107, 3699.7893921076125, 1729.5104661533985, 4890.813610617314, 3955.691501242515, 5874.883874965201, 4112.700406277196]","[148862.33334733336, 36480.2455839645, 2271134.1595168756, 2214653.818219012, 2210419.3712925343, 2176483.3755118707, 2108859.0401175893]","[15, 14, 8, 20, 18, 20, 18]","[9564.575645756458, 14644.06779661017, 910.7519325368938, 925.3837915030347, 941.1764705882352, 956.8106312292359, 979.5918367346939]",2607.0,994.2462600690449
52,"[296.65682252364803, 114.31081146536131, 2710.336659737148, 3587.1713025453537, 3474.8780137839462, 3059.3953003778765, 2568.757737045089]","[148255.81579035954, 42732.852771650025, 2220450.7246428574, 2202828.9771949467, 2213095.790775481, 2181042.915373415, 2197807.053587635]","[17, 11, 17, 19, 16, 13, 12]","[9564.575645756458, 14320.441988950277, 930.7001795332136, 943.231441048035, 959.6445760829323, 978.1132075471698, 1000.0]",2562.0,1011.7096018735363
53,"[279.6935017468874, 91.62329284240228, 3622.6800491415443, 1833.0025787549946, 5102.072596636355, 4533.416675526877, 5337.230843527606]","[145819.91755333444, 34541.98140158566, 2207329.3039889783, 2262674.689213608, 2181393.9651222425, 2162864.0632791957, 2115304.296233337]","[11, 16, 13, 9, 23, 16, 22]","[9564.575645756458, 14400.0, 920.7815275310835, 935.4023818116203, 953.6423841059602, 972.6078799249531, 994.2462600690449]",2574.0,1006.993006993007
54,"[3601.131169632052, 101.06709709244868, 3891.141614740467, 5339.386044658119, 5344.1516909631155, 1552.1144408735718, 2987.817137572137]","[149241.36279686016, 36818.13655891844, 2222811.0653716964, 2195820.30302909, 2178795.698479562, 2249518.128311212, 2130222.838486537]","[23, 17, 18, 24, 19, 13, 16]","[9564.575645756458, 14561.797752808989, 912.0337790288529, 927.3703041144902, 949.798460974716, 969.3343305908751, 985.9262076835298]",2603.0,995.7741067998463
55,"[4767.294914468097, 6511.40860307743, 3459.416033075496, 1233.9587842138135, 5100.348906212007, 3914.149470823352, 3805.933843453775]","[125409.21218800299, 34846.966161862445, 2215315.3103538724, 2242977.1693154806, 2182491.036433062, 2204191.54473923, 2093415.0189318045]","[19, 17, 15, 8, 22, 17, 16]","[9564.575645756458, 14561.797752808989, 922.748309006764, 936.7546078785689, 952.2409992652462, 967.8864824495893, 988.558352402746]",2587.0,1001.932740626208
56,"[3080.7174887661668, 84.93836410105436, 3330.1264751576377, 3346.640277099689, 4718.868203703748, 1927.2758463061552, 4228.666219828191]","[145060.4676480781, 29942.146692974915, 2204235.285986978, 2207308.368528686, 2198575.3136405847, 2233520.354848311, 2093563.0941079191]","[14, 14, 15, 13, 16, 9, 17]","[9564.575645756458, 14480.446927374302, 914.2857142857143, 929.0322580645161, 944.2622950819672, 959.6445760829323, 977.3755656108598]",2625.0,987.4285714285714
57,"[256.7269146434786, 88.07776000150326, 3220.23917134052, 2779.0226052688395, 2851.440073288343, 3418.7747395033493, 3913.951070483241]","[136736.02548438674, 32676.84896055771, 2227444.707726364, 2208188.167658763, 2265890.116049569, 2232531.941456211, 2145332.268063394]","[13, 8, 14, 17, 10, 17, 13]","[9564.575645756458, 14320.441988950277, 913.6411702502644, 927.7022190408018, 941.5183436251363, 954.6961325966851, 977.0071617037316]",2611.0,992.7230945997702
58,"[1024.9440106638651, 107.62750627334152, 3978.0172262214764, 5285.0138555352705, 2821.678290345336, 4786.414691565542, 3698.7542086316676]","[141772.9086688367, 40252.68734622973, 2207285.742530859, 2203792.438084462, 2246862.101601455, 2227326.7792754704, 2120997.9931164067]","[22, 13, 15, 23, 16, 16, 17]","[9564.575645756458, 14400.0, 910.1123595505618, 925.7142857142857, 941.1764705882352, 957.8713968957871, 981.4464218099205]",2604.0,995.3917050691244
59,"[264.0679134935182, 86.77893244295343, 3433.4205814093634, 2510.953492832782, 4991.095794385051, 4568.486183089481, 2659.009063555504]","[141563.63223105474, 31934.647139006862, 2261086.466718059, 2256849.348435338, 2213514.466315337, 2242000.7413421897, 2125025.4193361313]","[11, 7, 11, 11, 21, 17, 18]","[9564.575645756458, 14400.0, 921.7638691322902, 937.0932754880694, 953.6423841059602, 972.6078799249531, 998.0747015787447]",2556.0,1014.0845070422536
60,"[4783.425303062335, 110.3037427567168, 1977.780392174166, 3343.8984202932006, 2888.2703720604227, 5192.410821167872, 2994.051052716725]","[147271.62423007435, 42466.94096133597, 2222919.0778883346, 2214383.715312048, 2201747.865090653, 2184961.524129211, 2167831.442026922]","[14, 22, 15, 15, 15, 22, 15]","[9564.575645756458, 14320.441988950277, 921.1087420042644, 935.0649350649351, 951.1926605504588, 968.609865470852, 989.6907216494845]",2585.0,1002.7079303675048
61,"[3725.85597555173, 124.39940011784363, 4382.474095547843, 5127.6659394143135, 2812.888222345715, 2669.8575264226283, 4249.314187001248]","[147389.9715751251, 47252.72659226964, 2212683.43631678, 2164883.08094974, 2223735.447631166, 2235442.9624444614, 2081824.369164505]","[19, 19, 17, 22, 12, 11, 21]","[9564.575645756458, 14400.0, 917.5221238938053, 936.4161849710982, 952.2409992652462, 966.8034315553898, 985.5513307984791]",2599.0,997.3066564063101
62,"[1168.5401924306047, 86.1426428553677, 2825.459562543467, 2078.711378238492, 4002.549892866934, 2779.5992146275858, 4506.644496422618]","[126838.67014827604, 32131.20578505215, 2203783.3571264674, 2250475.760251372, 2225265.125760351, 2205380.2976375995, 2088338.1690285045]","[15, 14, 15, 9, 22, 12, 17]","[9564.575645756458, 14480.446927374302, 917.8470254957507, 935.0649350649351, 952.5909592061741, 967.8864824495893, 984.428408659324]",2605.0,995.0095969289828
63,"[3679.7605306827368, 89.9751938148155, 3137.962487061057, 1578.4494612572885, 4019.2135396389426, 2790.2515325759496, 3277.511348686186]","[133811.7623982905, 33560.74729292618, 2249146.4685980603, 2253894.233643491, 2247630.7323293686, 2259962.6517911837, 2160617.5333434027]","[12, 14, 11, 7, 15, 11, 13]","[9564.575645756458, 14480.446927374302, 903.4506796793307, 917.1974522292994, 932.7096077725801, 947.3684210526316, 967.1641791044776]",2645.0,979.9621928166351
64,"[254.8309124487237, 107.45507105521298, 3121.080129696367, 2293.9030418260245, 2579.462063122567, 4613.272849997497, 4055.1299345363777]","[134751.28650177515, 40295.65164570487, 2247096.1145784105, 2265685.0162592083, 2254259.843455379, 2154827.6965466905, 2103641.0162863885]","[10, 18, 13, 10, 11, 17, 15]","[9564.575645756458, 14561.797752808989, 900.3126085446336, 918.4975194897236, 935.0649350649351, 950.1466275659824, 969.3343305908751]",2643.0,980.7037457434733
65,"[276.3559186797271, 90.21141595418146, 2782.155552554947, 4134.2164634438, 3508.650002510624, 2274.222145660682, 3865.313694143025]","[146541.20378794416, 33283.9249064997, 2234023.382646024, 2218272.048718705, 2214044.695694203, 2226580.7243118477, 2167980.8008126807]","[15, 11, 14, 17, 15, 10, 17]","[9564.575645756458, 14400.0, 912.9975343430785, 926.7071862710046, 943.918426802622, 960.0, 978.8519637462235]",2618.0,990.0687547746371
66,"[254.78855071288683, 70.72838358379639, 3438.522203730293, 4182.577868179776, 2532.887318206819, 2509.385113247412, 2035.2022129532882]","[132260.77936068532, 26362.548069466626, 2215407.7190668858, 2176312.0340584116, 2247518.1939452593, 2270593.9443130214, 2186380.999521986]","[12, 14, 15, 16, 11, 8, 10]","[9564.575645756458, 14480.446927374302, 912.9975343430785, 931.0344827586207, 945.640277271069, 957.8713968957871, 974.8025573523881]",2630.0,985.5513307984791
67,"[4030.5338399220395, 77.56008828604871, 3636.7898665050466, 1989.4703714849613, 2966.8172813755837, 2800.2064467267846, 1951.001026638565]","[149369.51565503943, 29162.593195554316, 2244330.3503680173, 2263720.175322634, 2224845.207879463, 2223363.4080682746, 2221948.6050873036]","[13, 17, 14, 9, 11, 14, 10]","[9564.575645756458, 14480.446927374302, 912.6760563380282, 926.7071862710046, 941.5183436251363, 955.7522123893805, 973.7039819684447]",2634.0,984.0546697038725
68,"[274.4735152780484, 94.86945409237718, 3327.3522871788596, 2771.7843850811255, 3307.75432824814, 2725.3902554851497, 3220.7035271872514]","[140837.94988201838, 35576.04528464144, 2210800.523242374, 2236428.0428928444, 2212535.459341643, 2244006.151899683, 2134829.7994424463]","[14, 14, 13, 11, 16, 13, 13]","[9564.575645756458, 14400.0, 910.4320337197049, 923.7348538845331, 939.811457577955, 955.0478997789241, 975.5363191569439]",2618.0,990.0687547746371
69,"[259.6095125590023, 3276.6620031572465, 4248.613057106023, 3552.3380310308853, 2645.756680552148, 2782.9360471278223, 5017.225178632227]","[134125.4619236009, 28709.193904321684, 2194821.98762807, 2237750.8844554923, 2238757.880043876, 2181647.4784854846, 2051363.7384295743]","[13, 18, 17, 14, 14, 13, 22]","[9564.575645756458, 14400.0, 912.3548046462513, 926.3759828448892, 942.8883230265551, 961.0678531701891, 982.5625473843821]",2605.0,995.0095969289828
70,"[274.3452928438229, 86.53137076481266, 2089.35651089578, 5625.099982550547, 2375.6928658956313, 3326.081967424033, 2777.372552234285]","[141559.9653675244, 32622.326778334376, 2261869.0448020454, 2130903.825432016, 2251712.7070673197, 2201786.1304827477, 2192073.022524298]","[19, 14, 7, 21, 9, 16, 12]","[9564.575645756458, 14320.441988950277, 916.2248144220573, 929.6987087517934, 947.7148080438757, 963.5687732342008, 978.8519637462235]",2625.0,987.4285714285714
71,"[4266.509084186539, 97.82605616919847, 2223.5188720411757, 3782.402078514489, 1021.4203470925896, 3465.1567450196367, 1804.4713331212506]","[138290.19433278826, 35949.84736575051, 2209385.4823371964, 2222606.8357119956, 2267401.8038276937, 2191947.952413999, 2227172.1862505563]","[21, 12, 13, 15, 7, 19, 9]","[9564.575645756458, 14400.0, 916.5487977369165, 928.0343716433943, 942.2028353326064, 958.5798816568048, 978.1132075471698]",2621.0,988.9355207935903
72,"[5491.881105602073, 131.10980955206762, 1762.3797938895689, 3279.2291208506717, 3470.3472553479123, 4219.443587504966, 3401.369418450941]","[149293.26379543944, 49371.0629724849, 2267960.094032571, 2162955.6520855334, 2246201.500633358, 2156405.905312511, 2178445.3546849433]","[23, 16, 8, 20, 11, 20, 14]","[9564.575645756458, 14400.0, 929.3653639297239, 941.8604651162791, 958.9345172031077, 977.3755656108598, 994.6277820414429]",2584.0,1003.0959752321982
73,"[251.16162963163794, 75.73309791210708, 3446.5867285583017, 2109.1217144188313, 5003.584138927927, 2711.793505947575, 2927.1277075540247]","[131890.99583761737, 27718.31383583119, 2206948.457350182, 2217997.3194091916, 2192091.28880804, 2253189.8633526424, 2137687.2522497643]","[18, 7, 17, 11, 22, 12, 17]","[9564.575645756458, 14480.446927374302, 919.1489361702128, 935.4023818116203, 954.6961325966851, 972.6078799249531, 991.583779648049]",2583.0,1003.4843205574913
74,"[304.584567872608, 87.4341454245317, 3169.9419489986462, 3939.2222491399834, 3921.200231904279, 2253.3488576047666, 2422.204601259682]","[158228.19535382965, 32756.5183249896, 2214171.728815524, 2199467.9566582306, 2233975.3872317937, 2271347.570654169, 2225535.9567810786]","[18, 14, 15, 16, 16, 10, 9]","[9564.575645756458, 14320.441988950277, 907.2453622681134, 922.748309006764, 937.4321880650995, 951.5418502202643, 968.9719626168225]",2644.0,980.3328290468986
75,"[3723.4209718954885, 9437.258097212229, 3272.9721465711723, 3232.5763103036065, 1648.5076089078393, 1701.1227788754973, 2437.129080985303]","[141406.97266564434, 25046.757976727647, 2239281.8171680146, 2205183.798714868, 2219904.8958484908, 2241274.4336785823, 2230235.8131291927]","[16, 17, 14, 17, 13, 11, 10]","[9564.575645756458, 14561.797752808989, 920.7815275310835, 933.3813467770976, 950.4950495049505, 967.525195968645, 986.3013698630137]",2596.0,998.4591679506934
76,"[269.64452273302163, 87.82783017205652, 1913.2531113114878, 3268.950855943235, 3112.6625420068217, 3966.8208219943917, 4008.6027905681294]","[139065.7391573953, 33111.09197486531, 2244701.8080066824, 2171900.8825269733, 2244520.689132302, 2245627.279176292, 2156101.1094101486]","[13, 14, 9, 16, 11, 13, 14]","[9564.575645756458, 14320.441988950277, 912.3548046462513, 925.3837915030347, 938.4503982621289, 952.2409992652462, 970.7865168539325]",2639.0,982.1902235695339
77,"[267.94904317245954, 72.42007810475144, 3464.5941416533933, 2394.9111708428527, 3241.650496956226, 3403.586215204817, 2432.6077939713296]","[140741.75963013197, 27085.109211177038, 2232932.944593773, 2250400.5072474284, 2211327.522579915, 2241216.9477624684, 2182454.9841501545]","[17, 13, 13, 11, 16, 13, 12]","[9564.575645756458, 14400.0, 903.7656903765691, 918.1721572794899, 934.3907714491709, 949.1028927132918, 965.7228017883756]",2652.0,977.3755656108598
78,"[251.61382472375533, 81.68037250906374, 3433.89546046601, 5114.108794371642, 2973.7777163931382, 5055.988522776878, 4198.0310775214775]","[131015.41629759525, 30385.098573371713, 2235590.253440462, 2156346.8713692008, 2230279.436959286, 2171280.942112275, 2139216.936272873]","[17, 11, 13, 20, 17, 18, 17]","[9564.575645756458, 14400.0, 916.8730102582242, 932.3741007194244, 952.2409992652462, 968.609865470852, 985.9262076835298]",2598.0,997.6905311778291
79,"[7965.471778929704, 99.41295809931586, 6015.604389031577, 3435.288782226459, 2280.1099059318367, 4219.399862757421, 3319.3488498038987]","[137244.2790266535, 35314.52650846261, 2178937.7717439025, 2244983.3805624605, 2243319.208197664, 2265700.4475747384, 2173705.572267711]","[17, 17, 24, 15, 10, 13, 14]","[9564.575645756458, 14644.06779661017, 902.5069637883008, 919.8012775017743, 938.7902933719666, 957.5175471001108, 978.1132075471698]",2621.0,988.9355207935903
80,"[1674.5783485102795, 98.49604030633698, 4484.450067898223, 3411.5468838575202, 3012.170100452959, 2702.841122448236, 2933.0039569340083]","[127800.64799222589, 36916.774298421966, 2200365.3057500515, 2244636.057561425, 2198067.6784916627, 2213164.9766027895, 2188419.409299409]","[24, 16, 17, 11, 13, 14, 16]","[9564.575645756458, 14480.446927374302, 925.7142857142857, 939.811457577955, 959.6445760829323, 977.0071617037316, 991.9632606199771]",2588.0,1001.5455950540958
81,"[4728.121921584214, 78.39228232215174, 3331.7589300885306, 3291.500170253415, 2828.681897634153, 4683.897001951529, 3413.2830789190666]","[153657.64698730555, 29161.929023840446, 2238510.6508197105, 2225978.5796820736, 2258673.322924583, 2244937.906782825, 2091382.4089196252]","[9, 9, 13, 13, 11, 14, 20]","[9564.575645756458, 14320.441988950277, 914.9311683727498, 930.032292787944, 948.7554904831625, 963.2107023411371, 982.1902235695339]",2603.0,995.7741067998463
82,"[2846.4562755600045, 75.80464921253082, 5460.274184035281, 3826.8961236188948, 3687.761997691454, 4227.5648678380585, 3702.4446950412866]","[132991.9748387232, 28047.720208636405, 2149401.3536513867, 2208875.646799012, 2223213.3804841447, 2235525.328615233, 2165558.353562557]","[15, 11, 21, 16, 12, 14, 14]","[9564.575645756458, 14480.446927374302, 908.5173501577287, 924.0641711229947, 939.811457577955, 957.8713968957871, 977.0071617037316]",2623.0,988.1814715974075
83,"[256.11333433740975, 91.34199069532342, 2952.3327317304243, 2866.213888671897, 3434.808949998506, 4764.334422401545, 2742.3523859848287]","[134581.98800306983, 34344.588501441605, 2225124.706469957, 2266010.9358513635, 2251560.7408371144, 2156967.9729264285, 2194151.213630312]","[15, 15, 12, 10, 13, 18, 12]","[9564.575645756458, 14400.0, 922.748309006764, 934.3907714491709, 948.4083424807903, 967.525195968645, 990.0687547746371]",2590.0,1000.7722007722008
84,"[238.746982728746, 77.3615229721136, 2523.6172274421756, 2750.599998309346, 2784.271369576773, 3191.4281670964715, 3757.2083946635967]","[126657.98652061984, 27426.592857216765, 2213590.1482712175, 2214612.316393539, 2239983.9334195703, 2207172.3417729107, 2142953.4372395305]","[15, 15, 12, 14, 14, 14, 15]","[9564.575645756458, 14400.0, 919.1489361702128, 934.7277316985214, 952.2409992652462, 967.1641791044776, 986.3013698630137]",2598.0,997.6905311778291
85,"[245.06586117165406, 1879.5931776608006, 2822.4844189141513, 2894.546057071226, 4068.570492433953, 4404.526050725692, 5473.234307639106]","[128976.76310754826, 32793.505720471934, 2243552.771055762, 2246635.2462734994, 2201921.0342340213, 2183622.571292786, 2108056.499192526]","[15, 12, 11, 12, 17, 17, 20]","[9564.575645756458, 14480.446927374302, 903.4506796793307, 916.2248144220573, 932.3741007194244, 953.2916513424053, 977.0071617037316]",2621.0,988.9355207935903
86,"[259.9776328377101, 102.64227023432593, 4163.654383425496, 4556.036582946005, 2896.122489851774, 3858.5217696740624, 5130.3003849000515]","[137061.6298043911, 38368.81924479581, 2233450.137028678, 2208966.2732060156, 2221332.5772724478, 2223178.165689398, 2090618.1058402925]","[14, 11, 15, 18, 16, 14, 21]","[9564.575645756458, 14320.441988950277, 925.3837915030347, 936.4161849710982, 952.9411764705883, 971.1502435369052, 991.9632606199771]",2579.0,1005.0407134548275
87,"[1926.4579652188718, 83.57204391359, 2757.9938461201637, 5629.77581487911, 3437.44227071308, 3874.391444393042, 3854.8446066947126]","[137374.52356154463, 30823.876320104544, 2218911.940674062, 2132750.861141807, 2219958.3434987, 2241240.4836326702, 2137916.1719898074]","[12, 12, 15, 24, 18, 16, 14]","[9564.575645756458, 14480.446927374302, 931.7038102084831, 947.3684210526316, 964.644585039077, 979.5918367346939, 1001.5455950540958]",2551.0,1016.0721285770286
88,"[3111.4336957090113, 90.41019681439614, 1417.0607082222177, 3260.402367428947, 3688.5615517146116, 4521.144420802566, 2989.115942162958]","[138792.98070606813, 33994.23400221295, 2248105.6282760017, 2203639.443824723, 2220595.044832213, 2153632.898231358, 2186376.1181771313]","[14, 17, 10, 17, 18, 17, 12]","[9564.575645756458, 14480.446927374302, 915.5775344401271, 929.6987087517934, 943.231441048035, 961.4243323442137, 984.428408659324]",2604.0,995.3917050691244
89,"[265.82425575488514, 74.28358414265752, 3487.9508330391227, 2444.949414468461, 3788.1886214190417, 2079.7083704776755, 2936.218951800771]","[140941.2515071652, 27484.926132783283, 2208313.4326830613, 2247187.933319624, 2147658.235774355, 2237693.3585239486, 2190697.240447677]","[17, 11, 16, 12, 18, 12, 11]","[9564.575645756458, 14480.446927374302, 910.1123595505618, 924.7235105244381, 941.8604651162791, 958.2255083179298, 975.5363191569439]",2630.0,985.5513307984791
90,"[256.73029189112395, 81.0243288735511, 4371.463733181753, 2850.285303016244, 2272.6353987149023, 3334.0856894831727, 3377.227378928451]","[135701.94180836776, 29979.001683213908, 2191875.3906545923, 2242045.7155214385, 2278172.1800459684, 2219576.7079969477, 2148475.5249761483]","[14, 11, 21, 11, 8, 14, 14]","[9564.575645756458, 14480.446927374302, 906.610703043022, 923.0769230769231, 942.2028353326064, 957.8713968957871, 976.6390354182366]",2622.0,988.558352402746
91,"[271.2195652883291, 88.1272053681207, 2492.271058760879, 2757.4531680915916, 2878.1199015338375, 2877.719625168176, 4839.243876752826]","[139848.82822587917, 32499.7719855297, 2246566.263127994, 2238476.5964438515, 2234471.4962182855, 2228236.0168658216, 2081490.01799944]","[10, 10, 13, 13, 13, 14, 18]","[9564.575645756458, 14480.446927374302, 912.9975343430785, 930.032292787944, 948.7554904831625, 964.2857142857143, 982.5625473843821]",2606.0,994.6277820414429
92,"[288.6369167328361, 95.92155452514511, 2650.6355809853776, 4740.631774657685, 4837.426195045488, 4962.483546329161, 5310.485611511648]","[152906.90204242425, 35970.58294692942, 2229236.710783504, 2197030.8301949035, 2228982.464186755, 2136488.315474576, 2064509.5693541563]","[12, 14, 12, 20, 16, 18, 22]","[9564.575645756458, 14400.0, 918.4975194897236, 936.4161849710982, 953.2916513424053, 969.6969696969697, 991.583779648049]",2585.0,1002.7079303675048
93,"[470.24558975739075, 87.23603579436802, 4280.363408959911, 1972.0795447391242, 2708.2796534997397, 3644.562013822476, 3915.487821675481]","[157709.54755419164, 32800.749458682374, 2185849.8412277782, 2258508.1320218053, 2255384.999990091, 2230352.8446685052, 2018845.6440839206]","[10, 13, 17, 10, 13, 15, 21]","[9564.575645756458, 14320.441988950277, 916.5487977369165, 932.3741007194244, 947.3684210526316, 961.7810760667903, 983.3080424886191]",2600.0,996.9230769230769
94,"[4174.558118944371, 98.32579961755182, 4495.645766472841, 3201.0012015415527, 2952.0598636311133, 3114.5985647264993, 3307.090068110862]","[154938.99340711054, 36557.91268522865, 2197521.064964429, 2236615.8527532504, 2231869.089749168, 2223040.370285475, 2195219.3708328516]","[8, 11, 18, 12, 16, 11, 15]","[9564.575645756458, 14400.0, 934.3907714491709, 948.4083424807903, 965.3631284916202, 981.0749432248297, 1000.0]",2560.0,1012.5
95,"[248.25388962553092, 108.00114837714864, 4272.155233890829, 3105.4694228346816, 3162.681688940318, 2981.1502649353956, 2868.4644047207903]","[127829.9849888709, 39713.6657035363, 2160593.003406091, 2254925.6868540556, 2241619.759816727, 2222075.609415212, 2180342.658041387]","[21, 13, 22, 12, 13, 14, 14]","[9564.575645756458, 14644.06779661017, 924.0641711229947, 939.811457577955, 952.9411764705883, 968.2480388494583, 988.9355207935903]",2591.0,1000.3859513701274
96,"[1873.6749601930287, 76.08533648637776, 3063.925971808203, 3209.941410435608, 2938.3595545036214, 2940.867013669661, 4209.770722647528]","[139388.3371508004, 28912.42786482355, 2236313.5058758473, 2245909.13230603, 2241202.150896401, 2233179.952256586, 2136681.061083771]","[12, 19, 13, 15, 14, 14, 15]","[9564.575645756458, 14400.0, 918.4975194897236, 932.3741007194244, 951.891296364304, 968.9719626168225, 987.8048780487804]",2589.0,1001.1587485515643
97,"[255.6968633192227, 6590.6275042921, 1854.5710521852773, 2354.576263928713, 4859.3172825163865, 4360.8906301625675, 5711.825127930789]","[136154.18964331225, 36371.342444922324, 2257829.094648822, 2242697.3076311876, 2209592.8952819193, 2219974.203060831, 2060652.9953699228]","[13, 19, 9, 14, 18, 18, 25]","[9564.575645756458, 14480.446927374302, 911.712979247274, 928.3667621776505, 947.3684210526316, 964.2857142857143, 986.6768176627331]",2591.0,1000.3859513701274
98,"[299.2334429540459, 122.92666892819722, 4073.9633924131813, 3293.769418273052, 2713.8603500869444, 3382.205304365303, 3174.9793450460456]","[155411.1227959728, 45728.72084128937, 2180131.1115847086, 2132549.2396489694, 2259655.4475631295, 2172837.429654791, 2174986.4848742904]","[15, 11, 18, 15, 13, 17, 16]","[9564.575645756458, 14400.0, 924.7235105244381, 942.2028353326064, 958.2255083179298, 970.7865168539325, 989.6907216494845]",2589.0,1001.1587485515643
99,"[3740.4994049707975, 11177.623944579327, 2461.797648712276, 3059.578617556199, 1506.81698607416, 2137.674915583903, 2741.8412276601566]","[137821.90498739108, 37076.46643081204, 2234845.6143094087, 2241211.554065704, 2283685.090295791, 2221197.7010264476, 2150191.5322621875]","[13, 20, 10, 15, 8, 10, 15]","[9564.575645756458, 14480.446927374302, 921.1087420042644, 932.7096077725801, 947.0222871757398, 964.644585039077, 982.9351535836178]",2613.0,991.9632606199771
