Experiment,Mean Idle Times,Sum Idle Times,Downtime,Mean CT,Parts Done,Cycle Time
92,"[0.0, 6247.7155668538035, 3669.3439173960905, 138946.86012760032, 91106.13360645488, 80576.88696279874, 81389.32331651285]","[8220.0, 6247.7155668538, 3669.343917396094, 81633.15896764945, 73594.64688309102, 80576.88696279874, 81389.32331651286]","[1, 0, 1, 1, 1, 0, 0]","[24.201680672268907, 162.71186440677965, 1093.6708860759493, 1080.0, 1080.0, 1066.6666666666667, 1053.658536585366]",82.0,1053.658536585366
93,"[0.0, 5846.639668153573, 3651.4021671732444, 85463.49820741368, 112184.24907436395, 80560.6486909005, 81373.21583307331]","[11476.0, 5846.639668153573, 3651.4021671732407, 85463.4982074137, 73309.84802677242, 80560.64869090049, 81373.21583307331]","[0, 1, 1, 0, 1, 0, 0]","[24.08698076386953, 169.41176470588235, 1093.6708860759493, 1080.0, 1080.0, 1066.6666666666667, 1053.658536585366]",82.0,1053.658536585366
94,"[0.0, 5723.644697587453, 3729.594652902979, 84907.9306326927, 77436.33979935705, 80792.62304843424, 134887.9839744863]","[10733.0, 5723.644697587457, 3729.594652902975, 84907.93063269272, 77436.33979935705, 80792.62304843425, 77112.20218483702]","[0, 1, 0, 0, 0, 0, 1]","[23.887199336466686, 169.41176470588235, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
95,"[0.0, 9845.155048638037, 7265.699321210381, 85472.91653851484, 78275.53329112999, 76917.6724396591, 81384.19542578942]","[6988.0, 9845.15504863803, 7265.699321210384, 85472.91653851482, 77375.54866085191, 75977.3496866212, 81384.19542578942]","[1, 0, 0, 0, 0, 1, 0]","[23.795097769209583, 170.41420118343194, 1093.6708860759493, 1080.0, 1080.0, 1066.6666666666667, 1053.658536585366]",82.0,1053.658536585366
96,"[0.0, 5766.158160359773, 3163.769210853505, 85333.80760040384, 77773.02735576362, 113543.74686120627, 81083.7317329795]","[9591.0, 5766.158160359777, 3163.769210853505, 85333.80760040383, 77773.02735576364, 75719.54856106837, 81083.7317329795]","[0, 1, 0, 0, 0, 1, 0]","[23.523005717397222, 169.41176470588235, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
97,"[0.0, 6243.909112878613, 3665.845972383242, 123158.2215939514, 218419.32796583054, 80738.48964823474, 142010.14119492078]","[8088.0, 6243.909112878609, 3665.845972383242, 80759.80921729315, 64988.5449703496, 80738.48964823472, 77289.89579471122]","[0, 0, 0, 1, 3, 0, 1]","[23.052294557097117, 162.71186440677965, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
98,"[0.0, 5726.55585748066, 3729.9398967780653, 84911.67878049481, 77439.86765372758, 80797.60744921537, 169079.64782658828]","[8239.0, 5726.55585748066, 3729.9398967780653, 84911.67878049481, 77439.86765372759, 80797.60744921539, 73270.86379471452]","[0, 1, 0, 0, 0, 0, 2]","[23.12014985282312, 169.41176470588235, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
99,"[0.0, 5768.470071218901, 3165.493404590048, 103976.6562134948, 75536.49675879249, 81175.44792561296, 81082.8318370214]","[5811.0, 5768.470071218897, 3165.4934045900445, 80957.3895502756, 69630.95064101294, 80235.14907848042, 81082.83183702141]","[0, 2, 0, 1, 2, 0, 0]","[23.076923076923077, 175.609756097561, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
100,"[0.0, 6334.250403460424, 4153.80252253767, 98554.56406458477, 77863.65910800402, 81061.8146699031, 159093.70880391158]","[6097.0, 6334.250403460428, 4153.80252253767, 80538.38808751699, 77863.65910800404, 81061.8146699031, 78275.65715983385]","[0, 0, 1, 1, 0, 0, 1]","[22.494142150481647, 163.0188679245283, 1107.6923076923076, 1093.6708860759493, 1080.0, 1066.6666666666667, 1053.658536585366]",82.0,1053.658536585366
101,"[0.0, 6251.880111548471, 3668.7280848382725, 84850.56443589745, 77377.92977830957, 80739.69929392898, 81586.7776747975]","[5587.0, 6251.8801115484675, 3668.7280848382725, 84850.56443589745, 77377.92977830955, 80739.69929392896, 81586.77767479751]","[0, 0, 0, 0, 0, 0, 0]","[22.33712512926577, 162.71186440677965, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
102,"[0.0, 4558.28483851489, 4314.481836203708, 85492.61080933045, 74386.8265158651, 80444.34098717882, 81282.38815253109]","[5472.0, 4558.28483851489, 4314.481836203704, 85492.61080933044, 72586.32830404454, 80444.3409871788, 81282.3881525311]","[0, 1, 0, 0, 1, 0, 0]","[22.319814001549986, 166.7953667953668, 1053.658536585366, 1040.9638554216867, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941]",85.0,1016.4705882352941
103,"[0.0, 6250.033347537668, 3671.278523086494, 84851.92440255586, 77378.21196149549, 80741.75511502216, 130861.02270175905]","[4330.0, 6250.033347537665, 3671.2785230864974, 84851.92440255586, 77378.21196149549, 80741.75511502214, 73448.6287152222]","[0, 0, 0, 0, 0, 0, 2]","[21.9959266802444, 162.71186440677965, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
104,"[0.0, 6244.669661985616, 3666.257525570596, 84848.30763006597, 97979.5516814488, 80738.20150102809, 130162.80600570788]","[3708.0, 6244.669661985612, 3666.257525570596, 84848.30763006597, 68952.78250131596, 80738.2015010281, 77758.06739128967]","[0, 0, 0, 0, 2, 0, 1]","[21.829206670035372, 162.71186440677965, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
105,"[0.0, 31494.802221328497, 6412.741913911654, 84631.72074351778, 200213.63615384337, 80780.2615301958, 81582.006319832]","[3986.0, 2770.6914369452315, 6412.741913911646, 84631.72074351777, 69288.19839077385, 80780.26153019583, 81582.00631983198]","[1, 2, 0, 0, 2, 0, 0]","[22.893481717011127, 175.25354969574036, 1093.6708860759493, 1093.6708860759493, 1093.6708860759493, 1080.0, 1066.6666666666667]",81.0,1066.6666666666667
106,"[0.0, 6265.543833081472, 3684.5965663896422, 192720.3377458405, 77394.56541083037, 80814.33174300847, 136098.48542599916]","[2728.0, 6265.543833081472, 3684.5965663896422, 74254.12821439671, 77394.56541083037, 80814.33174300846, 77365.00900755526]","[0, 0, 0, 2, 0, 0, 1]","[21.567648527209187, 162.71186440677965, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1028.5714285714287, 1028.5714285714287]",84.0,1028.5714285714287
107,"[0.0, 6258.867399415081, 3679.1712990721862, 89258.66918982042, 78287.91573469785, 80587.78186835536, 152634.93971347823]","[2436.0, 6258.867399415085, 3679.1712990721862, 81251.46331626411, 77388.00538700444, 80587.78186835535, 77295.50088388124]","[1, 0, 1, 1, 0, 0, 1]","[22.453222453222452, 162.71186440677965, 1093.6708860759493, 1080.0, 1080.0, 1066.6666666666667, 1053.658536585366]",82.0,1053.658536585366
108,"[0.0, 6247.596313063459, 3669.6106413206, 83861.61043145794, 76480.58426751048, 126861.01193301233, 140763.0902151472]","[2236.0, 6247.596313063463, 3669.6106413206, 83861.61043145794, 76480.5842675105, 75456.15214871427, 77039.3505132644]","[0, 0, 1, 0, 0, 1, 1]","[21.44452717795979, 162.71186440677965, 1066.6666666666667, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941]",85.0,1016.4705882352941
109,"[0.0, 6251.364836325556, 3668.6958283339736, 84849.95599353791, 77376.46083633619, 80737.3258003755, 86997.23160658032]","[2429.0, 6251.3648363255525, 3668.6958283339773, 84849.95599353791, 77376.46083633618, 80737.3258003755, 77989.61319145629]","[0, 2, 0, 0, 0, 0, 1]","[21.50858849887976, 178.88198757763976, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
110,"[0.0, 6253.997439282968, 8402.70385149452, 139372.57788078458, 77713.51689358725, 137410.42614624457, 81619.35911027069]","[0.0, 3371.4245640422414, 8402.70385149453, 80925.72707829646, 77713.51689358724, 72018.44555331614, 81619.35911027067]","[1, 1, 0, 1, 0, 2, 0]","[21.796165489404643, 170.7509881422925, 1122.077922077922, 1122.077922077922, 1107.6923076923076, 1093.6708860759493, 1080.0]",80.0,1080.0
111,"[0.0, 6262.455630803921, 3087.6961584023047, 160684.81257543797, 77694.37541207226, 80936.38371813524, 81757.3506532565]","[1611.0, 6262.455630803921, 3087.696158402301, 76929.68375427852, 77694.37541207224, 80936.38371813523, 81757.35065325651]","[0, 1, 1, 2, 0, 0, 0]","[21.286031042128602, 170.41420118343194, 1093.6708860759493, 1080.0, 1066.6666666666667, 1053.658536585366, 1040.9638554216867]",83.0,1040.9638554216867
112,"[0.0, 6267.085063171882, 3081.9488625570157, 98834.93522884931, 78589.23234302836, 80770.55667379775, 81553.55462464686]","[1394.0, 6267.085063171879, 3081.9488625570157, 81222.54439142982, 77689.08402692317, 80770.55667379774, 81553.55462464686]","[0, 0, 2, 1, 0, 0, 0]","[21.233718358319, 162.71186440677965, 1136.842105263158, 1122.077922077922, 1122.077922077922, 1107.6923076923076, 1093.6708860759493]",79.0,1093.6708860759493
113,"[0.0, 6256.121335653697, 4534.20736380661, 175802.80309147423, 78894.00031368574, 81773.26253814678, 78882.26152195736]","[1196.0, 6256.121335653694, 1776.0491714794625, 76739.24419996653, 78894.00031368576, 81773.26253814677, 77931.8248395776]","[1, 0, 2, 2, 0, 0, 1]","[22.114154082416174, 162.71186440677965, 1167.5675675675675, 1216.9014084507041, 1200.0, 1183.5616438356165, 1167.5675675675675]",74.0,1167.5675675675675
114,"[0.0, 6245.137804058049, 3665.6819887960555, 164055.59566149878, 77374.5115684362, 80737.57111890256, 77945.55664732361]","[980.0, 6245.137804058049, 3665.681988796052, 80319.19753385456, 77374.51156843621, 80737.57111890256, 76995.1888813659]","[0, 0, 0, 1, 0, 0, 1]","[21.129860601614087, 162.71186440677965, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
115,"[0.0, 32058.224902632766, 6541.878734218877, 84756.25322552565, 153794.6987444617, 80792.86274215471, 81615.12322520655]","[762.0, 3364.833615505373, 6541.878734218881, 84756.25322552567, 73186.03960696913, 80792.86274215471, 81615.12322520655]","[0, 1, 0, 0, 1, 0, 0]","[21.073170731707318, 168.75, 1093.6708860759493, 1080.0, 1066.6666666666667, 1053.658536585366, 1040.9638554216867]",83.0,1040.9638554216867
116,"[0.0, 6266.865694766853, 3682.9484334565605, 84861.51291408033, 77390.88542327548, 102356.27029670034, 81602.86064585866]","[553.0, 6266.865694766853, 3682.948433456557, 84861.51291408033, 77390.88542327548, 75962.98548325327, 81602.86064585866]","[0, 0, 0, 0, 0, 1, 0]","[21.02701387198832, 162.71186440677965, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
117,"[0.0, 6386.189928007647, 3057.0489388419264, 84865.64269930022, 74004.08596986718, 80903.89122593703, 81725.90779790634]","[0.0, 6386.189928007643, 3057.048938841923, 84865.64269930022, 73104.3790931552, 80903.89122593703, 81725.90779790636]","[3, 0, 1, 0, 1, 0, 0]","[23.87399834208345, 163.0188679245283, 1093.6708860759493, 1080.0, 1066.6666666666667, 1053.658536585366, 1040.9638554216867]",83.0,1040.9638554216867
118,"[0.0, 32005.360207624482, 4382.035921921659, 85223.46750987535, 134160.08003287355, 81533.83543079594, 82303.86099578587]","[147.0, 3429.726631135043, 4382.0359219216625, 85223.46750987537, 74729.99621721786, 81533.83543079595, 82303.86099578586]","[0, 1, 1, 0, 1, 0, 0]","[20.92516347783967, 165.51724137931035, 1107.6923076923076, 1122.077922077922, 1136.842105263158, 1122.077922077922, 1107.6923076923076]",78.0,1107.6923076923076
119,"[0.0, 6259.038079595968, 3677.60109308772, 84855.42059170622, 149347.71335918416, 80744.71315652184, 81595.02586882886]","[0.0, 6259.038079595968, 3677.6010930877237, 84855.42059170622, 73607.82587265476, 80744.71315652186, 81595.02586882886]","[0, 0, 0, 0, 1, 0, 0]","[20.889748549323016, 162.71186440677965, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
120,"[0.0, 6679.687037625867, 4098.459848763487, 85277.10438104483, 77808.83984107753, 81167.95131560709, 82015.70656253488]","[0.0, 6679.687037625863, 4098.459848763487, 85277.10438104482, 77808.83984107753, 81167.95131560709, 82015.70656253489]","[1, 0, 0, 0, 0, 0, 0]","[21.796165489404643, 163.63636363636363, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
121,"[0.0, 5299.923749189791, 1079.8701312485246, 84869.34420159944, 77894.39151530096, 109369.99735040378, 114256.02575119567]","[0.0, 5299.9237491897875, 1079.870131248521, 84869.34420159944, 77894.39151530094, 77022.83299005545, 77904.04798094547]","[1, 2, 1, 0, 0, 1, 1]","[21.796165489404643, 176.68711656441718, 1066.6666666666667, 1053.658536585366, 1093.6708860759493, 1136.842105263158, 1122.077922077922]",77.0,1122.077922077922
122,"[0.0, 5343.198080103139, 2176.6260692417127, 84975.13592512897, 159384.89149098186, 80962.80800559903, 146866.37443593645]","[293.0, 5343.198080103135, 2176.6260692417163, 84975.13592512897, 68535.00600287465, 80962.80800559904, 77631.30140024678]","[0, 2, 1, 0, 2, 0, 1]","[20.96069868995633, 176.68711656441718, 1080.0, 1066.6666666666667, 1053.658536585366, 1040.9638554216867, 1028.5714285714287]",84.0,1028.5714285714287
123,"[0.0, 6381.800472241703, 3054.447530543166, 138974.99496360432, 195737.44640761404, 80902.17066035842, 96236.0186027207]","[0.0, 6381.800472241706, 3054.4475305431624, 76647.0631089682, 69707.18163274553, 80902.17066035842, 75218.218442747]","[1, 0, 1, 2, 2, 0, 1]","[21.796165489404643, 163.0188679245283, 1093.6708860759493, 1080.0, 1066.6666666666667, 1053.658536585366, 1040.9638554216867]",83.0,1040.9638554216867
124,"[0.0, 6346.972315556781, 4170.744122186818, 136404.7408210907, 95276.67714224473, 80917.61009472513, 81690.09121607512]","[0.0, 6346.972315556781, 4170.744122186821, 80996.59432098067, 73661.98272375873, 80917.61009472513, 81690.09121607513]","[0, 0, 2, 1, 1, 0, 0]","[20.889748549323016, 163.0188679245283, 1167.5675675675675, 1152.0, 1136.842105263158, 1122.077922077922, 1107.6923076923076]",78.0,1107.6923076923076
125,"[0.0, 5739.400157043176, 3738.9178490539416, 116592.10828227023, 77449.34672775026, 80810.58201375177, 81657.3135131418]","[0.0, 5739.400157043176, 3738.9178490539416, 80650.91980229437, 77449.34672775025, 80810.58201375179, 81657.31351314178]","[0, 2, 0, 1, 0, 0, 0]","[20.889748549323016, 177.77777777777777, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
126,"[0.0, 5732.96183506056, 3736.955242171014, 127885.33178586268, 78302.21273539076, 77045.58704998106, 81395.9765041483]","[0.0, 5732.961835060556, 3736.9552421710177, 80937.97947980708, 73846.63152201875, 77045.58704998106, 76906.74465096962]","[1, 1, 0, 1, 1, 1, 1]","[21.746790838157562, 169.41176470588235, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1066.6666666666667, 1053.658536585366]",82.0,1053.658536585366
127,"[0.0, 6264.3367232279015, 3680.6004445125945, 84860.89383171682, 77392.05629378516, 124842.30638664856, 81600.12954260648]","[0.0, 6264.3367232279015, 3680.6004445125945, 84860.89383171682, 77392.05629378518, 76442.80823123749, 81600.12954260649]","[0, 0, 0, 0, 0, 1, 0]","[20.88469905728789, 162.71186440677965, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
128,"[0.0, 6262.99340191637, 3682.7827210499563, 85494.9761890017, 89838.01910796552, 80591.56798890342, 146614.63755026628]","[0.0, 6262.993401916367, 3682.7827210499527, 85494.97618900168, 73326.26909400456, 80591.56798890342, 77276.45728055284]","[0, 0, 1, 0, 1, 0, 1]","[20.88469905728789, 162.71186440677965, 1093.6708860759493, 1080.0, 1080.0, 1066.6666666666667, 1053.658536585366]",82.0,1053.658536585366
129,"[0.0, 31417.02154392491, 6054.434604248163, 116786.83240121084, 77965.56208999245, 81146.14867822095, 104415.95703894238]","[0.0, 2755.80313383089, 6054.434604248163, 80936.58242994917, 77965.56208999245, 81146.14867822095, 73621.39147550327]","[1, 3, 1, 1, 0, 0, 2]","[21.790668348045397, 183.43949044585986, 1136.842105263158, 1122.077922077922, 1107.6923076923076, 1107.6923076923076, 1107.6923076923076]",78.0,1107.6923076923076
130,"[0.0, 6269.414471170094, 3684.62403637472, 135130.02267087036, 77393.60201477105, 139744.6708725742, 81603.5964624167]","[0.0, 6269.414471170094, 3684.62403637472, 79399.21893821908, 77393.60201477104, 77007.46240285288, 81603.59646241671]","[0, 0, 0, 1, 0, 1, 0]","[20.889748549323016, 162.71186440677965, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
131,"[0.0, 5743.952168787902, 3747.070597057005, 84926.39227064938, 167263.20416922955, 80817.66038224145, 81668.2008105368]","[0.0, 5743.952168787902, 3747.070597057005, 84926.39227064939, 69433.55632213842, 80817.66038224145, 81668.20081053683]","[0, 1, 0, 0, 2, 0, 0]","[20.889748549323016, 169.41176470588235, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
132,"[0.0, 6264.3232102171605, 3686.1268745860907, 85493.23080442817, 78294.17322155315, 80595.07926762325, 211048.40451486094]","[0.0, 6264.323210217164, 3686.126874586087, 85493.23080442817, 77394.01974064662, 80595.07926762327, 73367.8322839509]","[0, 0, 1, 0, 0, 0, 2]","[20.889748549323016, 162.71186440677965, 1093.6708860759493, 1080.0, 1080.0, 1066.6666666666667, 1053.658536585366]",82.0,1053.658536585366
133,"[0.0, 6262.289951229552, 3681.855914120799, 84859.62340266696, 77493.57557903643, 240412.5157095524, 81702.43494123594]","[0.0, 6262.289951229548, 3681.855914120795, 84859.62340266697, 77493.57557903643, 69540.77170114336, 81702.43494123594]","[0, 0, 0, 0, 0, 3, 0]","[20.889748549323016, 162.71186440677965, 1053.658536585366, 1040.9638554216867, 1040.9638554216867, 1040.9638554216867, 1028.5714285714287]",84.0,1028.5714285714287
134,"[0.0, 6261.931403014303, 3683.522134947212, 81893.43609553497, 73364.4875090282, 80064.70303155424, 170249.02692182298]","[0.0, 6261.931403014303, 3683.522134947212, 81893.43609553497, 68331.75804715231, 80064.70303155424, 72324.36581366409]","[0, 0, 1, 0, 2, 0, 2]","[20.889748549323016, 162.71186440677965, 1093.6708860759493, 1080.0, 1066.6666666666667, 1053.658536585366, 1040.9638554216867]",83.0,1040.9638554216867
135,"[0.0, 6332.415119471676, 57858.58575024376, 236222.8638206693, 77762.7165782919, 123395.18982393442, 78297.4516391884]","[0.0, 6332.415119471672, 2062.6544577788445, 76587.28928411665, 77762.7165782919, 77293.71596088889, 77347.66355791524]","[2, 0, 1, 2, 0, 1, 1]","[22.78481012658228, 163.0188679245283, 1093.6708860759493, 1080.0, 1066.6666666666667, 1066.6666666666667, 1066.6666666666667]",81.0,1066.6666666666667
136,"[0.0, 5340.963379334946, 3318.426442492473, 85489.9389852062, 77029.50525175297, 80388.13195540581, 106136.45980292618]","[0.0, 5340.963379334946, 3318.426442492477, 84500.00444718504, 77029.50525175295, 80388.13195540581, 73106.63071478475]","[1, 2, 0, 0, 0, 0, 2]","[21.796165489404643, 176.68711656441718, 1040.9638554216867, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
137,"[0.0, 8733.506310190496, 8345.360930799965, 136840.89242313808, 99129.91589241097, 144259.78907680916, 82265.71582593862]","[0.0, 8733.506310190503, 8345.360930799972, 77054.8961395901, 71971.48515803294, 77265.2903014601, 82265.7158259386]","[1, 1, 1, 2, 1, 1, 0]","[21.801665404996214, 176.3265306122449, 1167.5675675675675, 1152.0, 1136.842105263158, 1122.077922077922, 1107.6923076923076]",78.0,1107.6923076923076
138,"[0.0, 6289.067407130035, 57863.68574570955, 106993.59390764654, 98842.1188406893, 80897.6008247832, 120259.13656814904]","[0.0, 6289.067407130035, 2109.6837316173405, 79915.79934231918, 71764.33599993825, 80897.6008247832, 73108.43927696708]","[0, 0, 1, 1, 1, 0, 2]","[20.88469905728789, 163.0188679245283, 1080.0, 1066.6666666666667, 1053.658536585366, 1040.9638554216867, 1028.5714285714287]",84.0,1028.5714285714287
139,"[0.0, 6333.167186532013, 4152.2880429511715, 161610.53050218755, 77863.15475373644, 81063.67539625257, 81873.13739266063]","[0.0, 6333.167186532017, 4152.2880429511715, 76787.67703772099, 77863.15475373645, 81063.67539625258, 81873.13739266062]","[0, 1, 1, 2, 0, 0, 0]","[20.889748549323016, 170.7509881422925, 1107.6923076923076, 1093.6708860759493, 1080.0, 1066.6666666666667, 1053.658536585366]",82.0,1053.658536585366
140,"[0.0, 6384.111923126071, 3055.730911569226, 84867.37180295531, 77667.01588509521, 81029.42227061672, 137106.63464200654]","[0.0, 6384.111923126071, 3055.730911569226, 84867.3718029553, 77667.01588509521, 81029.42227061672, 78001.13114768307]","[0, 0, 1, 0, 0, 0, 1]","[20.889748549323016, 163.0188679245283, 1093.6708860759493, 1080.0, 1066.6666666666667, 1080.0, 1093.6708860759493]",79.0,1093.6708860759493
141,"[0.0, 7051.938270812923, 4567.601229132528, 84757.55419603141, 141404.83769898157, 80696.42355316298, 81534.99327131428]","[0.0, 7051.938270812927, 4567.601229132531, 84757.55419603141, 68877.54216947676, 80696.42355316298, 81534.99327131426]","[1, 0, 0, 0, 2, 0, 0]","[21.796165489404643, 164.57142857142858, 1066.6666666666667, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941]",85.0,1016.4705882352941
142,"[0.0, 6250.165956905832, 3674.7775447500244, 84855.07252449717, 152713.578394614, 80746.37505168347, 94118.4960063491]","[0.0, 6250.165956905832, 3674.7775447500244, 84855.07252449717, 72969.82371560691, 80746.37505168347, 77102.773385796]","[1, 0, 0, 0, 1, 0, 1]","[21.796165489404643, 162.71186440677965, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
143,"[0.0, 6333.49710778203, 4158.488829895392, 84618.75600077055, 251027.8870255621, 111252.39267987714, 113101.45446471722]","[0.0, 6333.497107782026, 4158.488829895388, 84618.75600077055, 65661.3610775019, 76793.46734337401, 77641.16967512059]","[1, 0, 2, 0, 3, 1, 1]","[21.796165489404643, 163.0188679245283, 1167.5675675675675, 1152.0, 1136.842105263158, 1122.077922077922, 1107.6923076923076]",78.0,1107.6923076923076
144,"[0.0, 6252.2397980902715, 3671.4005350769257, 84851.42522665924, 95046.80309795664, 80737.44937594261, 81590.26701372626]","[0.0, 6252.2397980902715, 3671.400535076922, 84851.42522665924, 73027.40559226071, 80737.44937594261, 81590.26701372626]","[0, 0, 0, 0, 1, 0, 0]","[20.889748549323016, 162.71186440677965, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
145,"[0.0, 6243.84199069655, 3667.4644749693107, 84845.37271041662, 77376.91298948863, 80734.78210705756, 81586.76534578516]","[0.0, 6243.84199069655, 3667.4644749693107, 84845.3727104166, 77376.91298948864, 80734.78210705756, 81586.76534578516]","[0, 0, 0, 0, 0, 0, 0]","[20.889748549323016, 162.71186440677965, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
146,"[0.0, 6254.11548535628, 3668.9556130406345, 84847.80800639279, 77377.87717650154, 80737.80788130939, 81589.947854931]","[0.0, 6254.115485356277, 3668.9556130406345, 84847.80800639278, 77377.87717650156, 80737.80788130942, 81589.947854931]","[0, 0, 0, 0, 0, 0, 0]","[20.889748549323016, 162.71186440677965, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
147,"[0.0, 7868.315884922642, 5293.989016400385, 85122.86217313688, 120882.55553280562, 81260.62756619939, 82059.93540995914]","[0.0, 7868.315884922646, 5293.989016400388, 85122.86217313685, 74272.50091537151, 81260.62756619939, 82059.93540995914]","[1, 0, 1, 0, 1, 0, 0]","[21.801665404996214, 166.15384615384616, 1122.077922077922, 1107.6923076923076, 1093.6708860759493, 1080.0, 1066.6666666666667]",81.0,1066.6666666666667
148,"[0.0, 5727.156402391192, 3727.54932170589, 84910.45790298792, 77437.78834267815, 77982.89212664691, 78800.61256512882]","[0.0, 5727.156402391196, 3727.54932170589, 84910.45790298794, 77437.78834267813, 77982.89212664691, 78800.6125651288]","[0, 2, 0, 0, 0, 1, 0]","[20.889748549323016, 177.77777777777777, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1053.658536585366, 1040.9638554216867]",83.0,1040.9638554216867
149,"[0.0, 6263.251829922938, 3684.589059823862, 84868.35863285817, 154954.6193721339, 80758.12441810954, 112840.24871426079]","[0.0, 6263.251829922934, 3684.589059823862, 84868.35863285819, 73198.38423429133, 80758.12441810954, 73430.31685651359]","[1, 1, 0, 0, 1, 0, 2]","[21.796165489404643, 170.41420118343194, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
150,"[0.0, 5715.388015891465, 2310.362909792868, 85119.85498740472, 133105.3848652067, 92779.06884135891, 82032.12817424038]","[0.0, 5715.388015891462, 2310.3629097928642, 85119.85498740473, 74148.22873051232, 76763.85280887183, 82032.12817424038]","[0, 1, 1, 0, 1, 1, 0]","[20.88469905728789, 169.41176470588235, 1080.0, 1080.0, 1080.0, 1066.6666666666667, 1053.658536585366]",82.0,1053.658536585366
151,"[0.0, 6261.558369866187, 3681.450680237991, 84863.19850829043, 135259.18221329694, 80754.72883535383, 90774.10865679174]","[0.0, 6261.558369866187, 3681.450680237991, 84863.19850829041, 73525.91258301937, 80754.72883535383, 77761.54537282644]","[0, 0, 0, 0, 1, 0, 1]","[20.88469905728789, 162.71186440677965, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
152,"[0.0, 6255.7400000490525, 3677.9401177336986, 84859.20471933499, 110177.85287170124, 300531.6058777548, 81598.35522819082]","[0.0, 6255.7400000490525, 3677.9401177336986, 84859.204719335, 73789.28718264434, 68390.82477567297, 81598.35522819082]","[2, 0, 0, 0, 1, 3, 0]","[22.5, 162.71186440677965, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
153,"[0.0, 6257.175884293716, 3677.3641045935874, 84856.8962012678, 77387.77863291567, 80746.45399183995, 81597.60688389307]","[0.0, 6257.17588429372, 3677.3641045935874, 84856.89620126778, 77387.77863291567, 80746.45399183995, 81597.60688389308]","[0, 0, 0, 0, 0, 0, 0]","[20.88469905728789, 162.71186440677965, 1053.658536585366, 1040.9638554216867, 1028.5714285714287, 1016.4705882352941, 1004.6511627906976]",86.0,1004.6511627906976
